domain,problem,instance_id,algo_variant,budget,target,successes,trials,beta_mean,beta_p05,beta_p95,mean_best,median_best,min_best,max_best
cont,Ackley,8,GWO,15000,med,30,30,0.96875,0.9078859400526763,0.998346745733359,0.005071688175008967,0.005027484852260233,0.0022580451242046884,0.007485971653761414
cont,Ackley,8,GWO,15000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.005071688175008967,0.005027484852260233,0.0022580451242046884,0.007485971653761414
cont,Ackley,8,GWO,20000,easy,30,30,0.96875,0.9078859400526763,0.998346745733359,0.003937215270418992,0.00427706231070113,0.001169878365491872,0.00637791208954086
cont,Ackley,8,GWO,20000,med,30,30,0.96875,0.9078859400526763,0.998346745733359,0.003937215270418992,0.00427706231070113,0.001169878365491872,0.00637791208954086
cont,Ackley,8,GWO,20000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.003937215270418992,0.00427706231070113,0.001169878365491872,0.00637791208954086
cont,Ackley,8,MFO,200,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,4.769783412199456,4.789345548060732,3.2604609133636484,6.428593258322806
cont,Ackley,8,MFO,200,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,4.769783412199456,4.789345548060732,3.2604609133636484,6.428593258322806
cont,Ackley,8,MFO,200,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,4.769783412199456,4.789345548060732,3.2604609133636484,6.428593258322806
cont,Ackley,8,MFO,300,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.8602773159801957,3.8656900514624177,2.0883199816604585,5.7685995651607165
cont,Ackley,8,MFO,300,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.8602773159801957,3.8656900514624177,2.0883199816604585,5.7685995651607165
cont,Ackley,8,MFO,300,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.8602773159801957,3.8656900514624177,2.0883199816604585,5.7685995651607165
cont,Ackley,8,MFO,500,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.110358382848921,3.115856356369735,0.9286158498224251,4.6302705445787815
cont,Ackley,8,MFO,500,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.110358382848921,3.115856356369735,0.9286158498224251,4.6302705445787815
cont,Ackley,8,MFO,500,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.110358382848921,3.115856356369735,0.9286158498224251,4.6302705445787815
cont,Ackley,8,MFO,800,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.707321471996699,2.662864056600061,0.947112898748085,4.17197243997494
cont,Ackley,8,MFO,800,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.707321471996699,2.662864056600061,0.947112898748085,4.17197243997494
cont,Ackley,8,MFO,800,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.707321471996699,2.662864056600061,0.947112898748085,4.17197243997494
cont,Ackley,8,MFO,1000,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.2842996133324838,2.38707630565291,0.2445171012100471,4.691932979722289
cont,Ackley,8,MFO,1000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.2842996133324838,2.38707630565291,0.2445171012100471,4.691932979722289
cont,Ackley,8,MFO,1000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.2842996133324838,2.38707630565291,0.2445171012100471,4.691932979722289
cont,Ackley,8,MFO,1500,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.9952474848602386,1.7934450664221253,0.21087702467783176,4.155008194601052
cont,Ackley,8,MFO,1500,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.9952474848602386,1.7934450664221253,0.21087702467783176,4.155008194601052
cont,Ackley,8,MFO,1500,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.9952474848602386,1.7934450664221253,0.21087702467783176,4.155008194601052
cont,Ackley,8,MFO,2000,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.8850593374274107,1.7726880233418538,0.11917718882801909,4.656510021647158
cont,Ackley,8,MFO,2000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.8850593374274107,1.7726880233418538,0.11917718882801909,4.656510021647158
cont,Ackley,8,MFO,2000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.8850593374274107,1.7726880233418538,0.11917718882801909,4.656510021647158
cont,Ackley,8,MFO,3500,easy,3,30,0.125,0.04530017302264189,0.23150297514336832,1.7066706071964575,1.9224929013155188,0.027593768968430243,3.2387381136995583
cont,Ackley,8,MFO,3500,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.7066706071964575,1.9224929013155188,0.027593768968430243,3.2387381136995583
cont,Ackley,8,MFO,3500,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.7066706071964575,1.9224929013155188,0.027593768968430243,3.2387381136995583
cont,Ackley,8,MFO,5000,easy,4,30,0.15625,0.06578047054601774,0.2713711815575147,1.5256640859675974,1.6634612326356195,0.04327853515231128,4.168158778237402
cont,Ackley,8,MFO,5000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.5256640859675974,1.6634612326356195,0.04327853515231128,4.168158778237402
