sep_std_success_mean,sep_std_success_lo,sep_std_success_hi,sep_std_value_mean,sep_std_value_lo,sep_std_value_hi,sep_ratio_value_over_success,flat_fraction_success_mean,flat_fraction_success_lo,flat_fraction_success_hi,flat_fraction_value_mean,flat_fraction_value_lo,flat_fraction_value_hi,headroom_gate,value_stat,scale_mode,sense,B,alpha,budgets,targets
0.014618066982671147,0.013532386957169613,0.015829401557948163,0.34041344323710626,0.3377125187491895,0.3430552130199171,23.287172212348338,0.6666666666666665,0.6666666666666666,0.6666666666666666,0.013833333333333333,0.0,0.16666666666666666,0.02,median_best,q05q95,minimize,1000,0.05,"300,500,800,1000","easy,hard,med"
