instance_id,problem,domain,budget,target,algo_variant,algo_base,run_idx,best,success,evals
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,6,49.37064523066369,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,7,66.94208453733047,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,8,85.20422529865715,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,9,51.37938148818636,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,10,63.85055586553851,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,11,81.60703651102571,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,12,76.89262435494003,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,13,71.5620135993722,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,14,51.30718390110269,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,15,87.16025641949756,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,16,67.03488110115171,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,17,66.48623578875592,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,18,64.6798675050895,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,19,63.037182644438815,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,20,71.09338900849647,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,21,66.89055798265574,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,22,58.43329640514224,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,23,80.14416074882486,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,24,73.64604326519768,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,25,49.89183944413223,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,26,59.32150408060231,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,27,48.84122664732883,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,28,56.139142522722025,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=20,F=0.8,CR=0.9)",DE,29,68.80642753123728,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=40,F=0.8,CR=0.9)",DE,0,89.0541661572411,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=40,F=0.8,CR=0.9)",DE,1,80.8841029568751,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=40,F=0.8,CR=0.9)",DE,2,92.47979024131843,0,500
sphere_d20_i000,sphere,cont,500,18.949186685442285,"DE(pop=40,F=0.8,CR=0.9)",DE,3,65.18569622163379,0,500
