algo,rung,score,seconds,params_json,pop,beta0,gamma_scale,alpha_scale,k_neighbors
FA,rung1,0.269802174190487,5.86929726600647,"{""alpha_scale"": 0.09346255283945916, ""beta0"": 1.3172019632783885, ""gamma_scale"": 0.2514445811777862, ""k_neighbors"": 1, ""pop"": 45}",45,1.3172019632783885,0.2514445811777862,0.09346255283945916,1
FA,rung1,0.31261829726157553,8.867202758789062,"{""alpha_scale"": 0.007543044906230067, ""beta0"": 2.1094220022986256, ""gamma_scale"": 0.913161779078927, ""k_neighbors"": 3, ""pop"": 75}",75,2.1094220022986256,0.913161779078927,0.007543044906230067,3
FA,rung1,0.001893491725174945,13.580923795700073,"{""alpha_scale"": 0.07823100850182323, ""beta0"": 1.0589822326277365, ""gamma_scale"": 40.72677932064352, ""k_neighbors"": 6, ""pop"": 67}",67,1.0589822326277365,40.72677932064352,0.07823100850182323,6
FA,rung1,-0.12746575981414393,5.277185440063477,"{""alpha_scale"": 0.020054162449433015, ""beta0"": 2.351203826932537, ""gamma_scale"": 44.35718682533141, ""k_neighbors"": 1, ""pop"": 48}",48,2.351203826932537,44.35718682533141,0.020054162449433015,1
FA,rung1,-0.06423156105622702,15.469465970993042,"{""alpha_scale"": 0.3621888197585143, ""beta0"": 1.286450241679528, ""gamma_scale"": 11.19276527209975, ""k_neighbors"": 8, ""pop"": 43}",43,1.286450241679528,11.19276527209975,0.3621888197585143,8
FA,rung1,0.1052628611704699,9.079026699066162,"{""alpha_scale"": 0.01879566333375225, ""beta0"": 2.217556821837386, ""gamma_scale"": 4.539068164525406, ""k_neighbors"": 2, ""pop"": 57}",57,2.217556821837386,4.539068164525406,0.01879566333375225,2
FA,rung1,0.2069846182927917,15.383548021316528,"{""alpha_scale"": 0.04230162634895099, ""beta0"": 1.4176761254544552, ""gamma_scale"": 0.35664198893774235, ""k_neighbors"": 6, ""pop"": 57}",57,1.4176761254544552,0.35664198893774235,0.04230162634895099,6
FA,rung1,0.25537698404509435,12.65192198753357,"{""alpha_scale"": 0.008460172092482749, ""beta0"": 1.6533571794608266, ""gamma_scale"": 0.3490400761894972, ""k_neighbors"": 4, ""pop"": 37}",37,1.6533571794608266,0.3490400761894972,0.008460172092482749,4
FA,rung1,-0.010397380380236854,8.381021976470947,"{""alpha_scale"": 0.3151959420920226, ""beta0"": 0.36804850605174766, ""gamma_scale"": 0.7567335504175089, ""k_neighbors"": 2, ""pop"": 73}",73,0.36804850605174766,0.7567335504175089,0.3151959420920226,2
FA,rung1,-0.11274156969695054,17.40293288230896,"{""alpha_scale"": 0.37016381834801765, ""beta0"": 0.9568487606504745, ""gamma_scale"": 3.6172781040386064, ""k_neighbors"": 6, ""pop"": 24}",24,0.9568487606504745,3.6172781040386064,0.37016381834801765,6
FA,rung1,0.31539150582366177,14.580947637557983,"{""alpha_scale"": 0.009358518598215095, ""beta0"": 1.9386163556814648, ""gamma_scale"": 2.1327226347639407, ""k_neighbors"": 5, ""pop"": 72}",72,1.9386163556814648,2.1327226347639407,0.009358518598215095,5
FA,rung1,-0.024270529726914403,10.903369903564453,"{""alpha_scale"": 0.24324301404987905, ""beta0"": 1.8895332841946901, ""gamma_scale"": 0.027315006089771752, ""k_neighbors"": 4, ""pop"": 77}",77,1.8895332841946901,0.027315006089771752,0.24324301404987905,4
FA,rung1,-0.07069395794226352,23.9399733543396,"{""alpha_scale"": 0.06626435963457325, ""beta0"": 2.2842473721058476, ""gamma_scale"": 0.023922882228808187, ""k_neighbors"": 10, ""pop"": 67}",67,2.2842473721058476,0.023922882228808187,0.06626435963457325,10
FA,rung1,-0.07724998119377219,10.95829439163208,"{""alpha_scale"": 0.36387198905079626, ""beta0"": 2.295096728679306, ""gamma_scale"": 0.022220078047374164, ""k_neighbors"": 2, ""pop"": 59}",59,2.295096728679306,0.022220078047374164,0.36387198905079626,2
FA,rung2,0.406499293860748,80.57111024856567,"{""alpha_scale"": 0.03598741478972785, ""beta0"": 0.43533879449242785, ""gamma_scale"": 0.27928908841408423, ""k_neighbors"": 3, ""pop"": 22}",22,0.43533879449242785,0.27928908841408423,0.03598741478972785,3
FA,rung2,0.19451846487731783,97.16332292556763,"{""alpha_scale"": 0.008696300224217732, ""beta0"": 0.4884867450928354, ""gamma_scale"": 0.47212476924286967, ""k_neighbors"": 4, ""pop"": 23}",23,0.4884867450928354,0.47212476924286967,0.008696300224217732,4
FA,rung2,0.1607462311757058,111.94159746170044,"{""alpha_scale"": 0.01090242027845519, ""beta0"": 0.809140683944104, ""gamma_scale"": 0.10146700594704346, ""k_neighbors"": 5, ""pop"": 30}",30,0.809140683944104,0.10146700594704346,0.01090242027845519,5
FA,rung2,0.2309556552333029,77.43900847434998,"{""alpha_scale"": 0.0379556235431132, ""beta0"": 0.4300160700069081, ""gamma_scale"": 0.18190128823370388, ""k_neighbors"": 3, ""pop"": 61}",61,0.4300160700069081,0.18190128823370388,0.0379556235431132,3
FA,rung2,0.20888604169917524,104.62615299224854,"{""alpha_scale"": 0.048466192388668, ""beta0"": 1.274650252712348, ""gamma_scale"": 2.7188766638333113, ""k_neighbors"": 5, ""pop"": 37}",37,1.274650252712348,2.7188766638333113,0.048466192388668,5
FA,rung2,0.03953205927300113,66.71119952201843,"{""alpha_scale"": 0.01969668859681184, ""beta0"": 1.3522880988542, ""gamma_scale"": 1.4087456183732243, ""k_neighbors"": 6, ""pop"": 78}",78,1.3522880988542,1.4087456183732243,0.01969668859681184,6
