algo,family,weight
PSO_GBEST,PSO,0.9999816196036079
PSO_GBEST,ES,1.8380396392078436e-05
ES_1P1,PSO,1.8380396392078436e-05
ES_1P1,ES,0.9999816196036079
GWO,PSO,0.9831672218345501
GWO,ES,0.01683277816544994
MFO,PSO,0.9999816196036079
MFO,ES,1.8380396392078436e-05
WOA,PSO,0.9999816196036079
WOA,ES,1.8380396392078436e-05
FA,PSO,0.9999816196036079
FA,ES,1.8380396392078436e-05
BA,PSO,0.9999816196036079
BA,ES,1.8380396392078436e-05
ALO,PSO,0.9999816196036079
ALO,ES,1.8380396392078436e-05
