algo,family,weight
PSO_GBEST,PSO,0.5
PSO_GBEST,ES,0.5
ES_1P1,PSO,0.5
ES_1P1,ES,0.5
GWO,PSO,0.5
GWO,ES,0.5
MFO,PSO,0.5
MFO,ES,0.5
WOA,PSO,0.5
WOA,ES,0.5
FA,PSO,0.5
FA,ES,0.5
BA,PSO,0.5
BA,ES,0.5
ALO,PSO,0.5
ALO,ES,0.5
