algo,Evolution_mean,Evolution_p05,Evolution_p95,LocalSearch_mean,LocalSearch_p05,LocalSearch_p95,Random_mean,Random_p05,Random_p95
"GA(pop=100,pc=0.9,pm=0.02)",0.6801656457646793,0.21977794397158787,0.9244642484550926,0.13726715546918647,0.015038632915862216,0.35847286211897716,0.18256719876539967,0.00576788820691373,0.6965083771479412
"GA(pop=50,pc=0.9,pm=0.02)",0.940138773156922,0.8379456342534842,0.9876089569099569,0.05796960798070203,0.0065492663661381595,0.16187905326988994,0.0018916188614363906,0.0001925180703905029,0.006589631115592433
"GA(pop=50,pc=0.9,pm=0.05)",0.695705401674544,0.22506608584676854,0.9414215486986531,0.11459842409397743,0.012986263742334952,0.30561267329655667,0.189696174230728,0.005398852864819239,0.7010792846631668
HC(flips=1),0.057509797636154714,0.006568048683453493,0.16177976894716808,0.9314472616374799,0.8322063653095547,0.9846506596711114,0.011042940725434313,0.0012558646364182677,0.029249461277155598
HC(flips=2),0.15225776877252722,0.011582125739381272,0.4254027742505877,0.02397527747327432,0.0024256533406565328,0.08432624829675052,0.8237669537533711,0.5541818447135209,0.9727930277318656
RS_BIN,0.001912827989101659,0.00023008735324306172,0.006576431428637945,0.011552124701161135,0.0014944955344451086,0.02930353025363696,0.9865350473087494,0.9571899732152197,0.9981344342008819
"SA(T0=1.0,alpha=0.995,flips=1)",0.057509797636154714,0.006568048683453493,0.16177976894716808,0.9314472616374799,0.8322063653095547,0.9846506596711114,0.011042940725434313,0.0012558646364182677,0.029249461277155598
"SA(T0=2.0,alpha=0.99,flips=1)",0.057509797636154714,0.006568048683453493,0.16177976894716808,0.9314472616374799,0.8322063653095547,0.9846506596711114,0.011042940725434313,0.0012558646364182677,0.029249461277155598
"SA(T0=2.0,alpha=0.995,flips=2)",0.1023471101390942,0.0039914594058205535,0.3175853666117365,0.01929740796936048,0.0022353720353941284,0.062244426368574364,0.878355481890666,0.6754314672174303,0.9823270580053031
