algo,Evolution_mean,Evolution_p05,Evolution_p95,LocalSearch_mean,LocalSearch_p05,LocalSearch_p95,Random_mean,Random_p05,Random_p95
"GA(pop=100,pc=0.9,pm=0.02)",0.24523074905763056,0.11593408974119525,0.3758993798619329,0.0023195553840125996,0.0006675584388198891,0.0054445613648711495,0.752449695557605,0.6194878348949662,0.8828780640900965
"GA(pop=50,pc=0.9,pm=0.02)",0.7533234881706101,0.6188837969320166,0.8779623148890445,0.01131463207115342,0.0013370517491480085,0.035354302855168114,0.2353618797574824,0.10588833968911539,0.37185026992641584
"GA(pop=50,pc=0.9,pm=0.05)",0.556780954206904,0.41309115654444734,0.7286313220850923,0.011744568088150997,0.0024410322066771703,0.031229683164399214,0.4314744777043609,0.25524806153341517,0.577562199401981
HC(flips=1),0.15891245539884902,0.08915808826425947,0.2567193739196209,0.5230072642871573,0.2286800516332266,0.7455736457996458,0.31808028031341845,0.13402977263608998,0.5805133420757888
HC(flips=2),0.014489015586709777,0.0018613369454237283,0.04544215484283933,0.9830143248537102,0.9500942052590761,0.9971827431397124,0.0024966595585966035,0.000602719919911669,0.0066040131179193814
RS_BIN,0.237343490143532,0.10763076896796796,0.3740315923199755,0.0018457449701620831,0.0004988888551488514,0.0044773120359011724,0.7608107648855453,0.6213650422054496,0.891613810998848
"SA(T0=1.0,alpha=0.995,flips=1)",0.1759747746689919,0.09008642350537287,0.29825523759755607,0.500793517617566,0.16093665184694053,0.7554885093673258,0.3232317077128675,0.1208450496586273,0.6383570460132362
"SA(T0=2.0,alpha=0.99,flips=1)",0.17407888829167115,0.08967207676727047,0.29355246666252754,0.5030906546860617,0.16802567170467264,0.7536319417067299,0.3228304570216924,0.12165791561275843,0.6353973133443183
"SA(T0=2.0,alpha=0.995,flips=2)",0.04146855909912644,0.0045319401736522505,0.13457059554347314,0.9443910196861877,0.8256364970947669,0.9927544975660064,0.014140421213741872,0.0013977317676621547,0.045994337123744795
