algo,nn1,d1,nn2,d2,nn3,d3
"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",0.03269872058260681,"GA(pop=50,pc=0.9,pm=0.02)",0.40027742457297644,HC(flips=2),0.6449874045205128
"GA(pop=50,pc=0.9,pm=0.02)","GA(pop=100,pc=0.9,pm=0.02)",0.40027742457297644,"GA(pop=50,pc=0.9,pm=0.05)",0.4785687774324213,HC(flips=1),0.6348285841540589
"GA(pop=50,pc=0.9,pm=0.05)","GA(pop=100,pc=0.9,pm=0.02)",0.03269872058260681,"GA(pop=50,pc=0.9,pm=0.02)",0.4785687774324213,HC(flips=2),0.731125878832258
HC(flips=1),"SA(T0=1.0,alpha=0.995,flips=1)",1.3022916078853086e-13,"SA(T0=2.0,alpha=0.99,flips=1)",1.3022916078853086e-13,"GA(pop=50,pc=0.9,pm=0.02)",0.6348285841540589
HC(flips=2),"SA(T0=2.0,alpha=0.995,flips=2)",0.07773421424887861,RS_BIN,0.46348080625488286,"GA(pop=100,pc=0.9,pm=0.02)",0.6449874045205128
RS_BIN,"SA(T0=2.0,alpha=0.995,flips=2)",0.38713689856699796,HC(flips=2),0.46348080625488286,"GA(pop=100,pc=0.9,pm=0.02)",0.8424362333290578
"SA(T0=1.0,alpha=0.995,flips=1)",HC(flips=1),1.3022916078853086e-13,"SA(T0=2.0,alpha=0.99,flips=1)",1.3034018309099338e-13,"GA(pop=50,pc=0.9,pm=0.02)",0.6348285841540589
"SA(T0=2.0,alpha=0.99,flips=1)",HC(flips=1),1.3022916078853086e-13,"SA(T0=1.0,alpha=0.995,flips=1)",1.3034018309099338e-13,"GA(pop=50,pc=0.9,pm=0.02)",0.6348285841540589
"SA(T0=2.0,alpha=0.995,flips=2)",HC(flips=2),0.07773421424887861,RS_BIN,0.38713689856699796,"GA(pop=100,pc=0.9,pm=0.02)",0.7336424599444289
