algo,nn1,d1,nn2,d2,nn3,d3
"DE(pop=20,F=0.8,CR=0.9)",RS_CONT,0.057965731058304715,"DE(pop=40,F=0.8,CR=0.9)",0.06518638721366277,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.38757757935880344
"DE(pop=40,F=0.8,CR=0.9)",RS_CONT,0.010740564387318519,"DE(pop=20,F=0.8,CR=0.9)",0.06518638721366277,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.44444079784492385
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.24943611959948875,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.3404188512808217,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.205973941336787
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","DE(pop=20,F=0.8,CR=0.9)",0.38757757935880344,RS_CONT,0.4382347068720396,"DE(pop=40,F=0.8,CR=0.9)",0.44444079784492385
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.16688750184287782,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.3404188512808217,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.7813406050589766
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.16688750184287782,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.24943611959948875,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.6448513580481565
RS_CONT,"DE(pop=40,F=0.8,CR=0.9)",0.010740564387318519,"DE(pop=20,F=0.8,CR=0.9)",0.057965731058304715,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.4382347068720396
