algo,nn1,d1,nn2,d2,nn3,d3
"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)",0.0669856409189411,RS_CONT,0.0669856409189411,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.2317049980160456
"DE(pop=40,F=0.8,CR=0.9)",RS_CONT,2.881028748902281e-13,"DE(pop=20,F=0.8,CR=0.9)",0.0669856409189411,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.13844124790805457
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.18703862658412373,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.7336402767659793,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.7014539546911527
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","DE(pop=40,F=0.8,CR=0.9)",0.13844124790805457,RS_CONT,0.13844124790805468,"DE(pop=20,F=0.8,CR=0.9)",0.2317049980160456
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.18703862658412373,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.597878398326657,"DE(pop=20,F=0.8,CR=0.9)",1.8651397485951362
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.597878398326657,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.7336402767659793,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.3714350375721622
RS_CONT,"DE(pop=40,F=0.8,CR=0.9)",2.881028748902281e-13,"DE(pop=20,F=0.8,CR=0.9)",0.0669856409189411,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.13844124790805468
