algo,PSO_global_mean,PSO_global_p05,PSO_global_p95,PSO_local_mean,PSO_local_p05,PSO_local_p95,Evolution_mean,Evolution_p05,Evolution_p95,Random_mean,Random_p05,Random_p95
"DE(pop=20,F=0.8,CR=0.9)",3.611946907767214e-05,3.611946907767214e-05,3.611946907767214e-05,0.004701146589111977,0.004701146589111977,0.004701146589111977,0.5572630879171481,0.5572630879171481,0.5572630879171481,0.43799964602410496,0.43799964602410496,0.43799964602410496
"DE(pop=40,F=0.8,CR=0.9)",2.722713774512528e-05,2.722713774512528e-05,2.722713774512528e-05,0.003732881017044482,0.003732881017044482,0.003732881017044482,0.47937442686302295,0.47937442686302295,0.47937442686302295,0.5168654649816705,0.5168654649816705,0.5168654649816705
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.89685161625828,0.89685161625828,0.89685161625828,0.10265993074212536,0.10265993074212536,0.10265993074212536,0.0002662708204674399,0.0002662708204674399,0.0002662708204674399,0.00022218217823031855,0.00022218217823031855,0.00022218217823031855
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",7.04725502305098e-05,7.04725502305098e-05,7.04725502305098e-05,0.05919680205912001,0.05919680205912001,0.05919680205912001,0.4350879646932439,0.4350879646932439,0.4350879646932439,0.5056447606968999,0.5056447606968999,0.5056447606968999
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.9972459849616738,0.9972459849616738,0.9972459849616738,0.002619032822374778,0.002619032822374778,0.002619032822374778,7.292734303423943e-05,7.292734303423943e-05,7.292734303423943e-05,6.205487191979536e-05,6.205487191979536e-05,6.205487191979536e-05
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.9733863093978354,0.9733863093978354,0.9733863093978354,0.021187430660023578,0.021187430660023578,0.021187430660023578,0.0018800065134153502,0.0018800065134153502,0.0018800065134153502,0.0035462534277522035,0.0035462534277522035,0.0035462534277522035
RS_CONT,2.722713774512528e-05,2.722713774512528e-05,2.722713774512528e-05,0.003732881017044482,0.003732881017044482,0.003732881017044482,0.47937442686302295,0.47937442686302295,0.47937442686302295,0.5168654649816705,0.5168654649816705,0.5168654649816705
