algo,nn1,d1,nn2,d2,nn3,d3
"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",0.03909861860010633,"GA(pop=50,pc=0.9,pm=0.02)",0.6748902316154284,HC(flips=2),0.8916579139354601
"GA(pop=50,pc=0.9,pm=0.02)","GA(pop=100,pc=0.9,pm=0.02)",0.6748902316154284,"GA(pop=50,pc=0.9,pm=0.05)",0.7068973083528519,HC(flips=2),0.8348515446773875
"GA(pop=50,pc=0.9,pm=0.05)","GA(pop=100,pc=0.9,pm=0.02)",0.03909861860010633,"GA(pop=50,pc=0.9,pm=0.02)",0.7068973083528519,HC(flips=2),0.8727965729873972
HC(flips=1),"SA(T0=1.0,alpha=0.995,flips=1)",1.8707257964933888e-13,"SA(T0=2.0,alpha=0.99,flips=1)",1.8707257964933888e-13,"GA(pop=50,pc=0.9,pm=0.02)",1.2157024454877272
HC(flips=2),"SA(T0=2.0,alpha=0.995,flips=2)",0.032663200831678285,RS_BIN,0.5710416139047534,"GA(pop=50,pc=0.9,pm=0.02)",0.8348515446773875
RS_BIN,"SA(T0=2.0,alpha=0.995,flips=2)",0.5128280741293378,HC(flips=2),0.5710416139047534,"GA(pop=50,pc=0.9,pm=0.05)",1.1116518680303034
"SA(T0=1.0,alpha=0.995,flips=1)",HC(flips=1),1.8707257964933888e-13,"SA(T0=2.0,alpha=0.99,flips=1)",1.8707257964933888e-13,"GA(pop=50,pc=0.9,pm=0.02)",1.2157024454877272
"SA(T0=2.0,alpha=0.99,flips=1)",HC(flips=1),1.8707257964933888e-13,"SA(T0=1.0,alpha=0.995,flips=1)",1.8707257964933888e-13,"GA(pop=50,pc=0.9,pm=0.02)",1.2157024454877272
"SA(T0=2.0,alpha=0.995,flips=2)",HC(flips=2),0.032663200831678285,RS_BIN,0.5128280741293378,"GA(pop=50,pc=0.9,pm=0.02)",0.8594801003438448
