algo,LocalSearch_mean,LocalSearch_p05,LocalSearch_p95,Evolution_mean,Evolution_p05,Evolution_p95,Random_mean,Random_p05,Random_p95
"GA(pop=100,pc=0.9,pm=0.02)",3.0477216981881305e-05,3.0477216981881305e-05,3.0477216981881305e-05,0.4368707650723912,0.4368707650723912,0.4368707650723912,0.5630987577100638,0.5630987577100638,0.5630987577100638
"GA(pop=50,pc=0.9,pm=0.02)",8.151239180104788e-05,8.151239180104788e-05,8.151239180104788e-05,0.6882235119615935,0.6882235119615935,0.6882235119615935,0.311694975645917,0.311694975645917,0.311694975645917
"GA(pop=50,pc=0.9,pm=0.05)",4.5905331889973446e-05,4.5905331889973446e-05,4.5905331889973446e-05,0.6490225101515608,0.6490225101515608,0.6490225101515608,0.35093158451590006,0.35093158451590006,0.35093158451590006
HC(flips=1),0.9989265392235437,0.9989265392235437,0.9989265392235437,0.0003472684232674741,0.0003472684232674741,0.0003472684232674741,0.0007261923521899489,0.0007261923521899489,0.0007261923521899489
HC(flips=2),0.6111628189015829,0.6111628189015829,0.6111628189015829,0.28603626231665114,0.28603626231665114,0.28603626231665114,0.10280091878115478,0.10280091878115478,0.10280091878115478
RS_BIN,3.129345929003406e-05,3.129345929003406e-05,3.129345929003406e-05,0.41649557374772683,0.41649557374772683,0.41649557374772683,0.5834731327923998,0.5834731327923998,0.5834731327923998
"SA(T0=1.0,alpha=0.995,flips=1)",0.9988505833073507,0.9988505833073507,0.9988505833073507,0.00038051673693471514,0.00038051673693471514,0.00038051673693471514,0.0007688999547157394,0.0007688999547157394,0.0007688999547157394
"SA(T0=2.0,alpha=0.99,flips=1)",0.9988692194242293,0.9988692194242293,0.9988692194242293,0.00037333366078071535,0.00037333366078071535,0.00037333366078071535,0.0007574469139909414,0.0007574469139909414,0.0007574469139909414
"SA(T0=2.0,alpha=0.995,flips=2)",0.14097213476171847,0.14097213476171847,0.14097213476171847,0.6120269391513328,0.6120269391513328,0.6120269391513328,0.24700092608633661,0.24700092608633661,0.24700092608633661
