algo,nn1,d1,nn2,d2,nn3,d3
"DE(pop=20,F=0.8,CR=0.9)",RS_CONT,0.057965731058304715,"DE(pop=40,F=0.8,CR=0.9)",0.06518638721366288,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.3875775793588032
"DE(pop=40,F=0.8,CR=0.9)",RS_CONT,0.01074056438731863,"DE(pop=20,F=0.8,CR=0.9)",0.06518638721366288,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.44444079784492385
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.24943611959948897,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.34041885128082194,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.205973941336787
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","DE(pop=20,F=0.8,CR=0.9)",0.3875775793588032,RS_CONT,0.43823470687203936,"DE(pop=40,F=0.8,CR=0.9)",0.44444079784492385
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.16688750184287782,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.34041885128082194,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.7813406050589768
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.16688750184287782,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.24943611959948897,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.6448513580481567
RS_CONT,"DE(pop=40,F=0.8,CR=0.9)",0.01074056438731863,"DE(pop=20,F=0.8,CR=0.9)",0.057965731058304715,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.43823470687203936
