algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.10818796335957992
"DE(pop=20,F=0.8,CR=0.9)",2,"DE(pop=40,F=0.8,CR=0.9)",0.41350047802347467
"DE(pop=40,F=0.8,CR=0.9)",1,RS_CONT,0.07143917428324498
"DE(pop=40,F=0.8,CR=0.9)",2,"ES_ML(mu=10,lam=40,sigma=0.3)",0.17761973643060824
"ES_ML(mu=10,lam=40,sigma=0.3)",1,"ES_ML(mu=20,lam=80,sigma=0.2)",0.008609907245251791
"ES_ML(mu=10,lam=40,sigma=0.3)",2,RS_CONT,0.06905620056462192
"ES_ML(mu=20,lam=80,sigma=0.2)",1,"ES_ML(mu=10,lam=40,sigma=0.3)",0.008609907245251791
"ES_ML(mu=20,lam=80,sigma=0.2)",2,RS_CONT,0.07026040913913023
HC_CONT(sigma=0.2),1,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",0.00012077577330305012
HC_CONT(sigma=0.2),2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.07840182040422194
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.0743290031778373
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.10811358790057213
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.10818796335957992
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.3586960415446747
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.016588877461617413
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,HC_CONT(sigma=0.2),0.07840182040422194
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.016588877461617413
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.0743290031778373
RS_CONT,1,"ES_ML(mu=10,lam=40,sigma=0.3)",0.06905620056462192
RS_CONT,2,"ES_ML(mu=20,lam=80,sigma=0.2)",0.07026040913913023
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1,HC_CONT(sigma=0.2),0.00012077577330305012
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.07851026656866655
