,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)",TABU(tenure=12),TABU(tenure=7),"UMDA(pop=100,elite=0.2)","UMDA(pop=50,elite=0.2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,4.440892098500626e-16,4.440892098500626e-16,0.37485197045954954,0.04253065775294529,4.440892098500626e-16,0.19234485050609584,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,4.440892098500626e-16,4.440892098500626e-16
"GA(pop=50,pc=0.9,pm=0.02)",4.440892098500626e-16,0.0,1.1102230246251565e-16,0.37485197045954954,0.04253065775294529,4.440892098500626e-16,0.19234485050609584,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,4.440892098500626e-16,4.440892098500626e-16
"GA(pop=50,pc=0.9,pm=0.05)",4.440892098500626e-16,1.1102230246251565e-16,0.0,0.37485197045955,0.04253065775294529,4.440892098500626e-16,0.19234485050609584,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,4.440892098500626e-16,4.440892098500626e-16
HC(flips=1),0.37485197045954954,0.37485197045954954,0.37485197045955,0.0,0.3656130565303878,0.37485197045954954,0.04131501475776722,0.04433969615342126,0.4008291594005452,1.6134295532831122,1.6201312286156533,0.37485197045954954,0.37485197045954954
HC(flips=2),0.04253065775294529,0.04253065775294529,0.04253065775294529,0.3656130565303878,0.0,0.04253065775294507,0.20770098547177152,0.19477301812700054,0.038522795816794075,1.9470588318386866,1.9544961543562267,0.04253065775294529,0.04253065775294529
RS_BIN,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.37485197045954954,0.04253065775294507,0.0,0.1923448505060955,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,4.440892098500626e-16,4.440892098500626e-16
"SA(T0=1.0,alpha=0.995,flips=1)",0.19234485050609584,0.19234485050609584,0.19234485050609584,0.04131501475776722,0.20770098547177152,0.1923448505060955,0.0,0.004973650093653803,0.21544995346196605,1.7956463449293498,1.8031303221737938,0.19234485050609584,0.19234485050609584
"SA(T0=2.0,alpha=0.99,flips=1)",0.1836709466328983,0.1836709466328983,0.1836709466328983,0.04433969615342126,0.19477301812700054,0.1836709466328983,0.004973650093653803,0.0,0.20657867091500814,1.8043246793273786,1.81183899986546,0.1836709466328983,0.1836709466328983
"SA(T0=2.0,alpha=0.995,flips=2)",0.010612005526901003,0.010612005526901003,0.010612005526901003,0.4008291594005452,0.038522795816794075,0.010612005526901003,0.21544995346196605,0.20657867091500814,0.0,1.979708092967938,1.9869891746077721,0.010612005526901003,0.010612005526901003
TABU(tenure=12),1.990519655738232,1.990519655738232,1.990519655738232,1.6134295532831122,1.9470588318386866,1.990519655738232,1.7956463449293498,1.8043246793273786,1.979708092967938,0.0,0.011750275063684201,1.990519655738232,1.990519655738232
TABU(tenure=7),1.997765049759082,1.997765049759082,1.997765049759082,1.6201312286156533,1.9544961543562267,1.997765049759082,1.8031303221737938,1.81183899986546,1.9869891746077721,0.011750275063684201,0.0,1.997765049759082,1.997765049759082
"UMDA(pop=100,elite=0.2)",4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.37485197045954954,0.04253065775294529,4.440892098500626e-16,0.19234485050609584,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,0.0,4.440892098500626e-16
"UMDA(pop=50,elite=0.2)",4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.37485197045954954,0.04253065775294529,4.440892098500626e-16,0.19234485050609584,0.1836709466328983,0.010612005526901003,1.990519655738232,1.997765049759082,4.440892098500626e-16,0.0
