algo_variant,rank,neighbor,distance
"GA(pop=100,pc=0.9,pm=0.02)",1,"GA(pop=50,pc=0.9,pm=0.02)",1.1102230246251565e-16
"GA(pop=100,pc=0.9,pm=0.02)",2,"GA(pop=50,pc=0.9,pm=0.05)",1.1102230246251565e-16
"GA(pop=50,pc=0.9,pm=0.02)",1,"GA(pop=50,pc=0.9,pm=0.05)",0.0
"GA(pop=50,pc=0.9,pm=0.02)",2,"GA(pop=100,pc=0.9,pm=0.02)",1.1102230246251565e-16
"GA(pop=50,pc=0.9,pm=0.05)",1,"GA(pop=50,pc=0.9,pm=0.02)",0.0
"GA(pop=50,pc=0.9,pm=0.05)",2,"GA(pop=100,pc=0.9,pm=0.02)",1.1102230246251565e-16
HC(flips=1),1,TABU(tenure=7),0.18820207825912827
HC(flips=1),2,TABU(tenure=12),0.18920701705609644
HC(flips=2),1,"UMDA(pop=50,elite=0.2)",0.0099706909065016
HC(flips=2),2,"SA(T0=2.0,alpha=0.995,flips=2)",0.03275478592334147
RS_BIN,1,"GA(pop=100,pc=0.9,pm=0.02)",1.1102230246251565e-16
RS_BIN,2,"GA(pop=50,pc=0.9,pm=0.02)",1.1102230246251565e-16
"SA(T0=1.0,alpha=0.995,flips=1)",1,"SA(T0=2.0,alpha=0.99,flips=1)",0.10628011110682722
"SA(T0=1.0,alpha=0.995,flips=1)",2,HC(flips=1),0.40009510394338155
"SA(T0=2.0,alpha=0.99,flips=1)",1,"SA(T0=1.0,alpha=0.995,flips=1)",0.10628011110682722
"SA(T0=2.0,alpha=0.99,flips=1)",2,HC(flips=2),0.3739837172298127
"SA(T0=2.0,alpha=0.995,flips=2)",1,"UMDA(pop=50,elite=0.2)",0.02436902829702059
"SA(T0=2.0,alpha=0.995,flips=2)",2,HC(flips=2),0.03275478592334147
TABU(tenure=12),1,TABU(tenure=7),6.856325215098824e-05
TABU(tenure=12),2,HC(flips=1),0.18920701705609644
TABU(tenure=7),1,TABU(tenure=12),6.856325215098824e-05
TABU(tenure=7),2,HC(flips=1),0.18820207825912827
"UMDA(pop=100,elite=0.2)",1,"GA(pop=100,pc=0.9,pm=0.02)",0.0016528833933830978
"UMDA(pop=100,elite=0.2)",2,"GA(pop=50,pc=0.9,pm=0.02)",0.0016528833933830978
"UMDA(pop=50,elite=0.2)",1,HC(flips=2),0.0099706909065016
"UMDA(pop=50,elite=0.2)",2,"SA(T0=2.0,alpha=0.995,flips=2)",0.02436902829702059
