domain,budget,view,algo_variant,anchor_mode,value_col,rel_norm,value_transform,instance_weighting,metric,tau,n_boot,anchors_json,Evolution_mean,Evolution_p05,Evolution_p95,PSO_global_mean,PSO_global_p05,PSO_global_p95,PSO_local_mean,PSO_local_p05,PSO_local_p95,Random_mean,Random_p05,Random_p95
cont,800,ABS,"DE(pop=20,F=0.8,CR=0.9)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.26632990282610086,0.2651114951268357,0.26745568248876206,0.2649930142067692,0.2636150445557586,0.26615639930048984,0.26481901951989906,0.26241011182878204,0.2665842087285957,0.20385806344723068,0.19988829193714844,0.20850270316755137
cont,800,ABS,"DE(pop=40,F=0.8,CR=0.9)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2594680993665151,0.25539950152491053,0.26265780592062155,0.2573053893925605,0.25405267089409295,0.26006206486635475,0.25358816959552455,0.2457385808738748,0.2598315886993393,0.22963834164539987,0.21783380126025403,0.24384469447612878
cont,800,ABS,"ES_ML(mu=10,lam=40,sigma=0.3)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2381602665644537,0.2352548003224502,0.2412822067060316,0.23612666231120336,0.23386040682349474,0.23860587227063082,0.23329874161005063,0.23037363732728022,0.23679657133836476,0.2924143295142922,0.2853107552249508,0.29866930709163036
cont,800,ABS,"ES_ML(mu=20,lam=80,sigma=0.2)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2317374364736859,0.23041779601602938,0.23329467523730635,0.23032361848884345,0.22908083125216452,0.23213915780051914,0.22890944452000275,0.2276380915475771,0.2300495809549872,0.3090295005174678,0.30656979175022764,0.3115019824994214
cont,800,ABS,HC_CONT(sigma=0.2),rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2647406605300867,0.26278534520476926,0.2662591391452278,0.2626839560750131,0.25932355519689665,0.26506587927236386,0.2651027496102702,0.2619713372616164,0.26761469199506627,0.2074726337846301,0.20230012575740056,0.21524139263518172
cont,800,ABS,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.266040579535405,0.26456098039073916,0.2671251964945669,0.2660685944489769,0.26455674138922014,0.26713815875892627,0.26756036509093023,0.2662939129416441,0.2686722180984736,0.2003304609246877,0.1977214945798098,0.20324938611192606
cont,800,ABS,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2646423531481764,0.26310586650587353,0.2662395473575989,0.2646519973415924,0.2633241034669669,0.26602048911848414,0.26220625370780476,0.25799577438464677,0.26539315400281277,0.20849939580242643,0.2028228048129704,0.21519888949412747
cont,800,ABS,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2653521632363774,0.26396636662864675,0.2665104200544595,0.26669082704206526,0.2654977755206458,0.2677416503474629,0.2652066312881407,0.2623945677088004,0.2669976151754998,0.2027503784334168,0.19885557316314723,0.20737737648683852
cont,800,ABS,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2660124043531308,0.2643810143459338,0.26717136980218115,0.2660221892332163,0.26461272046487283,0.2670832868913464,0.2668839459375126,0.26572414950192347,0.2679120222362074,0.20108146047614034,0.19800605833649929,0.20471698102765173
cont,800,ABS,RS_CONT,rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,200,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.23375404549501536,0.23134498219120805,0.2367628609290997,0.2321699459213185,0.22973776774471769,0.2355998135107884,0.22866086635139737,0.22672935114731205,0.23062327170049784,0.3054151422322688,0.3005545081728421,0.30971735166093195
