,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)",TABU(tenure=12),TABU(tenure=7),"UMDA(pop=100,elite=0.2)","UMDA(pop=50,elite=0.2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,0.016359720858453608,0.001015592829441192,1.2295386732755118,0.6350070874236604,0.00021312357489211564,1.2295386732755118,1.2298527104222479,0.6288071807032057,1.9852762725382145,1.9869431692658082,0.5565007584836091,0.7241628633135309
"GA(pop=50,pc=0.9,pm=0.02)",0.016359720858453608,0.0,0.014563281780064719,1.1219395320981758,0.5420883207643754,0.016818188570196013,1.1219395320981758,1.1222593781650045,0.5364807976908494,1.9629233174311294,1.9677527834101531,0.4640232281534753,0.6260124679732615
"GA(pop=50,pc=0.9,pm=0.05)",0.001015592829441192,0.014563281780064719,0.0,1.2214082048368342,0.627468471929026,0.000769656093415505,1.221408204836834,1.2217229253172512,0.6214053883937658,1.9842797513536463,1.9861921216867051,0.5490665833026823,0.715760079322177
HC(flips=1),1.2295386732755118,1.1219395320981758,1.2214082048368342,0.0,0.18610941842541662,1.2320594871938875,2.220446049250313e-16,2.8534529722734625e-05,0.19053927616924926,0.7181435143574515,0.7469012591874742,0.23699837368525267,0.13944499254594556
HC(flips=2),0.6350070874236604,0.5420883207643754,0.627468471929026,0.18610941842541662,0.0,0.6373986446102566,0.18610941842541662,0.18604890205328095,0.0003362351884974579,1.3257834201199403,1.3547603078129806,0.006940604955456897,0.00825550349204851
RS_BIN,0.00021312357489211564,0.016818188570196013,0.000769656093415505,1.2320594871938875,0.6373986446102566,0.0,1.2320594871938875,1.23237323295012,0.631240487232025,1.985466047656009,1.987052444842005,0.5591743268676548,0.7268886505537948
"SA(T0=1.0,alpha=0.995,flips=1)",1.2295386732755118,1.1219395320981758,1.221408204836834,2.220446049250313e-16,0.18610941842541662,1.2320594871938875,0.0,2.853452972251258e-05,0.19053927616924926,0.7181435143574515,0.7469012591874742,0.23699837368525267,0.13944499254594556
"SA(T0=2.0,alpha=0.99,flips=1)",1.2298527104222479,1.1222593781650045,1.2217229253172512,2.8534529722734625e-05,0.18604890205328095,1.23237323295012,2.853452972251258e-05,0.0,0.19044581006436578,0.7181395603126055,0.7468922114033621,0.2369516902634088,0.13936912786009636
"SA(T0=2.0,alpha=0.995,flips=2)",0.6288071807032057,0.5364807976908494,0.6214053883937658,0.19053927616924926,0.0003362351884974579,0.631240487232025,0.19053927616924926,0.19044581006436578,0.0,1.3327013896004654,1.36165534861973,0.006172160988119124,0.008613694600677957
TABU(tenure=12),1.9852762725382145,1.9629233174311294,1.9842797513536463,0.7181435143574515,1.3257834201199403,1.985466047656009,0.7181435143574515,0.7181395603126055,1.3327013896004654,0.0,0.0018291650706503404,1.3995600531261965,1.2360321953909383
TABU(tenure=7),1.9869431692658082,1.9677527834101531,1.9861921216867051,0.7469012591874742,1.3547603078129806,1.987052444842005,0.7469012591874742,0.7468922114033621,1.36165534861973,0.0018291650706503404,0.0,1.4275096083936334,1.2657212252239014
"UMDA(pop=100,elite=0.2)",0.5565007584836091,0.4640232281534753,0.5490665833026823,0.23699837368525267,0.006940604955456897,0.5591743268676548,0.23699837368525267,0.2369516902634088,0.006172160988119124,1.3995600531261965,1.4275096083936334,0.0,0.022454591003437274
"UMDA(pop=50,elite=0.2)",0.7241628633135309,0.6260124679732615,0.715760079322177,0.13944499254594556,0.00825550349204851,0.7268886505537948,0.13944499254594556,0.13936912786009636,0.008613694600677957,1.2360321953909383,1.2657212252239014,0.022454591003437274,0.0
