algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.5652095608758974
"DE(pop=20,F=0.8,CR=0.9)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.7269167127396279
"DE(pop=40,F=0.8,CR=0.9)",1,"ES_ML(mu=10,lam=40,sigma=0.3)",0.2646059602813128
"DE(pop=40,F=0.8,CR=0.9)",2,"ES_ML(mu=20,lam=80,sigma=0.2)",0.264605960281313
"ES_ML(mu=10,lam=40,sigma=0.3)",1,RS_CONT,1.1102230246251565e-16
"ES_ML(mu=10,lam=40,sigma=0.3)",2,"ES_ML(mu=20,lam=80,sigma=0.2)",3.3306690738754696e-16
"ES_ML(mu=20,lam=80,sigma=0.2)",1,RS_CONT,1.1102230246251565e-16
"ES_ML(mu=20,lam=80,sigma=0.2)",2,"ES_ML(mu=10,lam=40,sigma=0.3)",3.3306690738754696e-16
HC_CONT(sigma=0.2),1,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",3.3306690738754696e-16
HC_CONT(sigma=0.2),2,"ES_ML(mu=10,lam=40,sigma=0.3)",0.22735497598127263
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.176137454011131
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.21320937484452052
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.5652095608758974
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.5744998789704832
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.176137454011131
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.18337305364635514
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.18337305364635514
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.21320937484452052
RS_CONT,1,"ES_ML(mu=10,lam=40,sigma=0.3)",1.1102230246251565e-16
RS_CONT,2,"ES_ML(mu=20,lam=80,sigma=0.2)",1.1102230246251565e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1,HC_CONT(sigma=0.2),3.3306690738754696e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",2,"ES_ML(mu=10,lam=40,sigma=0.3)",0.22735497598127263
