,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","ES_ML(mu=10,lam=40,sigma=0.3)","ES_ML(mu=20,lam=80,sigma=0.2)",HC_CONT(sigma=0.2),"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)"
"DE(pop=20,F=0.8,CR=0.9)",0.0,0.7575421554025643,1.1702915796904034,1.1702915796904034,1.2893140045378861,0.9021580045616764,0.5652095608758974,0.7269167127396279,1.0169404545292808,1.1702915796904034,1.2893140045378861
"DE(pop=40,F=0.8,CR=0.9)",0.7575421554025643,0.0,0.2646059602813128,0.264605960281313,0.6190558538755813,1.6748333679812397,0.6667959223720381,1.4441426436547882,1.5850157998075485,0.264605960281313,0.6190558538755813
"ES_ML(mu=10,lam=40,sigma=0.3)",1.1702915796904034,0.2646059602813128,0.0,3.3306690738754696e-16,0.22735497598127263,1.9253218456677477,0.9983851733778167,1.8201316674981578,1.8209904096914173,1.1102230246251565e-16,0.22735497598127263
"ES_ML(mu=20,lam=80,sigma=0.2)",1.1702915796904034,0.264605960281313,3.3306690738754696e-16,0.0,0.22735497598127263,1.9253218456677477,0.9983851733778167,1.8201316674981578,1.8209904096914173,1.1102230246251565e-16,0.22735497598127263
HC_CONT(sigma=0.2),1.2893140045378861,0.6190558538755813,0.22735497598127263,0.22735497598127263,0.0,1.8020097114310938,1.487390277740454,1.9888613024990311,1.7903041295441984,0.22735497598127263,3.3306690738754696e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.9021580045616764,1.6748333679812397,1.9253218456677477,1.9253218456677477,1.8020097114310938,0.0,0.9994460854685591,0.176137454011131,0.21320937484452052,1.9253218456677477,1.8020097114310938
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.5652095608758974,0.6667959223720381,0.9983851733778167,0.9983851733778167,1.487390277740454,0.9994460854685591,0.0,0.5744998789704832,0.9040814001044231,0.9983851733778167,1.487390277740454
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.7269167127396279,1.4441426436547882,1.8201316674981578,1.8201316674981578,1.9888613024990311,0.176137454011131,0.5744998789704832,0.0,0.18337305364635514,1.8201316674981578,1.9888613024990311
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1.0169404545292808,1.5850157998075485,1.8209904096914173,1.8209904096914173,1.7903041295441984,0.21320937484452052,0.9040814001044231,0.18337305364635514,0.0,1.8209904096914173,1.7903041295441984
RS_CONT,1.1702915796904034,0.264605960281313,1.1102230246251565e-16,1.1102230246251565e-16,0.22735497598127263,1.9253218456677477,0.9983851733778167,1.8201316674981578,1.8209904096914173,0.0,0.22735497598127263
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1.2893140045378861,0.6190558538755813,0.22735497598127263,0.22735497598127263,3.3306690738754696e-16,1.8020097114310938,1.487390277740454,1.9888613024990311,1.7903041295441984,0.22735497598127263,0.0
