instance_id,problem,domain,budget,bounds,dim_or_n,algo_variant,algo_base,run_id,seed,best_value,best_eval,target,success
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,5,50090022,301.35878938202495,443,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,6,50090023,241.71876365098117,428,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,7,50090024,247.1614283297337,481,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,8,50090025,274.27751802385865,347,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,9,50090026,209.92495622601587,330,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,10,50090027,251.11576336008653,434,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,11,50090028,303.2785092845357,487,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,12,50090029,248.76794043262709,469,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,13,50090030,297.0889230627158,485,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,14,50090031,255.15864492974777,498,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,15,50090032,290.1121538114818,413,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,16,50090033,254.6028599567104,440,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,17,50090034,220.64391764349494,277,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,18,50090035,251.54744341483718,500,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,19,50090036,249.56865617091833,286,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,20,50090037,251.30828024528608,407,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,21,50090038,251.00928714680865,491,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,22,50090039,218.67550307734484,386,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,23,50090040,223.7370673580042,491,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,24,50090041,259.2926696338097,461,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,25,50090042,346.50880993750786,499,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,26,50090043,191.01462983142417,389,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,27,50090044,238.58186658569113,346,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,28,50090045,208.15655294175684,441,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",PSO_STD,29,50090046,253.5369988840912,371,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,0,50090740,258.3268944682931,267,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,1,50090741,243.09985970037147,398,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,2,50090742,293.8824349220992,484,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,3,50090743,311.6286654029027,187,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,4,50090744,240.54898059427387,447,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,5,50090745,337.5813535874519,379,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,6,50090746,285.7371960385847,320,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,7,50090747,234.80272724014645,369,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,8,50090748,204.28595763425284,129,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,9,50090749,272.66067130499147,467,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,10,50090750,298.71851046760594,496,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,11,50090751,222.10844793299356,330,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,12,50090752,362.10015905771667,472,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,13,50090753,319.86713245981093,439,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,14,50090754,248.55657484028737,487,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,15,50090755,266.74469562789733,468,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,16,50090756,250.03516261130247,367,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,17,50090757,241.310179540413,339,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,18,50090758,229.47436049801985,368,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,19,50090759,316.2655427096524,491,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,20,50090760,223.32164035716457,212,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,21,50090761,241.39023719475458,456,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,22,50090762,253.81541081551697,491,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,23,50090763,347.54465987687206,308,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,24,50090764,308.8410655856701,467,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,25,50090765,313.0592839718316,457,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,26,50090766,202.7055618504587,431,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,27,50090767,292.08701563097503,480,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,28,50090768,243.9990103328298,464,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",PSO_STD,29,50090769,288.6353171112775,462,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,0,50090745,334.6339519610209,245,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,1,50090746,304.88275590587006,494,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,2,50090747,313.4612561540159,353,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,3,50090748,230.8974351614997,451,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,4,50090749,296.64421578062013,437,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,5,50090750,359.74040268897477,483,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,6,50090751,356.5566497453951,451,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,7,50090752,351.7934455841364,410,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,8,50090753,312.44719868797205,419,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,9,50090754,372.5929810913731,466,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,10,50090755,298.04522104581537,433,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,11,50090756,318.3681161234184,497,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,12,50090757,256.51676239560163,486,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,13,50090758,311.61514404432626,478,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,14,50090759,317.6219582441083,356,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,15,50090760,334.3007560199068,446,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,16,50090761,287.5670275173106,230,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,17,50090762,298.4470205421375,434,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,18,50090763,294.15076546619594,466,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,19,50090764,346.0348302547644,429,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,20,50090765,228.3299413261125,468,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,21,50090766,284.499190108718,464,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,22,50090767,407.4095783023924,449,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,23,50090768,315.18151131708356,477,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,24,50090769,265.842875971936,443,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,25,50090770,225.26220530905107,323,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,26,50090771,325.6794378338349,477,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,27,50090772,211.70418755429145,494,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,28,50090773,318.02253272548353,494,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,29,50090774,273.566091450076,427,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,0,50090265,359.9075626576406,490,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,1,50090266,270.80951480915587,493,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,2,50090267,390.43956018473676,316,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,3,50090268,349.0116942173634,446,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,4,50090269,417.1485694846757,414,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,5,50090270,372.3441058520108,369,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,6,50090271,364.14765306872357,447,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,7,50090272,378.29022807698846,494,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,8,50090273,312.3142551161035,456,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,9,50090274,386.28857155146045,438,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,10,50090275,334.34369057810454,239,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,11,50090276,371.87532325465884,348,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,12,50090277,405.9541611311463,425,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,13,50090278,414.4197342135319,383,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,14,50090279,403.0930107147574,117,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,15,50090280,294.17520102067874,413,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,16,50090281,365.0057223623986,408,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,17,50090282,417.2451811335972,498,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,18,50090283,341.97270325318584,336,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,19,50090284,376.0283968809499,285,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,20,50090285,344.7104002948066,344,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,21,50090286,394.39873820595,383,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,22,50090287,344.2426382186511,472,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,23,50090288,424.4200426958347,426,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,24,50090289,336.854181764174,436,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,25,50090290,417.15773843735144,479,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,26,50090291,342.052731912705,453,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,27,50090292,295.4352269839449,359,0.1,0
"CONT::rastrigin::d=20::b=(-10.0,10.0)::seed=612020737",rastrigin,cont,500,"-10.0,10.0",20,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",PSO_RING,28,50090293,369.86438165181926,348,0.1,0
