ts_ms,domain,instance_id,budget,algo,seed,best_value,evals,meta_json
1769284605798,continuous,cont_rosenbrock_d10_0009,10000,RS,4,1626.2724261399908,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284606011,continuous,cont_rosenbrock_d10_0009,10000,HC,0,254.73776208062768,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284606227,continuous,cont_rosenbrock_d10_0009,10000,HC,1,182.81650656147357,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284606434,continuous,cont_rosenbrock_d10_0009,10000,HC,2,151.7683031972835,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284606642,continuous,cont_rosenbrock_d10_0009,10000,HC,3,239.10486884937404,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284606865,continuous,cont_rosenbrock_d10_0009,10000,HC,4,206.22086548889118,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284607104,continuous,cont_rosenbrock_d10_0009,10000,SA,0,24.15465749686658,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284607364,continuous,cont_rosenbrock_d10_0009,10000,SA,1,23.910028854404036,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284607596,continuous,cont_rosenbrock_d10_0009,10000,SA,2,28.229385638913936,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284607867,continuous,cont_rosenbrock_d10_0009,10000,SA,3,138.68586386575757,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284608107,continuous,cont_rosenbrock_d10_0009,10000,SA,4,30.622019895092397,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284608944,continuous,cont_rosenbrock_d10_0009,10000,DE,0,35.958193074818,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284609764,continuous,cont_rosenbrock_d10_0009,10000,DE,1,56.387309137535794,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284610590,continuous,cont_rosenbrock_d10_0009,10000,DE,2,20.9069537744928,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284611482,continuous,cont_rosenbrock_d10_0009,10000,DE,3,14.303297171330716,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284612326,continuous,cont_rosenbrock_d10_0009,10000,DE,4,21.989227991530598,10000,"{""func"": ""rosenbrock"", ""dim"": 10}"
1769284612390,continuous,cont_rastrigin_d10_0010,2000,RS,0,67.55633110171684,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612457,continuous,cont_rastrigin_d10_0010,2000,RS,1,82.22399716718529,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612517,continuous,cont_rastrigin_d10_0010,2000,RS,2,86.57085860174782,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612597,continuous,cont_rastrigin_d10_0010,2000,RS,3,75.58520709566646,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612661,continuous,cont_rastrigin_d10_0010,2000,RS,4,60.30964621983571,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612693,continuous,cont_rastrigin_d10_0010,2000,HC,0,69.51374168884453,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612725,continuous,cont_rastrigin_d10_0010,2000,HC,1,68.21429770862014,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612770,continuous,cont_rastrigin_d10_0010,2000,HC,2,74.31897588590627,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612805,continuous,cont_rastrigin_d10_0010,2000,HC,3,69.24014706149228,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612837,continuous,cont_rastrigin_d10_0010,2000,HC,4,77.08230346523355,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612884,continuous,cont_rastrigin_d10_0010,2000,SA,0,58.11154182656186,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612916,continuous,cont_rastrigin_d10_0010,2000,SA,1,57.67633485515214,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284612963,continuous,cont_rastrigin_d10_0010,2000,SA,2,90.99769140860388,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613011,continuous,cont_rastrigin_d10_0010,2000,SA,3,55.63331558541185,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613043,continuous,cont_rastrigin_d10_0010,2000,SA,4,59.13708165376241,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613210,continuous,cont_rastrigin_d10_0010,2000,DE,0,80.76128321642933,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613344,continuous,cont_rastrigin_d10_0010,2000,DE,1,84.2553758867592,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613503,continuous,cont_rastrigin_d10_0010,2000,DE,2,77.6470731199424,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613647,continuous,cont_rastrigin_d10_0010,2000,DE,3,65.19727351270203,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284613807,continuous,cont_rastrigin_d10_0010,2000,DE,4,76.79346341662801,2000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284614145,continuous,cont_rastrigin_d10_0010,10000,RS,0,68.12103690227435,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284614478,continuous,cont_rastrigin_d10_0010,10000,RS,1,70.81598092032122,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284614808,continuous,cont_rastrigin_d10_0010,10000,RS,2,64.05445865867287,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284615166,continuous,cont_rastrigin_d10_0010,10000,RS,3,62.598817673996734,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284615521,continuous,cont_rastrigin_d10_0010,10000,RS,4,68.19649766852072,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284615696,continuous,cont_rastrigin_d10_0010,10000,HC,0,58.765055752527914,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284615856,continuous,cont_rastrigin_d10_0010,10000,HC,1,57.48803236162054,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616031,continuous,cont_rastrigin_d10_0010,10000,HC,2,64.1381077039306,10001,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616207,continuous,cont_rastrigin_d10_0010,10000,HC,3,48.96753598589275,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616381,continuous,cont_rastrigin_d10_0010,10000,HC,4,57.47020495877585,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616588,continuous,cont_rastrigin_d10_0010,10000,SA,0,43.08243326734895,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616780,continuous,cont_rastrigin_d10_0010,10000,SA,1,30.695749239261346,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284616987,continuous,cont_rastrigin_d10_0010,10000,SA,2,38.28355218174961,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284617195,continuous,cont_rastrigin_d10_0010,10000,SA,3,39.01525141810144,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284617401,continuous,cont_rastrigin_d10_0010,10000,SA,4,32.27676081800794,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284618198,continuous,cont_rastrigin_d10_0010,10000,DE,0,39.694218867727486,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284619038,continuous,cont_rastrigin_d10_0010,10000,DE,1,43.36020712878086,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284619816,continuous,cont_rastrigin_d10_0010,10000,DE,2,66.18778761801767,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284620627,continuous,cont_rastrigin_d10_0010,10000,DE,3,51.73762002879915,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284621392,continuous,cont_rastrigin_d10_0010,10000,DE,4,44.13214293514367,10000,"{""func"": ""rastrigin"", ""dim"": 10}"
1769284621490,continuous,cont_ackley_d10_0011,2000,RS,0,7.146086783950674,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621567,continuous,cont_ackley_d10_0011,2000,RS,1,5.825686328479687,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621646,continuous,cont_ackley_d10_0011,2000,RS,2,6.538675499354561,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621726,continuous,cont_ackley_d10_0011,2000,RS,3,5.1295263667691025,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621822,continuous,cont_ackley_d10_0011,2000,RS,4,6.592653062694659,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621873,continuous,cont_ackley_d10_0011,2000,HC,0,4.038825532600956,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621921,continuous,cont_ackley_d10_0011,2000,HC,1,4.10140775800545,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284621965,continuous,cont_ackley_d10_0011,2000,HC,2,4.2358728537891075,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622012,continuous,cont_ackley_d10_0011,2000,HC,3,4.507009583196577,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622060,continuous,cont_ackley_d10_0011,2000,HC,4,4.164757295336216,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622124,continuous,cont_ackley_d10_0011,2000,SA,0,1.4323575619924012,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622172,continuous,cont_ackley_d10_0011,2000,SA,1,2.1294079126914807,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622237,continuous,cont_ackley_d10_0011,2000,SA,2,1.9401943691821804,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622284,continuous,cont_ackley_d10_0011,2000,SA,3,1.8299968862007856,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622355,continuous,cont_ackley_d10_0011,2000,SA,4,2.1106684679201213,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622522,continuous,cont_ackley_d10_0011,2000,DE,0,4.898163774689284,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622698,continuous,cont_ackley_d10_0011,2000,DE,1,4.514509696233741,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284622858,continuous,cont_ackley_d10_0011,2000,DE,2,5.03768256949391,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284623034,continuous,cont_ackley_d10_0011,2000,DE,3,5.252164279423003,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284623210,continuous,cont_ackley_d10_0011,2000,DE,4,4.0440160187423935,2000,"{""func"": ""ackley"", ""dim"": 10}"
1769284623625,continuous,cont_ackley_d10_0011,10000,RS,0,4.114817247138035,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284624056,continuous,cont_ackley_d10_0011,10000,RS,1,5.367933254750149,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284624468,continuous,cont_ackley_d10_0011,10000,RS,2,5.494871675398038,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284624882,continuous,cont_ackley_d10_0011,10000,RS,3,5.5317021227568866,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284625311,continuous,cont_ackley_d10_0011,10000,RS,4,4.790449748561805,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284625550,continuous,cont_ackley_d10_0011,10000,HC,0,3.1230368653869545,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284625824,continuous,cont_ackley_d10_0011,10000,HC,1,3.1912688209636184,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284626061,continuous,cont_ackley_d10_0011,10000,HC,2,3.233398200106898,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284626307,continuous,cont_ackley_d10_0011,10000,HC,3,2.8350004545768006,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284626555,continuous,cont_ackley_d10_0011,10000,HC,4,3.1014489855914005,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284626826,continuous,cont_ackley_d10_0011,10000,SA,0,0.8854474729362249,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284627098,continuous,cont_ackley_d10_0011,10000,SA,1,1.6305338095996373,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284627385,continuous,cont_ackley_d10_0011,10000,SA,2,1.4807054073106198,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284627703,continuous,cont_ackley_d10_0011,10000,SA,3,1.9482533564597309,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284627972,continuous,cont_ackley_d10_0011,10000,SA,4,1.2967483044677803,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284628877,continuous,cont_ackley_d10_0011,10000,DE,0,0.48513616675060023,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284629740,continuous,cont_ackley_d10_0011,10000,DE,1,1.8820937507003639,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284630613,continuous,cont_ackley_d10_0011,10000,DE,2,0.5398540222641306,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284631489,continuous,cont_ackley_d10_0011,10000,DE,3,0.5092375423836129,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284632350,continuous,cont_ackley_d10_0011,10000,DE,4,1.4457699312524501,10000,"{""func"": ""ackley"", ""dim"": 10}"
1769284632406,continuous,cont_sphere_d20_0012,2000,RS,0,62.02723957068693,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632462,continuous,cont_sphere_d20_0012,2000,RS,1,76.65996263190982,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632510,continuous,cont_sphere_d20_0012,2000,RS,2,51.320185448324416,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632558,continuous,cont_sphere_d20_0012,2000,RS,3,59.05823176754572,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632621,continuous,cont_sphere_d20_0012,2000,RS,4,68.0797387599546,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632637,continuous,cont_sphere_d20_0012,2000,HC,0,20.092728959932277,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632655,continuous,cont_sphere_d20_0012,2000,HC,1,30.127711119926452,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632689,continuous,cont_sphere_d20_0012,2000,HC,2,15.447874746500194,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632700,continuous,cont_sphere_d20_0012,2000,HC,3,5.230028580865891,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632732,continuous,cont_sphere_d20_0012,2000,HC,4,4.229038532557894,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632764,continuous,cont_sphere_d20_0012,2000,SA,0,2.206529884545775,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632780,continuous,cont_sphere_d20_0012,2000,SA,1,2.2848139519089146,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632812,continuous,cont_sphere_d20_0012,2000,SA,2,2.316426638166507,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632844,continuous,cont_sphere_d20_0012,2000,SA,3,2.4934076891204606,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284632876,continuous,cont_sphere_d20_0012,2000,SA,4,2.252361392546708,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633034,continuous,cont_sphere_d20_0012,2000,DE,0,78.44863753960874,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633209,continuous,cont_sphere_d20_0012,2000,DE,1,92.13524657781903,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633384,continuous,cont_sphere_d20_0012,2000,DE,2,69.61321976372281,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633543,continuous,cont_sphere_d20_0012,2000,DE,3,78.48519989677938,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633718,continuous,cont_sphere_d20_0012,2000,DE,4,82.30578046595741,2000,"{""func"": ""sphere"", ""dim"": 20}"
1769284633988,continuous,cont_sphere_d20_0012,10000,RS,0,55.51367835729257,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284634280,continuous,cont_sphere_d20_0012,10000,RS,1,54.34985069434151,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284634550,continuous,cont_sphere_d20_0012,10000,RS,2,50.43510358970502,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284634812,continuous,cont_sphere_d20_0012,10000,RS,3,58.9103582458004,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635066,continuous,cont_sphere_d20_0012,10000,RS,4,57.04385422387995,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635194,continuous,cont_sphere_d20_0012,10000,HC,0,2.2689285819283884,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635306,continuous,cont_sphere_d20_0012,10000,HC,1,4.881289926008757,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635417,continuous,cont_sphere_d20_0012,10000,HC,2,11.619067378361503,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635528,continuous,cont_sphere_d20_0012,10000,HC,3,1.335585151612337,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635640,continuous,cont_sphere_d20_0012,10000,HC,4,4.259010175332346,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635784,continuous,cont_sphere_d20_0012,10000,SA,0,1.1569664476033696,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284635929,continuous,cont_sphere_d20_0012,10000,SA,1,1.057219532859457,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284636071,continuous,cont_sphere_d20_0012,10000,SA,2,0.7840858013189385,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284636214,continuous,cont_sphere_d20_0012,10000,SA,3,1.020285608125176,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284636360,continuous,cont_sphere_d20_0012,10000,SA,4,0.7899524421889595,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284637233,continuous,cont_sphere_d20_0012,10000,DE,0,51.52599298470366,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284638112,continuous,cont_sphere_d20_0012,10000,DE,1,39.455733035890006,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284639049,continuous,cont_sphere_d20_0012,10000,DE,2,51.094382542963935,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284639924,continuous,cont_sphere_d20_0012,10000,DE,3,35.50918365637714,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284640784,continuous,cont_sphere_d20_0012,10000,DE,4,39.64347886995059,10000,"{""func"": ""sphere"", ""dim"": 20}"
1769284640864,continuous,cont_rosenbrock_d20_0013,2000,RS,0,14843.316164340473,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284640977,continuous,cont_rosenbrock_d20_0013,2000,RS,1,43603.2197990327,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641077,continuous,cont_rosenbrock_d20_0013,2000,RS,2,60127.037658154404,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641181,continuous,cont_rosenbrock_d20_0013,2000,RS,3,38039.58788623213,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641325,continuous,cont_rosenbrock_d20_0013,2000,RS,4,41689.83663223395,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641405,continuous,cont_rosenbrock_d20_0013,2000,HC,0,1222.043969662303,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641469,continuous,cont_rosenbrock_d20_0013,2000,HC,1,13200.76930857066,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641532,continuous,cont_rosenbrock_d20_0013,2000,HC,2,6836.665203653502,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641594,continuous,cont_rosenbrock_d20_0013,2000,HC,3,5461.827009093584,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641639,continuous,cont_rosenbrock_d20_0013,2000,HC,4,4754.275789808229,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641703,continuous,cont_rosenbrock_d20_0013,2000,SA,0,260.49283817268446,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641759,continuous,cont_rosenbrock_d20_0013,2000,SA,1,1328.4645165266047,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641817,continuous,cont_rosenbrock_d20_0013,2000,SA,2,256.67999158248637,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641863,continuous,cont_rosenbrock_d20_0013,2000,SA,3,282.99751380089515,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284641929,continuous,cont_rosenbrock_d20_0013,2000,SA,4,368.0120686043647,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284642173,continuous,cont_rosenbrock_d20_0013,2000,DE,0,75418.33506029242,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284642377,continuous,cont_rosenbrock_d20_0013,2000,DE,1,80434.58273237827,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284642608,continuous,cont_rosenbrock_d20_0013,2000,DE,2,56414.943513538994,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284642808,continuous,cont_rosenbrock_d20_0013,2000,DE,3,57408.888086511935,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284643018,continuous,cont_rosenbrock_d20_0013,2000,DE,4,65607.93032589162,2000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284643628,continuous,cont_rosenbrock_d20_0013,10000,RS,0,30837.250971667272,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284644103,continuous,cont_rosenbrock_d20_0013,10000,RS,1,26016.941111263084,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284644639,continuous,cont_rosenbrock_d20_0013,10000,RS,2,25840.78145918464,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284645102,continuous,cont_rosenbrock_d20_0013,10000,RS,3,32712.186157719014,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284645574,continuous,cont_rosenbrock_d20_0013,10000,RS,4,29637.892942758415,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284645798,continuous,cont_rosenbrock_d20_0013,10000,HC,0,1162.6761352037681,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284646058,continuous,cont_rosenbrock_d20_0013,10000,HC,1,1169.8763586513696,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284646291,continuous,cont_rosenbrock_d20_0013,10000,HC,2,214.17851581167199,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284646550,continuous,cont_rosenbrock_d20_0013,10000,HC,3,1906.8471756122433,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284646814,continuous,cont_rosenbrock_d20_0013,10000,HC,4,772.4946014066004,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284647193,continuous,cont_rosenbrock_d20_0013,10000,SA,0,123.69745784447375,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284647532,continuous,cont_rosenbrock_d20_0013,10000,SA,1,159.44390699975077,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284647938,continuous,cont_rosenbrock_d20_0013,10000,SA,2,197.9648510312602,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284648266,continuous,cont_rosenbrock_d20_0013,10000,SA,3,125.31669054872627,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284648594,continuous,cont_rosenbrock_d20_0013,10000,SA,4,173.17478387561732,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284649926,continuous,cont_rosenbrock_d20_0013,10000,DE,0,16071.653000539049,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284651023,continuous,cont_rosenbrock_d20_0013,10000,DE,1,24640.82075995638,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284652263,continuous,cont_rosenbrock_d20_0013,10000,DE,2,18895.53876919631,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284653501,continuous,cont_rosenbrock_d20_0013,10000,DE,3,31952.14545178055,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284654726,continuous,cont_rosenbrock_d20_0013,10000,DE,4,17371.00517563105,10000,"{""func"": ""rosenbrock"", ""dim"": 20}"
1769284654835,continuous,cont_rastrigin_d20_0014,2000,RS,0,220.02915278924974,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284654937,continuous,cont_rastrigin_d20_0014,2000,RS,1,199.8542901367049,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655027,continuous,cont_rastrigin_d20_0014,2000,RS,2,220.07261189164606,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655109,continuous,cont_rastrigin_d20_0014,2000,RS,3,215.1614838986468,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655174,continuous,cont_rastrigin_d20_0014,2000,RS,4,202.13448272552193,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655215,continuous,cont_rastrigin_d20_0014,2000,HC,0,202.65102989306507,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655256,continuous,cont_rastrigin_d20_0014,2000,HC,1,224.00533122522336,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655296,continuous,cont_rastrigin_d20_0014,2000,HC,2,229.0270042220577,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655345,continuous,cont_rastrigin_d20_0014,2000,HC,3,193.61676840861642,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655386,continuous,cont_rastrigin_d20_0014,2000,HC,4,230.38604230955886,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655434,continuous,cont_rastrigin_d20_0014,2000,SA,0,215.45881634627716,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655479,continuous,cont_rastrigin_d20_0014,2000,SA,1,170.02333776613247,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655524,continuous,cont_rastrigin_d20_0014,2000,SA,2,202.20449217688667,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655570,continuous,cont_rastrigin_d20_0014,2000,SA,3,244.19490449059924,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655623,continuous,cont_rastrigin_d20_0014,2000,SA,4,171.2351628077541,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284655845,continuous,cont_rastrigin_d20_0014,2000,DE,0,232.46274647956284,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284656090,continuous,cont_rastrigin_d20_0014,2000,DE,1,246.72052273952752,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284656335,continuous,cont_rastrigin_d20_0014,2000,DE,2,233.11063730108208,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284656541,continuous,cont_rastrigin_d20_0014,2000,DE,3,240.61278222671746,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284656769,continuous,cont_rastrigin_d20_0014,2000,DE,4,215.8998739127351,2000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284657223,continuous,cont_rastrigin_d20_0014,10000,RS,0,206.13754670260676,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284657576,continuous,cont_rastrigin_d20_0014,10000,RS,1,207.30742418242744,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284657940,continuous,cont_rastrigin_d20_0014,10000,RS,2,205.30853647421281,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284658359,continuous,cont_rastrigin_d20_0014,10000,RS,3,214.1326325782925,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284658795,continuous,cont_rastrigin_d20_0014,10000,RS,4,173.10842177988496,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
1769284658983,continuous,cont_rastrigin_d20_0014,10000,HC,0,158.67853998697623,10000,"{""func"": ""rastrigin"", ""dim"": 20}"
