,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT
"DE(pop=20,F=0.8,CR=0.9)",0.0,0.021215823381761867,0.20959767350450054,0.038887196989386696,1.8978802399037913,0.4401282357491857,0.021215823381761867
"DE(pop=40,F=0.8,CR=0.9)",0.021215823381761867,0.0,0.2656161370706154,0.011852661140374754,1.9430287450237258,0.2918783665718392,0.0
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.20959767350450054,0.2656161370706154,0.0,0.2462991653715516,1.6645852081591173,0.676238083346267,0.2656161370706154
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.038887196989386696,0.011852661140374754,0.2462991653715516,0.0,1.9636072539404936,0.2819191623061609,0.011852661140374754
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1.8978802399037913,1.9430287450237258,1.6645852081591173,1.9636072539404936,0.0,1.7220167682004757,1.9430287450237258
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.4401282357491857,0.2918783665718392,0.676238083346267,0.2819191623061609,1.7220167682004757,0.0,0.2918783665718392
RS_CONT,0.021215823381761867,0.0,0.2656161370706154,0.011852661140374754,1.9430287450237258,0.2918783665718392,0.0
