algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,RS_CONT,0.009695015158402542
"DE(pop=20,F=0.8,CR=0.9)",2,"DE(pop=40,F=0.8,CR=0.9)",0.01033563992397235
"DE(pop=40,F=0.8,CR=0.9)",1,RS_CONT,0.0008932718380145754
"DE(pop=40,F=0.8,CR=0.9)",2,"DE(pop=20,F=0.8,CR=0.9)",0.01033563992397235
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.12872559090549474
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=20,F=0.8,CR=0.9)",0.1736625459164326
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.027483984925828597
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,RS_CONT,0.034158541596324477
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1.441165690988181
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1.7586531385270738
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.2665739429086058
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=40,F=0.8,CR=0.9)",0.4029863461523413
RS_CONT,1,"DE(pop=40,F=0.8,CR=0.9)",0.0008932718380145754
RS_CONT,2,"DE(pop=20,F=0.8,CR=0.9)",0.009695015158402542
