algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",-2.220446049250313e-16
"DE(pop=20,F=0.8,CR=0.9)",2,RS_CONT,-2.220446049250313e-16
"DE(pop=40,F=0.8,CR=0.9)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",-2.220446049250313e-16
"DE(pop=40,F=0.8,CR=0.9)",2,RS_CONT,-2.220446049250313e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.8858755080263155
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=40,F=0.8,CR=0.9)",0.8858755080263155
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",-2.220446049250313e-16
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=40,F=0.8,CR=0.9)",-2.220446049250313e-16
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1.1141244919736843
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1.6366063332582077
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.3633936667417922
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=40,F=0.8,CR=0.9)",0.3633936667417922
RS_CONT,1,"DE(pop=20,F=0.8,CR=0.9)",-2.220446049250313e-16
RS_CONT,2,"DE(pop=40,F=0.8,CR=0.9)",-2.220446049250313e-16
