,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT
"DE(pop=20,F=0.8,CR=0.9)",0.0,0.0,0.8858755080263155,-2.220446049250313e-16,2.0,0.3633936667417922,-2.220446049250313e-16
"DE(pop=40,F=0.8,CR=0.9)",0.0,0.0,0.8858755080263155,-2.220446049250313e-16,2.0,0.3633936667417922,-2.220446049250313e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.8858755080263155,0.8858755080263155,0.0,0.8858755080263155,1.1141244919736843,1.0320436488678522,0.8858755080263155
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",-2.220446049250313e-16,-2.220446049250313e-16,0.8858755080263155,0.0,2.0,0.3633936667417922,-2.220446049250313e-16
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2.0,2.0,1.1141244919736843,2.0,0.0,1.6366063332582077,2.0
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.3633936667417922,0.3633936667417922,1.0320436488678522,0.3633936667417922,1.6366063332582077,0.0,0.3633936667417922
RS_CONT,-2.220446049250313e-16,-2.220446049250313e-16,0.8858755080263155,-2.220446049250313e-16,2.0,0.3633936667417922,0.0
