,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,0.05047126471223218,0.02467065415224856,1.6197644689545836,0.46759868519575365,0.0008939316598142177,1.572202566445157,1.5744264019870757,0.23674316845309107
"GA(pop=50,pc=0.9,pm=0.02)",0.05047126471223218,0.0,0.03905839440854031,1.5658478456628986,0.3756130443186181,0.05023303476659324,1.492264469322464,1.4954572346556865,0.2574658162970097
"GA(pop=50,pc=0.9,pm=0.05)",0.02467065415224856,0.03905839440854031,0.0,1.636388297441742,0.40788497462166073,0.026661399880490655,1.5789793293266903,1.5815931701680976,0.2091121488252169
HC(flips=1),1.6197644689545836,1.5658478456628986,1.636388297441742,0.0,1.7805288286686156,1.6061762269126323,0.016895279065698876,0.016547207058829172,1.940411753413362
HC(flips=2),0.46759868519575365,0.3756130443186181,0.40788497462166073,1.7805288286686156,0.0,0.4780611982205629,1.6942082860944767,1.6980273040177216,0.12118061164820859
RS_BIN,0.0008939316598142177,0.05023303476659324,0.026661399880490655,1.6061762269126323,0.4780611982205629,0.0,1.558433104439551,1.5606553584053242,0.24782655322243974
"SA(T0=1.0,alpha=0.995,flips=1)",1.572202566445157,1.492264469322464,1.5789793293266903,0.016895279065698876,1.6942082860944767,1.558433104439551,0.0,0.00100303572924354,1.8941456675022148
"SA(T0=2.0,alpha=0.99,flips=1)",1.5744264019870757,1.4954572346556865,1.5815931701680976,0.016547207058829172,1.6980273040177216,1.5606553584053242,0.00100303572924354,0.0,1.8944901329730865
"SA(T0=2.0,alpha=0.995,flips=2)",0.23674316845309107,0.2574658162970097,0.2091121488252169,1.940411753413362,0.12118061164820859,0.24782655322243974,1.8941456675022148,1.8944901329730865,0.0
