algo_variant,rank,neighbor,distance
"GA(pop=100,pc=0.9,pm=0.02)",1,RS_BIN,3.3306690738754696e-16
"GA(pop=100,pc=0.9,pm=0.02)",2,"GA(pop=50,pc=0.9,pm=0.05)",0.005638062477787198
"GA(pop=50,pc=0.9,pm=0.02)",1,"GA(pop=50,pc=0.9,pm=0.05)",0.01257479214050683
"GA(pop=50,pc=0.9,pm=0.02)",2,"GA(pop=100,pc=0.9,pm=0.02)",0.01786440805483147
"GA(pop=50,pc=0.9,pm=0.05)",1,"GA(pop=100,pc=0.9,pm=0.02)",0.005638062477787198
"GA(pop=50,pc=0.9,pm=0.05)",2,RS_BIN,0.005638062477787198
HC(flips=1),1,"SA(T0=2.0,alpha=0.99,flips=1)",0.010076889998549499
HC(flips=1),2,"SA(T0=1.0,alpha=0.995,flips=1)",0.026538790114921884
HC(flips=2),1,"SA(T0=2.0,alpha=0.995,flips=2)",0.01268785807721029
HC(flips=2),2,"GA(pop=50,pc=0.9,pm=0.02)",0.7780054270239116
RS_BIN,1,"GA(pop=100,pc=0.9,pm=0.02)",3.3306690738754696e-16
RS_BIN,2,"GA(pop=50,pc=0.9,pm=0.05)",0.005638062477787198
"SA(T0=1.0,alpha=0.995,flips=1)",1,"SA(T0=2.0,alpha=0.99,flips=1)",0.021954702662921433
"SA(T0=1.0,alpha=0.995,flips=1)",2,HC(flips=1),0.026538790114921884
"SA(T0=2.0,alpha=0.99,flips=1)",1,HC(flips=1),0.010076889998549499
"SA(T0=2.0,alpha=0.99,flips=1)",2,"SA(T0=1.0,alpha=0.995,flips=1)",0.021954702662921433
"SA(T0=2.0,alpha=0.995,flips=2)",1,HC(flips=2),0.01268785807721029
"SA(T0=2.0,alpha=0.995,flips=2)",2,"GA(pop=50,pc=0.9,pm=0.02)",0.7436298785579912
