instance_id,func,dim,budget,budget_tier,algo,seed,best,evals,meta_json
sphere_d5_i002,sphere,5,5000,1000xD,WOA,2,0.2858792136377935,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,FA,0,0.6632436797248262,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,FA,1,0.42394806630736087,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,FA,2,0.35022851138143346,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,BA,0,0.04626905849856246,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,BA,1,0.018986552787513846,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,BA,2,0.16580054192919852,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,ALO,0,2.5586412221812798,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,ALO,1,3.3520931325050496,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i002,sphere,5,5000,1000xD,ALO,2,3.0301498319884534,4980,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_STD,0,0.0010839781369080628,990,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_STD,1,0.0035617125891156715,990,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_STD,2,0.0016024667024935437,990,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_CONSTR,0,0.0006416122070028805,990,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_CONSTR,1,0.0017832562603063559,990,"{""shift"": true, ""rot"": true}"
sphere_d5_i003,sphere,5,1000,200xD,PSO_CONSTR,2,0.00013395891681738,990,"{""shift"": true, ""rot"": true}"
