instance_id,func,dim,dim_bin,budget_tier,algo,best_median
sphere_d5_i003,sphere,5,d<=5,1000xD,WOA,0.18805587311156707
sphere_d5_i003,sphere,5,d<=5,1000xD,FA,0.49631824789041795
sphere_d5_i003,sphere,5,d<=5,1000xD,BA,0.07420240058830678
sphere_d5_i003,sphere,5,d<=5,1000xD,ALO,2.5232272910752926
sphere_d5_i004,sphere,5,d<=5,200xD,PSO_STD,0.0008311279548142223
sphere_d5_i004,sphere,5,d<=5,200xD,PSO_CONSTR,0.000553407824452815
sphere_d5_i004,sphere,5,d<=5,200xD,PSO_RING,0.029858415098495048
sphere_d5_i004,sphere,5,d<=5,200xD,DE,0.1099556436018753
sphere_d5_i004,sphere,5,d<=5,200xD,GA,0.18924362231538114
sphere_d5_i004,sphere,5,d<=5,200xD,ES_ML,0.007551587177617038
sphere_d5_i004,sphere,5,d<=5,200xD,GWO,0.18292222031804523
sphere_d5_i004,sphere,5,d<=5,200xD,MFO,5.868604720611098
sphere_d5_i004,sphere,5,d<=5,200xD,WOA,0.4682154217960246
sphere_d5_i004,sphere,5,d<=5,200xD,FA,0.6711587370713551
sphere_d5_i004,sphere,5,d<=5,200xD,BA,0.3513707096698244
sphere_d5_i004,sphere,5,d<=5,200xD,ALO,3.5283343450652715
sphere_d5_i004,sphere,5,d<=5,1000xD,PSO_STD,1.3791539918019248e-14
sphere_d5_i004,sphere,5,d<=5,1000xD,PSO_CONSTR,2.5730343677797107e-18
sphere_d5_i004,sphere,5,d<=5,1000xD,PSO_RING,2.9640500342024674e-10
sphere_d5_i004,sphere,5,d<=5,1000xD,DE,7.927698664258085e-09
sphere_d5_i004,sphere,5,d<=5,1000xD,GA,0.055025679499258254
sphere_d5_i004,sphere,5,d<=5,1000xD,ES_ML,1.2140311287368892e-17
sphere_d5_i004,sphere,5,d<=5,1000xD,GWO,0.14585941816899745
sphere_d5_i004,sphere,5,d<=5,1000xD,MFO,2.8770744090048095
sphere_d5_i004,sphere,5,d<=5,1000xD,WOA,0.0449067520031651
sphere_d5_i004,sphere,5,d<=5,1000xD,FA,0.4385777810481368
sphere_d5_i004,sphere,5,d<=5,1000xD,BA,0.04633694948173791
sphere_d5_i004,sphere,5,d<=5,1000xD,ALO,1.9836495267477923
sphere_d10_i000,sphere,10,d<=10,200xD,PSO_STD,1.8263804741714105
sphere_d10_i000,sphere,10,d<=10,200xD,PSO_CONSTR,0.8904634281236448
sphere_d10_i000,sphere,10,d<=10,200xD,PSO_RING,0.6138234549262556
sphere_d10_i000,sphere,10,d<=10,200xD,DE,0.700098951457928
sphere_d10_i000,sphere,10,d<=10,200xD,GA,0.7672595304164784
sphere_d10_i000,sphere,10,d<=10,200xD,ES_ML,0.0076782891417636
sphere_d10_i000,sphere,10,d<=10,200xD,GWO,1.5974028654514738
sphere_d10_i000,sphere,10,d<=10,200xD,MFO,16.456383933087228
sphere_d10_i000,sphere,10,d<=10,200xD,WOA,3.46619693983184
sphere_d10_i000,sphere,10,d<=10,200xD,FA,5.950271887558924
sphere_d10_i000,sphere,10,d<=10,200xD,BA,0.9945870441372028
sphere_d10_i000,sphere,10,d<=10,200xD,ALO,12.921017976140366
sphere_d10_i000,sphere,10,d<=10,1000xD,PSO_STD,1.8263052364604286
sphere_d10_i000,sphere,10,d<=10,1000xD,PSO_CONSTR,1.8199535459309086
sphere_d10_i000,sphere,10,d<=10,1000xD,PSO_RING,4.539596638604559e-10
sphere_d10_i000,sphere,10,d<=10,1000xD,DE,2.2039063095371403e-05
sphere_d10_i000,sphere,10,d<=10,1000xD,GA,0.8450544504580999
sphere_d10_i000,sphere,10,d<=10,1000xD,ES_ML,1.1370904705495049e-18
sphere_d10_i000,sphere,10,d<=10,1000xD,GWO,1.3121958195036387
sphere_d10_i000,sphere,10,d<=10,1000xD,MFO,13.64202849696026
sphere_d10_i000,sphere,10,d<=10,1000xD,WOA,1.474588869484191
sphere_d10_i000,sphere,10,d<=10,1000xD,FA,2.0035787654151034
sphere_d10_i000,sphere,10,d<=10,1000xD,BA,1.11555712302865
sphere_d10_i000,sphere,10,d<=10,1000xD,ALO,9.524068063124258
sphere_d10_i001,sphere,10,d<=10,200xD,PSO_STD,1.0959478390788224
sphere_d10_i001,sphere,10,d<=10,200xD,PSO_CONSTR,2.018123051648717
sphere_d10_i001,sphere,10,d<=10,200xD,PSO_RING,0.3959603140337686
sphere_d10_i001,sphere,10,d<=10,200xD,DE,0.7083932006876383
sphere_d10_i001,sphere,10,d<=10,200xD,GA,1.0833364778888717
sphere_d10_i001,sphere,10,d<=10,200xD,ES_ML,0.004660616736012617
sphere_d10_i001,sphere,10,d<=10,200xD,GWO,1.7474708071789022
sphere_d10_i001,sphere,10,d<=10,200xD,MFO,26.49830641944647
sphere_d10_i001,sphere,10,d<=10,200xD,WOA,2.3204777889123105
sphere_d10_i001,sphere,10,d<=10,200xD,FA,4.300450792499091
sphere_d10_i001,sphere,10,d<=10,200xD,BA,0.964576134953113
sphere_d10_i001,sphere,10,d<=10,200xD,ALO,12.797586282974741
sphere_d10_i001,sphere,10,d<=10,1000xD,PSO_STD,3.3087273841064984
sphere_d10_i001,sphere,10,d<=10,1000xD,PSO_CONSTR,0.7856903433742528
sphere_d10_i001,sphere,10,d<=10,1000xD,PSO_RING,1.290659369522751e-10
sphere_d10_i001,sphere,10,d<=10,1000xD,DE,1.323987420524462e-05
sphere_d10_i001,sphere,10,d<=10,1000xD,GA,0.5408971831598217
sphere_d10_i001,sphere,10,d<=10,1000xD,ES_ML,2.034443835268639e-18
sphere_d10_i001,sphere,10,d<=10,1000xD,GWO,1.3432557757238541
sphere_d10_i001,sphere,10,d<=10,1000xD,MFO,14.804089083877116
sphere_d10_i001,sphere,10,d<=10,1000xD,WOA,1.2834082591168958
sphere_d10_i001,sphere,10,d<=10,1000xD,FA,2.0296646080798784
sphere_d10_i001,sphere,10,d<=10,1000xD,BA,0.7732966649634874
sphere_d10_i001,sphere,10,d<=10,1000xD,ALO,8.596988996499418
sphere_d10_i002,sphere,10,d<=10,200xD,PSO_STD,3.061876678494262
sphere_d10_i002,sphere,10,d<=10,200xD,PSO_CONSTR,0.004165669130423981
sphere_d10_i002,sphere,10,d<=10,200xD,PSO_RING,0.047494348177985854
sphere_d10_i002,sphere,10,d<=10,200xD,DE,1.096089484323984
sphere_d10_i002,sphere,10,d<=10,200xD,GA,1.3978832011777684
sphere_d10_i002,sphere,10,d<=10,200xD,ES_ML,0.006283084227145992
sphere_d10_i002,sphere,10,d<=10,200xD,GWO,2.2236804907476717
sphere_d10_i002,sphere,10,d<=10,200xD,MFO,25.01343229987941
sphere_d10_i002,sphere,10,d<=10,200xD,WOA,4.22524111376594
sphere_d10_i002,sphere,10,d<=10,200xD,FA,4.356059158896188
sphere_d10_i002,sphere,10,d<=10,200xD,BA,1.1713277976404286
sphere_d10_i002,sphere,10,d<=10,200xD,ALO,17.153529420165327
sphere_d10_i002,sphere,10,d<=10,1000xD,PSO_STD,2.057809577883069
sphere_d10_i002,sphere,10,d<=10,1000xD,PSO_CONSTR,0.004133155790020933
sphere_d10_i002,sphere,10,d<=10,1000xD,PSO_RING,6.23164931822754e-10
sphere_d10_i002,sphere,10,d<=10,1000xD,DE,4.006302554913712e-05
sphere_d10_i002,sphere,10,d<=10,1000xD,GA,0.7995116079995699
sphere_d10_i002,sphere,10,d<=10,1000xD,ES_ML,1.105904060395623e-18
sphere_d10_i002,sphere,10,d<=10,1000xD,GWO,0.8072730877876959
sphere_d10_i002,sphere,10,d<=10,1000xD,MFO,18.51686901570338
sphere_d10_i002,sphere,10,d<=10,1000xD,WOA,1.7360174100836347
sphere_d10_i002,sphere,10,d<=10,1000xD,FA,3.401826896900825
sphere_d10_i002,sphere,10,d<=10,1000xD,BA,1.0222698473488447
sphere_d10_i002,sphere,10,d<=10,1000xD,ALO,13.20805034947217
sphere_d10_i003,sphere,10,d<=10,200xD,PSO_STD,0.4932210802647561
sphere_d10_i003,sphere,10,d<=10,200xD,PSO_CONSTR,0.06479837115173187
sphere_d10_i003,sphere,10,d<=10,200xD,PSO_RING,0.08098443180443905
sphere_d10_i003,sphere,10,d<=10,200xD,DE,0.5088856007400651
sphere_d10_i003,sphere,10,d<=10,200xD,GA,0.9368858406075836
sphere_d10_i003,sphere,10,d<=10,200xD,ES_ML,0.0066940581388056485
sphere_d10_i003,sphere,10,d<=10,200xD,GWO,1.1121580410577323
sphere_d10_i003,sphere,10,d<=10,200xD,MFO,26.19546438746711
sphere_d10_i003,sphere,10,d<=10,200xD,WOA,1.4734448941377676
sphere_d10_i003,sphere,10,d<=10,200xD,FA,6.023390876272866
sphere_d10_i003,sphere,10,d<=10,200xD,BA,0.7350274909222652
sphere_d10_i003,sphere,10,d<=10,200xD,ALO,16.163898968663766
sphere_d10_i003,sphere,10,d<=10,1000xD,PSO_STD,0.49319430999209607
sphere_d10_i003,sphere,10,d<=10,1000xD,PSO_CONSTR,0.029707934287563843
sphere_d10_i003,sphere,10,d<=10,1000xD,PSO_RING,1.5388975122075245e-10
sphere_d10_i003,sphere,10,d<=10,1000xD,DE,9.664966882713861e-06
sphere_d10_i003,sphere,10,d<=10,1000xD,GA,0.532342150367346
sphere_d10_i003,sphere,10,d<=10,1000xD,ES_ML,1.212617703805675e-18
sphere_d10_i003,sphere,10,d<=10,1000xD,GWO,0.6701107525857851
sphere_d10_i003,sphere,10,d<=10,1000xD,MFO,18.181468697277555
sphere_d10_i003,sphere,10,d<=10,1000xD,WOA,0.343512899362504
sphere_d10_i003,sphere,10,d<=10,1000xD,FA,1.943788782325327
sphere_d10_i003,sphere,10,d<=10,1000xD,BA,0.6017986702891588
sphere_d10_i003,sphere,10,d<=10,1000xD,ALO,8.72412843230852
sphere_d10_i004,sphere,10,d<=10,200xD,PSO_STD,1.4240188580201198
sphere_d10_i004,sphere,10,d<=10,200xD,PSO_CONSTR,0.39414850537202556
sphere_d10_i004,sphere,10,d<=10,200xD,PSO_RING,0.3192856787334778
sphere_d10_i004,sphere,10,d<=10,200xD,DE,0.2991085604979226
sphere_d10_i004,sphere,10,d<=10,200xD,GA,0.9226064234712307
sphere_d10_i004,sphere,10,d<=10,200xD,ES_ML,0.008540611191804773
sphere_d10_i004,sphere,10,d<=10,200xD,GWO,1.6907510782767445
sphere_d10_i004,sphere,10,d<=10,200xD,MFO,23.303624765720855
sphere_d10_i004,sphere,10,d<=10,200xD,WOA,1.9606602076707453
sphere_d10_i004,sphere,10,d<=10,200xD,FA,5.582371555218903
sphere_d10_i004,sphere,10,d<=10,200xD,BA,1.031118918304712
sphere_d10_i004,sphere,10,d<=10,200xD,ALO,15.002174100947204
sphere_d10_i004,sphere,10,d<=10,1000xD,PSO_STD,6.773690438563307
sphere_d10_i004,sphere,10,d<=10,1000xD,PSO_CONSTR,0.29966067211555686
sphere_d10_i004,sphere,10,d<=10,1000xD,PSO_RING,0.1557470070468946
sphere_d10_i004,sphere,10,d<=10,1000xD,DE,1.5066244752941046e-05
sphere_d10_i004,sphere,10,d<=10,1000xD,GA,0.598725364073745
sphere_d10_i004,sphere,10,d<=10,1000xD,ES_ML,5.122810067777311e-19
sphere_d10_i004,sphere,10,d<=10,1000xD,GWO,1.3574487407650282
sphere_d10_i004,sphere,10,d<=10,1000xD,MFO,10.464902875356165
sphere_d10_i004,sphere,10,d<=10,1000xD,WOA,1.231602906089275
sphere_d10_i004,sphere,10,d<=10,1000xD,FA,2.7364559005721807
sphere_d10_i004,sphere,10,d<=10,1000xD,BA,0.6881907330441275
sphere_d10_i004,sphere,10,d<=10,1000xD,ALO,7.887845048916061
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,PSO_STD,4.129580509977106
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,PSO_CONSTR,0.25082483013069157
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,PSO_RING,3.2090802317130738
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,DE,22.081933039820143
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,GA,36.62973363685113
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,ES_ML,0.28588215164044584
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,GWO,49.171436216026066
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,MFO,1182.5109705474015
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,WOA,24.533634390471192
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,FA,130.58188328398924
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,BA,16.474907869989075
rosenbrock_d5_i000,rosenbrock,5,d<=5,200xD,ALO,206.10878723791325
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,PSO_STD,3.933715116053788
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,PSO_CONSTR,0.2305890367525701
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,PSO_RING,0.23058904805892996
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,DE,3.4181218789500416e-05
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,GA,4.953665970342554
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,ES_ML,0.18791006832198004
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,GWO,21.852869575819224
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,MFO,151.49755711124246
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,WOA,9.216383497402601
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,FA,22.923687125491572
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,BA,2.335611961437016
rosenbrock_d5_i000,rosenbrock,5,d<=5,1000xD,ALO,134.755081209937
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,PSO_STD,2.1728393451471533
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,PSO_CONSTR,1.273723621652016
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,PSO_RING,4.55345674687168
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,DE,18.960577996077234
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,GA,12.535566852884303
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,ES_ML,26.029794445245784
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,GWO,10.775376675097041
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,MFO,802.2728860567656
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,WOA,34.10378009524421
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,FA,73.95542634548244
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,BA,28.26660057833054
rosenbrock_d5_i001,rosenbrock,5,d<=5,200xD,ALO,520.7673092272676
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,PSO_STD,0.4122548644469454
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,PSO_CONSTR,4.001621702127962
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,PSO_RING,1.9620448598202511
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,DE,0.18140716003405982
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,GA,9.028450238171478
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,ES_ML,5.305657444961769
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,GWO,12.061596284479172
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,MFO,486.5815131708096
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,WOA,11.751314985979635
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,FA,28.053807767278805
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,BA,5.343900849078321
rosenbrock_d5_i001,rosenbrock,5,d<=5,1000xD,ALO,155.65045954787564
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,PSO_STD,9.024367717436817
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,PSO_CONSTR,22.658589586514832
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,PSO_RING,8.603541899145844
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,DE,22.185893694105395
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,GA,39.04719150790396
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,ES_ML,1.4340707756812034
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,GWO,75.34700713960828
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,MFO,603.0355787380909
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,WOA,39.14372472471053
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,FA,122.29812226547838
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,BA,178.91681157369433
rosenbrock_d5_i002,rosenbrock,5,d<=5,200xD,ALO,176.10991740087746
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,PSO_STD,3.97078069820948
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,PSO_CONSTR,7.25192362796625
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,PSO_RING,0.36753867269699525
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,DE,0.0014793942073355866
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,GA,7.704554356144034
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,ES_ML,0.6900819629371122
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,GWO,13.30149292971962
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,MFO,395.0209321926254
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,WOA,8.949276377312705
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,FA,44.32413511714001
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,BA,23.816339921732176
rosenbrock_d5_i002,rosenbrock,5,d<=5,1000xD,ALO,139.6106041043243
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,PSO_STD,1.0296173449253665
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,PSO_CONSTR,9.861092212527033
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,PSO_RING,11.531404647387923
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,DE,46.314384234820125
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,GA,29.658259349281305
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,ES_ML,4.107262450253815
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,GWO,53.742952666322324
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,MFO,649.6931012197565
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,WOA,18.74033538870521
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,FA,67.906882316139
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,BA,22.790739723858824
rosenbrock_d5_i003,rosenbrock,5,d<=5,200xD,ALO,460.01155252232144
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,PSO_STD,0.40732432346490893
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,PSO_CONSTR,2.8101469140301334
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,PSO_RING,0.26484488659537503
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,DE,0.006454723637247325
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,GA,24.5913886831574
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,ES_ML,0.270309561028748
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,GWO,11.948498184383308
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,MFO,753.4039433259484
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,WOA,9.206768416052718
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,FA,49.93932668708195
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,BA,33.94670393227668
rosenbrock_d5_i003,rosenbrock,5,d<=5,1000xD,ALO,198.5741574882661
rosenbrock_d5_i004,rosenbrock,5,d<=5,200xD,PSO_STD,3.8623906813346336
rosenbrock_d5_i004,rosenbrock,5,d<=5,200xD,PSO_CONSTR,3.81799998537098
rosenbrock_d5_i004,rosenbrock,5,d<=5,200xD,PSO_RING,6.8251627623024955
