domain,problem,instance_id,lambda,algo_variant,budget,rep,seed,evals,best
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,500,5,94368271000000,500,0.0002800454256888932
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,500,6,94695952000000,500,0.00037078017624592164
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,500,7,95023633000000,500,0.0003842017880999638
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,500,8,95351314000000,500,0.000382220129976589
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,500,9,95678995000000,500,0.0005198866516766396
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,0,94499341000000,800,3.869065839453211e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,1,94827022000000,800,1.1416096911473553e-06
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,2,95154703000000,800,6.092463259953166e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,3,95482384000000,800,4.5355549260529756e-06
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,4,95810065000000,800,3.1213758902915736e-06
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,5,96137746000000,800,1.715983031883985e-06
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,6,96465427000000,800,4.2377418389097243e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,7,96793108000000,800,6.228183399701146e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,8,97120789000000,800,5.457264484539022e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,800,9,97448470000000,800,8.960641994426044e-07
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,0,224401974000000,1000,3.902736767134321e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,1,224729655000000,1000,9.336827619742613e-09
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,2,225057336000000,1000,1.1743692062280678e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,3,225385017000000,1000,4.153105372164075e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,4,225712698000000,1000,3.913980691451395e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,5,226040379000000,1000,2.2379633768698094e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,6,226368060000000,1000,4.508023521261035e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,7,226695741000000,1000,6.731514668990853e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,8,227023422000000,1000,1.9908500268991753e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,1000,9,227351103000000,1000,1.2994066828852702e-08
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,0,225057335000000,2000,1.6800207087693987e-17
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,1,225385016000000,2000,3.0533417364278806e-17
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,2,225712697000000,2000,2.9534104859346445e-16
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,3,226040378000000,2000,1.662908182924948e-16
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,4,226368059000000,2000,1.361268921521468e-16
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,5,226695740000000,2000,6.075523751205847e-17
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,6,227023421000000,2000,1.0377270197182175e-16
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,7,227351102000000,2000,5.613760980255842e-17
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,8,227678783000000,2000,1.5450746805386985e-16
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,2000,9,228006464000000,2000,6.428744113175231e-17
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,0,227023418000000,5000,1.1792818825386498e-25
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,1,227351099000000,5000,1.0073453834934814e-25
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,2,227678780000000,5000,7.773749294340361e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,3,228006461000000,5000,5.42397155128641e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,4,228334142000000,5000,7.55254254304293e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,5,228661823000000,5000,1.0955874743540471e-25
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,6,228989504000000,5000,1.1332169536656088e-25
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,7,229317185000000,5000,4.4969993527421147e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,8,229644866000000,5000,1.1155029435619814e-25
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,5000,9,229972547000000,5000,8.166461066513976e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,0,655563366000000,10000,4.520158234723117e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,1,655891047000000,10000,6.345461282755155e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,2,656218728000000,10000,7.075877511184019e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,3,656546409000000,10000,3.6460972651647235e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,4,656874090000000,10000,4.953450617471859e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,5,657201771000000,10000,6.606596868315551e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,6,657529452000000,10000,2.5454634021660865e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,7,657857133000000,10000,3.151076045793708e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,8,658184814000000,10000,6.331089734963806e-26
cont,Interp_Sphere_Rastrigin_lam0.00,9,0.0,ES_1P1,10000,9,658512495000000,10000,4.716624907069666e-26
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,0,468931322000000,300,1.6530048645915674
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,1,469259003000000,300,1.2043508812704729
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,2,469586684000000,300,1.033356797820666
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,3,469914365000000,300,1.4461023504684367
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,4,470242046000000,300,1.37949516309937
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,5,470569727000000,300,1.1308145989269314
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,6,470897408000000,300,1.55965603768243
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,7,471225089000000,300,1.0415422378704493
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,8,471552770000000,300,1.4388758695558557
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,300,9,471880451000000,300,1.165322605997189
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,0,470110972000000,480,0.7932936148703005
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,1,470438653000000,480,1.5406608851159014
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,2,470766334000000,480,0.8210575002888352
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,3,471094015000000,480,0.8986005567637305
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,4,471421696000000,480,0.9561949052560146
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,5,471749377000000,480,0.9544377493930305
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,6,472077058000000,480,0.8104397664137987
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,7,472404739000000,480,1.2816030476607259
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,8,472732420000000,480,0.8241635869507318
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,500,9,473060101000000,480,1.6832904503003872
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,0,471880447000000,780,0.5447916607722536
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,1,472208128000000,780,0.8071858316186721
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,2,472535809000000,780,1.179167771104586
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,3,472863490000000,780,0.624355604372718
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,4,473191171000000,780,0.6075027447847753
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,5,473518852000000,780,0.7519725325523534
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,6,473846533000000,780,1.4667333799458278
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,7,474174214000000,780,0.7337070242823303
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,8,474501895000000,780,0.8878139928363762
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,800,9,474829576000000,780,0.7381390948769286
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,0,945181480000000,990,0.38479140267965795
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,1,945509161000000,990,0.2143268490783235
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,2,945836842000000,990,0.7088619117255526
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,3,946164523000000,990,0.4164723375986672
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,4,946492204000000,990,0.43831702828248803
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,5,946819885000000,990,0.27083617719712416
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,6,947147566000000,990,0.5592441130442649
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,7,947475247000000,990,0.4392700754469406
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,8,947802928000000,990,0.637659492704532
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,1000,9,948130609000000,990,0.8768969382727354
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,0,945836841000000,1980,0.25487540003251136
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,1,946164522000000,1980,0.08145117362543036
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,2,946492203000000,1980,0.2951488288301546
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,3,946819884000000,1980,0.2052921792884692
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,4,947147565000000,1980,0.19916938883902816
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,5,947475246000000,1980,0.08964053926462412
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,6,947802927000000,1980,0.22310557445072793
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,7,948130608000000,1980,0.13666805621583036
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,8,948458289000000,1980,0.4076564820573225
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,2000,9,948785970000000,1980,0.24893295255081022
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,0,947802924000000,4980,0.17156360996978215
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,1,948130605000000,4980,0.057187543254902364
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,2,948458286000000,4980,0.11506215843185921
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,3,948785967000000,4980,0.27436998346879715
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,4,949113648000000,4980,0.21288003384015386
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,5,949441329000000,4980,2.3065424693681207e-05
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,6,949769010000000,4980,0.17156212748392746
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,7,950096691000000,4980,0.17156071658362124
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,8,950424372000000,4980,0.11438717300695703
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,5000,9,950752053000000,4980,1.5295228617248947e-05
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,0,425757016000000,9990,0.22874756682001623
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,1,426084697000000,9990,0.17156067511500012
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,2,426412378000000,9990,0.11437378341000101
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,3,426740059000000,9990,0.17156067511504552
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,4,427067740000000,9990,0.22874756682000075
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,5,427395421000000,9990,0.05718689170500022
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,6,427723102000000,9990,0.057186891705004336
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,7,428050783000000,9990,0.11437378341074814
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,8,428378464000000,9990,0.17156067511522627
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,PSO_GBEST,10000,9,428706145000000,9990,0.28589415488900327
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,0,91156998000000,300,0.6494491946273762
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,1,91484679000000,300,1.3080954093229735
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,2,91812360000000,300,0.824546698068536
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,3,92140041000000,300,0.9244569192877992
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,4,92467722000000,300,0.6937878420362156
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,5,92795403000000,300,1.3201809387155903
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,6,93123084000000,300,1.6516015834902635
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,7,93450765000000,300,1.061170292724072
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,8,93778446000000,300,0.6345583719603165
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,300,9,94106127000000,300,0.6572748088428815
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,0,92336648000000,500,0.7692680859165595
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,1,92664329000000,500,0.40764766343835046
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,2,92992010000000,500,0.4753858241443781
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,3,93319691000000,500,0.47083081430771895
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,4,93647372000000,500,0.7596806240546734
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,5,93975053000000,500,0.9884903294163975
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,6,94302734000000,500,0.41299002520593464
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,7,94630415000000,500,0.29160764891435487
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,8,94958096000000,500,0.2498613638309295
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,500,9,95285777000000,500,0.4671559959742394
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,0,94106123000000,800,0.972077518223318
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,1,94433804000000,800,0.34313260735689793
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,2,94761485000000,800,0.6290324325245231
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,3,95089166000000,800,0.3433716034590083
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,4,95416847000000,800,0.400353821400117
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,5,95744528000000,800,0.28615027288973616
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,6,96072209000000,800,0.8005102025628748
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,7,96399890000000,800,0.7431891245238306
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,8,96727571000000,800,0.857736372573364
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,800,9,97055252000000,800,0.9149477386895578
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,0,223877684000000,1000,0.6289762253889832
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,1,224205365000000,1000,0.1715624267538321
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,2,224533046000000,1000,0.5718292885919077
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,3,224860727000000,1000,0.34312195500045073
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,4,225188408000000,1000,0.17156398941251996
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,5,225516089000000,1000,0.7433506099329272
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,6,225843770000000,1000,0.4574560763404935
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,7,226171451000000,1000,0.6289761281860684
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,8,226499132000000,1000,0.2287484048290935
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,1000,9,226826813000000,1000,0.3431217629025498
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,0,224533045000000,2000,0.5146417217090131
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,1,224860726000000,2000,0.34312135023000445
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,2,225188407000000,2000,0.34312135023000306
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,3,225516088000000,2000,0.5146014180731199
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,4,225843769000000,2000,0.34312135023000934
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,5,226171450000000,2000,0.6290155051190063
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,6,226499131000000,2000,0.6290155051190072
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,7,226826812000000,2000,0.8576824646670113
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,8,227154493000000,2000,0.5718286134140084
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,2000,9,227482174000000,2000,0.571828613414006
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,0,226499128000000,5000,0.5718286134140035
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,1,226826809000000,5000,0.6290155051190036
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,2,227154490000000,5000,0.2859344585250003
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,3,227482171000000,5000,0.28593445852500016
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,4,227809852000000,5000,0.45745483000400317
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,5,228137533000000,5000,0.4574548300040032
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,6,228465214000000,5000,0.5146417217090034
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,7,228792895000000,5000,0.5718286134140035
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,8,229120576000000,5000,0.6861620931880066
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,5000,9,229448257000000,5000,0.4574548300040033
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,0,654908004000000,10000,0.3430810465940031
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,1,655235685000000,10000,0.6290155051190034
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,2,655563366000000,10000,0.2859344585250001
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,3,655891047000000,10000,0.6290155051190035
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,4,656218728000000,10000,0.4574951336400004
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,5,656546409000000,10000,0.45745483000400333
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,6,656874090000000,10000,0.7433489848930067
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,7,657201771000000,10000,0.5146417217090035
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,8,657529452000000,10000,0.5146417217090032
cont,Interp_Sphere_Rastrigin_lam0.25,0,0.25,ES_1P1,10000,9,657857133000000,10000,0.8003641040301794
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,0,469652219000000,300,1.1735183664098257
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,1,469979900000000,300,1.385767678751212
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,2,470307581000000,300,1.015458255851514
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,3,470635262000000,300,1.272471476389981
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,4,470962943000000,300,1.4165661656648365
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,5,471290624000000,300,1.2627485974060666
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,6,471618305000000,300,1.4087586168810802
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,7,471945986000000,300,1.3690741077676658
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,8,472273667000000,300,1.3082309290362053
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,300,9,472601348000000,300,0.9722403075987163
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,0,470831869000000,480,0.9694869447436221
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,1,471159550000000,480,1.1133986608823474
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,2,471487231000000,480,0.9230833212610496
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,3,471814912000000,480,0.8658104162858149
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,4,472142593000000,480,1.173342925806021
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,5,472470274000000,480,1.0863338932203723
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,6,472797955000000,480,0.9363938042467986
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,7,473125636000000,480,1.0876340521350771
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,8,473453317000000,480,0.9907451125760642
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,500,9,473780998000000,480,1.1380916800654108
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,0,472601344000000,780,0.8031002478879086
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,1,472929025000000,780,0.784088125199953
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,2,473256706000000,780,0.7669802907850437
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,3,473584387000000,780,0.8377844215362867
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,4,473912068000000,780,0.6794592987790298
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,5,474239749000000,780,0.7800167421099371
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,6,474567430000000,780,0.7400626066659172
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,7,474895111000000,780,0.7823644664475032
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,8,475222792000000,780,0.371060087635727
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,800,9,475550473000000,780,0.611907480829311
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,1000,0,945967913000000,990,0.658839250357937
cont,Interp_Sphere_Rastrigin_lam0.25,1,0.25,PSO_GBEST,1000,1,946295594000000,990,0.3184650528104185
