domain,problem,instance_id,lambda,algo_variant,budget,rep,seed,evals,best
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,1,92598793000000,500,1.035818947883143
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,2,92926474000000,500,0.8013667428578476
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,3,93254155000000,500,1.410393890678463
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,4,93581836000000,500,0.43885601920222805
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,5,93909517000000,500,0.7175619742475379
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,6,94237198000000,500,0.39955786372677027
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,7,94564879000000,500,1.0373278043791605
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,8,94892560000000,500,0.5836815447153363
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,500,9,95220241000000,500,0.45014842613057626
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,0,94040587000000,800,1.6572949705686553
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,1,94368268000000,800,0.42786881416072997
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,2,94695949000000,800,0.3742524257540942
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,3,95023630000000,800,1.9779253798001837
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,4,95351311000000,800,0.5881111496220147
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,5,95678992000000,800,1.8711726336994359
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,6,96006673000000,800,1.1226969810156646
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,7,96334354000000,800,0.48126974347548757
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,8,96662035000000,800,1.3900342206855205
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,800,9,96989716000000,800,0.53466336653941
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,0,223812148000000,1000,1.0157320915241739
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,1,224139829000000,1000,0.5346027348244001
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,2,224467510000000,1000,1.2830323118877687
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,3,224795191000000,1000,0.8553549137491097
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,4,225122872000000,1000,1.1226379028316935
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,5,225450553000000,1000,0.6415166298564304
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,6,225778234000000,1000,1.2295520722177378
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,7,226105915000000,1000,1.6037559506172645
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,8,226433596000000,1000,2.0847495832609457
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,1000,9,226761277000000,1000,1.3364731945640873
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,0,224467509000000,2000,1.0156684305888568
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,1,224795190000000,2000,1.2295669430601661
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,2,225122871000000,2000,0.8018810726868421
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,3,225450552000000,2000,0.5345987016176987
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,4,225778233000000,2000,0.7484322144659471
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,5,226105914000000,2000,0.588058944766904
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,6,226433595000000,2000,0.9622731870627342
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,7,226761276000000,2000,1.0691748286842713
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,8,227088957000000,2000,0.6949757011910271
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,2000,9,227416638000000,2000,0.6949757011910294
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,0,226433592000000,5000,0.641519187916087
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,1,226761273000000,5000,0.5345949717434226
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,2,227088954000000,5000,0.9088129439135275
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,3,227416635000000,5000,1.4433429160338802
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,4,227744316000000,5000,0.7484208295376318
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,5,228071997000000,5000,0.9088129439135274
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,6,228399678000000,5000,2.1382997725480437
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,7,228727359000000,5000,0.9088015589852213
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,8,229055040000000,5000,0.7484359443402091
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,5000,9,229382721000000,5000,1.3364836994842861
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,0,654842468000000,10000,0.8553375859617534
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,1,655170149000000,10000,1.176095314982662
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,2,655497830000000,10000,0.7484359443402095
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,3,655825511000000,10000,1.0157183154093432
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,4,656153192000000,10000,0.5880552148926192
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,5,656480873000000,10000,0.6949757011910126
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,6,656808554000000,10000,1.2295555581318582
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,7,657136235000000,10000,0.48113845846849723
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,8,657463916000000,10000,1.2295518282575868
cont,Interp_Sphere_Rastrigin_lam0.50,2,0.5,ES_1P1,10000,9,657791597000000,10000,0.48113845846849723
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,0,469586683000000,300,1.8187306022815073
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,1,469914364000000,300,2.281711924684769
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,2,470242045000000,300,2.0486322823234078
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,3,470569726000000,300,1.4063533041588787
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,4,470897407000000,300,1.8818146678136394
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,5,471225088000000,300,2.3787207754943935
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,6,471552769000000,300,2.611755686889981
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,7,471880450000000,300,2.1670996287286863
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,8,472208131000000,300,2.378196925816071
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,300,9,472535812000000,300,2.3479580269746436
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,0,470766333000000,480,1.8344168952269273
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,1,471094014000000,480,1.5520203653512041
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,2,471421695000000,480,2.2431819964237354
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,3,471749376000000,480,1.364682117190128
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,4,472077057000000,480,1.4897189572578324
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,5,472404738000000,480,1.6089257831350414
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,6,472732419000000,480,1.936907796079173
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,7,473060100000000,480,1.7369576250353254
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,8,473387781000000,480,2.0057063444112817
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,500,9,473715462000000,480,1.353589126657554
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,0,472535808000000,780,1.2781094721016064
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,1,472863489000000,780,1.3365285728329996
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,2,473191170000000,780,1.0276270426304979
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,3,473518851000000,780,1.043568307188636
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,4,473846532000000,780,1.0363782596503854
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,5,474174213000000,780,1.467165559880598
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,6,474501894000000,780,1.7549745805340011
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,7,474829575000000,780,1.4960684590079119
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,8,475157256000000,780,0.6718713485769767
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,800,9,475484937000000,780,2.012572104509349
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,0,945902377000000,990,1.0808794335028113
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,1,946230058000000,990,0.9872033280100904
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,2,946557739000000,990,0.7944978310108319
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,3,946885420000000,990,0.9105334089010114
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,4,947213101000000,990,0.7226176703327052
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,5,947540782000000,990,0.8770866298540018
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,6,947868463000000,990,0.9894461561086272
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,7,948196144000000,990,1.0480772369667912
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,8,948523825000000,990,0.9416372569212339
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,1000,9,948851506000000,990,1.2814359691072783
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,0,946557738000000,1980,0.8088393523227899
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,1,946885419000000,1980,0.697506986728669
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,2,947213100000000,1980,0.185398527020523
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,3,947540781000000,1980,0.27770460914663947
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,4,947868462000000,1980,0.23442602371105264
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,5,948196143000000,1980,0.5268594069974845
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,6,948523824000000,1980,0.36383958425807056
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,7,948851505000000,1980,0.8423364460570701
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,8,949179186000000,1980,0.39992874093741737
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,2000,9,949506867000000,1980,0.21737062243428112
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,0,948523821000000,4980,0.24569404421695906
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,1,948851502000000,4980,0.32085439258790605
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,2,949179183000000,4980,0.3742399819865252
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,3,949506864000000,4980,0.21384799300133556
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,4,949834545000000,4980,0.4873561653830777
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,5,950162226000000,4980,0.2673018423171378
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,6,950489907000000,4980,0.2235326122984906
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,7,950817588000000,4980,0.26730133540471834
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,8,951145269000000,4980,0.16050629490391374
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,5000,9,951472950000000,4980,0.21474772870216563
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,0,426543449000000,9990,0.3742179721707327
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,1,426871130000000,9990,0.21384097259682616
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,2,427198811000000,9990,0.10692048631015946
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,3,427526492000000,9990,0.1603807294476582
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,4,427854173000000,9990,0.16038073145724238
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,5,428181854000000,9990,0.320761458895181
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,6,428509535000000,9990,0.32080155734083793
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,7,428837216000000,9990,0.37421859990645545
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,8,429164897000000,9990,0.21384097260124033
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,PSO_GBEST,10000,9,429492578000000,9990,0.3742179721701089
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,0,91812359000000,300,1.9563811957996862
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,1,92140040000000,300,1.0842818846619164
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,2,92467721000000,300,1.5744124768307324
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,3,92795402000000,300,1.9102995773986389
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,4,93123083000000,300,2.549853848519838
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,5,93450764000000,300,2.113967221429574
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,6,93778445000000,300,1.879614693648588
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,7,94106126000000,300,1.2983059592844484
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,8,94433807000000,300,2.0382039603176056
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,300,9,94761488000000,300,1.860238804655363
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,0,92992009000000,500,0.6164432668256983
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,1,93319690000000,500,1.3115741282353168
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,2,93647371000000,500,0.9980896269675401
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,3,93975052000000,500,1.7800041861433775
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,4,94302733000000,500,1.6041879293872785
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,5,94630414000000,500,0.8710459816317699
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,6,94958095000000,500,2.0893861725953515
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,7,95285776000000,500,1.3737418167273614
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,8,95613457000000,500,0.8861860102519863
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,500,9,95941138000000,500,1.425001667063538
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,0,94761484000000,800,0.9623221029447224
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,1,95089165000000,800,0.5346298349903084
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,2,95416846000000,800,0.9623040903000653
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,3,95744527000000,800,1.6572642351459597
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,4,96072208000000,800,1.01578742565652
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,5,96399889000000,800,1.3365921729351808
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,6,96727570000000,800,0.9623265288473885
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,7,97055251000000,800,1.3899739584954642
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,8,97382932000000,800,0.8553762440140933
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,800,9,97710613000000,800,0.534647640390139
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,0,224598581000000,1000,1.2295532232344537
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,1,224926262000000,1000,0.5880642770726494
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,2,225253943000000,1000,1.0691902922154388
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,3,225581624000000,1000,0.9088007198875117
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,4,225909305000000,1000,0.7484383384594676
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,5,226236986000000,1000,1.1760961237658707
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,6,226564667000000,1000,0.9088138614062363
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,7,226892348000000,1000,0.4811392454435854
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,8,227220029000000,1000,1.0157308239726852
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,1000,9,227547710000000,1000,1.12265138517744
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,0,225253942000000,2000,0.6949757011910229
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,1,225581623000000,2000,0.6949757011910165
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,2,225909304000000,2000,0.9622580722601728
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,3,226236985000000,2000,1.2295669430601666
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,4,226564666000000,2000,1.0691748286842713
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,5,226892347000000,2000,0.7484359443402142
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,6,227220028000000,2000,0.5345987016177101
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,7,227547709000000,2000,2.031429171070155
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,8,227875390000000,2000,0.21384097259678997
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,2000,9,228203071000000,2000,0.6415191879160993
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,0,227220025000000,5000,0.5880552148926195
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,1,227547706000000,5000,0.5345987016176941
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,2,227875387000000,5000,0.8553413158360249
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,3,228203068000000,5000,1.1226501866360428
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,4,228530749000000,5000,1.3898864027589546
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,5,228858430000000,5000,0.588055214892619
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,6,229186111000000,5000,0.5880589447668911
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,7,229513792000000,5000,0.6949757011910123
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,8,229841473000000,5000,1.2830120714067839
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,5000,9,230169154000000,5000,1.0691286737380459
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,0,655694437000000,10000,0.9622580722601468
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,1,656022118000000,10000,0.7484208295376319
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,2,656349799000000,10000,0.8553527007643309
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,3,656677480000000,10000,1.8175457734014073
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,4,657005161000000,10000,1.2830120714067839
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,5,657332842000000,10000,1.0691785585585398
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,6,657660523000000,10000,0.4811384584684975
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,7,657988204000000,10000,0.962273187062724
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,8,658315885000000,10000,0.5880552148926192
cont,Interp_Sphere_Rastrigin_lam0.50,3,0.5,ES_1P1,10000,9,658643566000000,10000,0.37421797217010433
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,0,470307580000000,300,1.4585571318817012
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,1,470635261000000,300,2.393256977477873
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,2,470962942000000,300,2.2368685535710817
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,3,471290623000000,300,2.179486544733501
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,4,471618304000000,300,1.381742945724964
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,5,471945985000000,300,1.8189685661325043
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,6,472273666000000,300,2.2822998050388383
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,7,472601347000000,300,1.5004878002044155
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,8,472929028000000,300,1.8586421008967347
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,300,9,473256709000000,300,2.2702079195252325
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,0,471487230000000,480,1.7649820820592683
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,1,471814911000000,480,1.840133442732671
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,2,472142592000000,480,1.5976088538593483
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,3,472470273000000,480,2.060772852920431
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,4,472797954000000,480,1.948638628287763
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,5,473125635000000,480,1.887206565834265
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,6,473453316000000,480,1.5973190898312648
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,7,473780997000000,480,1.957217639865322
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,8,474108678000000,480,2.0299201103847264
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,500,9,474436359000000,480,1.5123409003017416
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,0,473256705000000,780,1.2210356819316341
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,1,473584386000000,780,1.4847475922411806
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,2,473912067000000,780,1.6014459083310932
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,3,474239748000000,780,0.9622668537075787
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,4,474567429000000,780,1.7720047582448104
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,5,474895110000000,780,1.5126965937294303
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,6,475222791000000,780,1.0156237462756335
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,7,475550472000000,780,0.9467231435916366
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,8,475878153000000,780,1.123755280781181
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,800,9,476205834000000,780,1.0126646185705996
cont,Interp_Sphere_Rastrigin_lam0.50,4,0.5,PSO_GBEST,1000,0,946688810000000,990,1.2244678024835336
