instance_id,problem,domain,budget,target,target_name,algo_variant,algo_base,successes,trials,succ_rate,beta_mean,beta_p05,beta_p95,mean_best,median_best,min_best,max_best,mean_auc_raw,median_auc_raw,mean_auc_log,median_auc_log,mean_wall_ms
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,"SA(T0=2.0,alpha=0.99,flips=1)",SA,0,12,0.0,0.07142857142857142,0.003918797271341896,0.2059757843149372,7743.666666666667,7742.5,7522.0,8134.0,7663.000277777777,7638.086666666666,8.942467922397759,8.940857566477707,5.25
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,"SA(T0=2.0,alpha=0.99,flips=1)",SA,0,12,0.0,0.07142857142857142,0.00395188647858648,0.2049077137480268,7743.666666666667,7742.5,7522.0,8134.0,7663.000277777777,7638.086666666666,8.942467922397759,8.940857566477707,5.25
bin::knapsack01::n200::i001,knapsack01,bin,300,8146.611320754717,easy,"SA(T0=2.0,alpha=0.995,flips=2)",SA,2,12,0.16666666666666666,0.21428571428571427,0.06435939018376388,0.40856691011810925,8015.416666666667,8000.5,7805.0,8353.0,7842.660277777778,7823.58,8.965837387825422,8.962648586761016,5.333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,"SA(T0=2.0,alpha=0.995,flips=2)",SA,0,12,0.0,0.07142857142857142,0.003868996510566461,0.20386580961111242,8015.416666666667,8000.5,7805.0,8353.0,7842.660277777778,7823.58,8.965837387825422,8.962648586761016,5.333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,"SA(T0=2.0,alpha=0.995,flips=2)",SA,0,12,0.0,0.07142857142857142,0.003919149906024474,0.20761844205481397,8015.416666666667,8000.5,7805.0,8353.0,7842.660277777778,7823.58,8.965837387825422,8.962648586761016,5.333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8146.611320754717,easy,TABU(tenure=12),TABU,9,12,0.75,0.7142857142857143,0.5053866438116208,0.8878252831010383,8219.0,8226.5,8098.0,8370.0,8057.38888888889,8046.903333333334,8.991756984500157,8.99293397730176,50.333333333333336
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,TABU(tenure=12),TABU,0,12,0.0,0.07142857142857142,0.004012576425420034,0.20432529144255893,8219.0,8226.5,8098.0,8370.0,8057.38888888889,8046.903333333334,8.991756984500157,8.99293397730176,50.333333333333336
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,TABU(tenure=12),TABU,0,12,0.0,0.07142857142857142,0.004049214976607758,0.20550779409306225,8219.0,8226.5,8098.0,8370.0,8057.38888888889,8046.903333333334,8.991756984500157,8.99293397730176,50.333333333333336
bin::knapsack01::n200::i001,knapsack01,bin,300,8146.611320754717,easy,TABU(tenure=7),TABU,12,12,1.0,0.9285714285714286,0.7962291025851206,0.9959568431689466,8258.25,8248.5,8178.0,8392.0,8145.450833333332,8150.843333333333,9.004348156996274,9.005820633283363,50.416666666666664
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,TABU(tenure=7),TABU,0,12,0.0,0.07142857142857142,0.0037542065680028513,0.20661547605489908,8258.25,8248.5,8178.0,8392.0,8145.450833333332,8150.843333333333,9.004348156996274,9.005820633283363,50.416666666666664
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,TABU(tenure=7),TABU,0,12,0.0,0.07142857142857142,0.003971378087994615,0.20986341625158547,8258.25,8248.5,8178.0,8392.0,8145.450833333332,8150.843333333333,9.004348156996274,9.005820633283363,50.416666666666664
bin::knapsack01::n200::i001,knapsack01,bin,300,8146.611320754717,easy,"UMDA(pop=100,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.0038997737198696127,0.20631858832646194,7989.916666666667,7991.5,7877.0,8108.0,7902.305555555555,7894.833333333334,8.97483881332595,8.973919725860707,1.3333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,"UMDA(pop=100,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.004024273044202567,0.20301537583204177,7989.916666666667,7991.5,7877.0,8108.0,7902.305555555555,7894.833333333334,8.97483881332595,8.973919725860707,1.3333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,"UMDA(pop=100,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.003667406541406194,0.2053756590290846,7989.916666666667,7991.5,7877.0,8108.0,7902.305555555555,7894.833333333334,8.97483881332595,8.973919725860707,1.3333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8146.611320754717,easy,"UMDA(pop=50,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.004018771518301017,0.2042438827919593,8012.583333333333,8011.5,7844.0,8118.0,7899.4722222222235,7920.75,8.974452087716106,8.97716609363833,1.3333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8956.232075471698,hard,"UMDA(pop=50,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.003811805139410309,0.2071034760921591,8012.583333333333,8011.5,7844.0,8118.0,7899.4722222222235,7920.75,8.974452087716106,8.97716609363833,1.3333333333333333
bin::knapsack01::n200::i001,knapsack01,bin,300,8588.222641509434,med,"UMDA(pop=50,elite=0.2)",UMDA,0,12,0.0,0.07142857142857142,0.004076294865366988,0.2088089200638177,8012.583333333333,8011.5,7844.0,8118.0,7899.4722222222235,7920.75,8.974452087716106,8.97716609363833,1.3333333333333333
