instance_id,domain,problem,budget,algo_variant,algo_base,rep,seed,best,auc_raw,auc_log,wall_ms,succ_easy,succ_med,succ_hard
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,4,1389819820,184.0,115.38625,4.1101930966286515,95,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,5,904887002,194.0,133.83375,4.715840424570992,113,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,6,1532389956,194.0,122.64125,4.556628248612592,119,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,7,1325132179,187.0,125.135,4.574999397305658,102,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,8,634470781,189.0,127.69875,4.650504620642932,112,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,9,1190833955,183.0,101.845,4.3913841232087885,110,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,10,1059718951,178.0,92.62375,3.918152458101372,111,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=7),TABU,11,1654354472,181.0,116.93,4.380705119926155,111,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,0,1843041496,179.0,108.77375,4.434246392140205,111,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,1,1703826246,184.0,124.55375,4.054229757177901,112,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,2,1220801731,176.0,118.3475,4.489163692204641,109,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,3,687784968,184.0,120.66375,4.5628547051577195,111,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,4,680817078,180.0,124.88875,4.645007598646229,110,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,5,588785145,182.0,113.5675,4.314653807485502,112,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,6,1139291289,176.0,102.4025,4.39302899121812,109,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,7,1102336815,174.0,101.2875,4.335488965173337,112,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,8,338164408,178.0,114.535,4.490454994288919,109,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,9,451093838,184.0,125.4675,4.627310170115959,95,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,10,1162058393,177.0,100.7725,4.096943866681971,123,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,TABU(tenure=12),TABU,11,1063738231,178.0,118.71125,4.2582548054348806,99,1,1,1
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,0,1538361,11.0,9.6875,2.269031785860235,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,1,1178818555,9.0,6.5625,1.86430314096767,17,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,2,2119560020,17.0,13.75,2.589349128238025,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,3,452740809,11.0,6.0,1.7380879336169874,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,4,1114685445,11.0,9.875,2.256980011705614,14,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,5,1264183941,13.0,8.5625,2.1235494502508567,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,6,723014419,8.0,6.5625,1.8645370420210954,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,7,1377295365,11.0,9.75,2.27247608813463,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,8,1921364028,11.0,7.75,1.944182508963565,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,9,244193091,8.0,6.75,1.9035063627481361,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,10,817875934,9.0,6.5,1.842471182436114,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.02)",GA,11,1772054520,9.0,7.5625,2.011249807193178,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,0,143057792,18.0,12.3125,2.443826900156619,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,1,1008081433,8.0,7.0,1.92855778621242,17,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,2,1730175867,14.0,11.1875,2.38192482906343,17,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,3,776641213,15.0,11.75,2.3219101727116245,13,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,4,810963089,14.0,9.875,2.2328501947569204,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,5,1198574978,17.0,12.8125,2.515522678907593,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,6,1603367557,10.0,8.8125,2.168513268530287,15,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,7,247794121,10.0,7.375,1.9597642249369336,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,8,1909080215,11.0,7.3125,1.9499879231643222,1,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,9,1070726529,7.0,5.875,1.7566445159560562,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,10,1451818276,12.0,8.75,2.147424970550866,15,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=50,pc=0.9,pm=0.05)",GA,11,229721479,13.0,10.875,2.3720801885974776,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,0,592611595,19.0,11.25,2.382557572596422,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,1,215303237,12.0,9.125,2.2037390774787076,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,2,1327966902,7.0,7.0,1.9459101490554565,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,3,1922831245,7.0,6.25,1.819733060322523,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,4,2117798246,10.0,8.375,2.089788104482504,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,5,1262546463,8.0,6.75,1.9047950681983066,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,6,313031877,10.0,8.25,2.0857099510679924,15,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,7,1590082169,12.0,7.5,1.9666276540623828,18,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,8,1468799894,9.0,8.625,2.153055938965193,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,9,320735688,8.0,8.0,2.0794415416799614,14,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,10,1646692575,6.0,6.0,1.7917594692282217,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"GA(pop=100,pc=0.9,pm=0.02)",GA,11,123520381,10.0,8.75,2.163120373422781,5,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,0,1526648944,20.0,14.5,2.5925432657895326,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,1,990803150,16.0,11.6875,2.3655440092759967,11,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,2,1263077505,19.0,13.375,2.497747733643933,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,3,665432296,25.0,19.125,2.88975759038593,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,4,228215043,24.0,14.8125,2.631474970118008,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,5,180470252,16.0,10.3125,2.2966913476035846,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,6,1332137363,24.0,19.125,2.8950783861170395,16,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,7,373787367,21.0,17.8125,2.841785019302557,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,8,703748925,32.0,18.4375,2.799538999326259,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,9,1269373164,24.0,17.8125,2.822196956534167,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,10,1372469778,21.0,14.4375,2.619716297132421,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=50,elite=0.2)",UMDA,11,166656096,18.0,13.375,2.554124648357692,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,0,1354388499,10.0,7.625,2.004556457739865,1,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,1,2023932119,20.0,12.375,2.4603319441078613,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,2,1222415954,22.0,15.125,2.620134384919772,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,3,23344752,18.0,12.125,2.423882447636253,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,4,1730578964,19.0,14.0,2.6121183022260492,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,5,787882533,18.0,13.5,2.548270615343691,15,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,6,262998362,16.0,11.5,2.3800190131402217,1,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,7,876790468,17.0,12.75,2.480055490391623,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,8,1323861536,18.0,14.375,2.6150883841415986,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,9,418565572,19.0,14.375,2.627764885849333,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,10,535556068,18.0,12.625,2.491390628626442,0,0,0,0
bin::leadingones::n200::i009,bin,leadingones,800,"UMDA(pop=100,elite=0.2)",UMDA,11,1523491604,16.0,12.625,2.5059419226069917,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,0,1121246044,10.0,8.22,1.8730483085694452,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,1,2044530094,9.0,8.916666666666666,2.083148927843212,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,2,2126288461,10.0,7.05,1.7989464201990408,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,3,705302825,8.0,6.066666666666666,1.6851294911108468,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,4,387174175,7.0,6.02,1.769293341879774,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,5,171300305,9.0,5.05,1.5952648746396358,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,6,2090781835,8.0,6.423333333333333,1.7176078284721301,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,7,639058331,6.0,5.69,1.3487202531776206,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,8,359802143,8.0,6.8933333333333335,1.7285631905512238,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,9,279315263,6.0,5.773333333333333,1.4580812625089208,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,10,698826162,9.0,6.91,1.7908223870523368,15,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,RS_BIN,RS_BIN,11,1821401887,9.0,8.163333333333334,1.9496163347462405,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,0,1478308806,1.0,1.0,1.000088900581841e-12,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,1,615113449,5.0,3.1933333333333334,-3.499881153368509,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,2,1012673394,13.0,8.68,1.9747102399396765,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,3,1291014790,6.0,4.926666666666667,-0.632440926562856,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,4,933046512,3.0,3.0,1.098612288668443,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,5,549438061,10.0,6.98,-1.0229603373166298,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,6,9112530,0.0,0.0,-27.631021115928547,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,7,81283563,11.0,8.803333333333333,2.113254210398943,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,8,546868301,6.0,3.3333333333333335,1.1033973936860544,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,9,1119994973,0.0,0.0,-27.631021115928547,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,10,806063046,4.0,2.5733333333333333,-5.433447115309918,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=1),HC,11,1629614715,3.0,1.9733333333333334,0.5346579804858224,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,0,1413376694,8.0,5.193333333333333,1.6120288373333516,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,1,1810225000,7.0,4.636666666666667,-3.6775948103761014,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,2,1817703209,3.0,1.4133333333333333,0.22704653965893834,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,3,644271413,5.0,3.006666666666667,-2.1915913238872244,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,4,212397707,2.0,0.20666666666666667,-22.189988824656808,17,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,5,157115287,0.0,0.0,-27.631021115928547,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,6,341474567,9.0,5.973333333333334,1.4837018909991084,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,7,565136644,5.0,1.7833333333333334,-9.214849982051573,14,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,8,514580533,4.0,0.16,-26.470328496846598,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,9,1035751679,7.0,4.533333333333333,-4.255809871683901,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,10,590827332,8.0,4.69,-2.138041609664122,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,HC(flips=2),HC,11,1925321467,20.0,9.623333333333333,1.9004141062465427,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,0,1423922021,4.0,3.02,-1.9927600801063325,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,1,1779075047,2.0,1.6266666666666667,-4.594030901450832,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,2,465562405,4.0,1.0966666666666667,-0.3175828216370256,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,3,393595847,4.0,2.4266666666666667,0.815610142900595,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,4,1902378444,3.0,1.8833333333333333,-8.158393267739513,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,5,1176076906,4.0,1.7733333333333334,-14.766677921103632,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,6,1779178180,0.0,0.0,-27.631021115928547,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,7,1199736854,0.0,0.0,-27.631021115928547,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,8,781346102,1.0,0.08666666666666667,-25.236332619214654,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,9,823587547,5.0,2.71,0.8944939763065314,17,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,10,539523268,0.0,0.0,-27.631021115928547,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=1.0,alpha=0.995,flips=1)",SA,11,1245030002,3.0,1.4333333333333333,0.2946101367943974,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,0,1219088666,3.0,2.703333333333333,-0.3056268038163362,15,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,1,2000447515,2.0,2.0,0.6931471805604453,1,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,2,1163752271,3.0,1.8566666666666667,-1.2739826957906106,8,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,3,229753529,8.0,3.6333333333333333,-13.879210081518265,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,4,1532014465,4.0,3.5,1.1552453009336172,7,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,5,2016642703,2.0,2.0,0.6931471805604453,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,6,459076993,3.0,0.8933333333333333,-18.55628022726562,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,7,1153153732,7.0,6.096666666666667,1.699372387712409,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,8,797043824,1.0,0.5133333333333333,-13.447096943084713,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,9,1554384288,7.0,4.21,1.3748957280389833,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,10,2052083231,3.0,2.34,-0.8888326648875625,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.99,flips=1)",SA,11,754073955,5.0,3.3833333333333333,1.1396297283171026,15,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,0,324629051,7.0,6.363333333333333,1.8477675495654504,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,1,104594289,3.0,0.6766666666666666,-20.11150369830358,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,2,1180977985,0.0,0.0,-27.631021115928547,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,3,435680989,15.0,3.4266666666666667,0.6201376033754424,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,4,2064208385,10.0,6.63,1.7132580055122848,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,5,397237846,4.0,2.223333333333333,0.6122800094952616,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,6,1358415184,2.0,1.2266666666666666,0.15711336092780767,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,7,1042728638,4.0,3.1866666666666665,-3.9705146593019625,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,8,242811679,5.0,3.7666666666666666,-0.1842758546397289,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,9,1038456398,2.0,1.94,-0.15657786833422468,16,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,10,675532787,17.0,4.843333333333334,-6.252596655659551,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"SA(T0=2.0,alpha=0.995,flips=2)",SA,11,1322487475,7.0,2.3466666666666667,-5.757493359284238,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,0,1469676138,82.0,39.406666666666666,3.2359126515882912,49,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,1,1164563615,109.0,58.32666666666667,3.812282959586662,30,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,2,1979689833,100.0,50.68333333333333,2.9714513650032823,50,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,3,1928261844,94.0,54.09,3.741369015678591,46,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,4,775568116,59.0,30.14666666666667,3.0182781995079027,32,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,5,1769358283,96.0,47.41,2.6436723369078368,47,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,6,432794699,83.0,42.7,3.2627213763165925,32,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,7,1791973043,90.0,48.836666666666666,3.0531689566936304,47,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,8,1002038406,136.0,87.04333333333334,3.7952442221454126,48,1,1,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,9,1362637193,97.0,46.93333333333333,3.561118019485717,32,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,10,1256326795,94.0,40.08,3.4446638820107176,47,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=7),TABU,11,2079624981,81.0,42.153333333333336,3.4373270567193974,31,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,0,1183094247,99.0,48.88,3.2892292786587825,49,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,1,2131025268,64.0,29.07,-0.5262384158000751,46,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,2,1731143568,115.0,62.836666666666666,3.914840705806305,39,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,3,4176685,98.0,43.73,3.3430549187188108,41,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,4,554077021,91.0,47.69,2.0637703981632867,47,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,5,1075284247,112.0,57.83,3.726084458003661,31,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,6,1796957243,107.0,53.39666666666667,3.6961370205111863,51,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,7,382191388,103.0,52.31,3.15058168321435,29,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,8,1804041479,94.0,45.096666666666664,3.506195633195933,49,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,9,1983174290,101.0,53.833333333333336,3.6512393152757956,46,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,10,1854197397,89.0,39.56333333333333,2.996260057494157,41,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,TABU(tenure=12),TABU,11,542064401,91.0,43.75333333333333,2.915247231537229,38,1,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"GA(pop=50,pc=0.9,pm=0.02)",GA,0,913645988,6.0,6.0,1.791759469228222,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"GA(pop=50,pc=0.9,pm=0.02)",GA,1,1786761713,8.0,6.666666666666667,1.8876534933788018,0,0,0,0
bin::leadingones::n200::i010,bin,leadingones,300,"GA(pop=50,pc=0.9,pm=0.02)",GA,2,1395054556,5.0,5.0,1.6094379124343001,16,0,0,0
