problem,instance_id,algo_variant,budget,best,fitness_score
Griewank,2,GWO,1500,0.032902812748954936,0.959466349820913
Griewank,2,GWO,2000,0.03521184394057715,0.9533909343690111
Griewank,2,GWO,3500,0.037841553844800806,0.9464717640069532
Griewank,2,GWO,5000,0.02170970887957307,0.9889171240025336
Griewank,2,GWO,8000,0.018052529551832938,0.9985397241123737
Griewank,2,GWO,12000,0.0170434485194785,1.0
Griewank,2,GWO,15000,0.02277105798704742,0.9861245516064536
Griewank,2,GWO,20000,0.04199025537470744,0.9355558935451015
Griewank,2,MFO,200,0.3051883324101378,0.24304135760741885
Griewank,2,MFO,300,0.240868399028191,0.4122769740650022
Griewank,2,MFO,500,0.179673304106469,0.573290660938079
Griewank,2,MFO,800,0.11622484515432593,0.7402332944182226
Griewank,2,MFO,1000,0.09716884645579466,0.79037255168098
Griewank,2,MFO,1500,0.0939284761724762,0.7988984632237017
Griewank,2,MFO,2000,0.11013360237713361,0.756260289040084
Griewank,2,MFO,3500,0.05875649482050245,0.8914413443052078
Griewank,2,MFO,5000,0.052959125166679964,0.9066951136362643
Griewank,2,MFO,8000,0.05391637794708091,0.9041764346532671
Griewank,2,MFO,12000,0.04590577075520607,0.9252535716314126
Griewank,2,MFO,15000,0.06419901964363788,0.8771212261847567
Griewank,2,MFO,20000,0.044219516214504054,0.9296903661318903
Griewank,2,PSO_GBEST,200,0.21702520492111735,0.4750120771794124
Griewank,2,PSO_GBEST,300,0.10004911553695875,0.7827941216689344
Griewank,2,PSO_GBEST,500,0.08934619735598327,0.8109551420713724
Griewank,2,PSO_GBEST,800,0.03356418188565972,0.9577261861162709
Griewank,2,PSO_GBEST,1000,0.03262443722024718,0.9601987985616136
Griewank,2,PSO_GBEST,1500,0.022297239640270992,0.987371240397772
Griewank,2,PSO_GBEST,2000,0.04092851009896529,0.9383495083206973
Griewank,2,PSO_GBEST,3500,0.023771364486221778,0.9834925916815415
Griewank,2,PSO_GBEST,5000,0.021477850847248205,0.9895271780708134
Griewank,2,PSO_GBEST,8000,0.02505180534412527,0.9801235552641998
Griewank,2,PSO_GBEST,12000,0.025067713323329598,0.9800816989293797
Griewank,2,PSO_GBEST,15000,0.03293616347891643,0.9593785989317628
Griewank,2,PSO_GBEST,20000,0.03617785601334903,0.9508492083434226
Griewank,2,PSO_RING,200,0.24636642578751788,0.39781082183207506
Griewank,2,PSO_RING,300,0.1465577198989081,0.6604228455197968
Griewank,2,PSO_RING,500,0.10778256720912036,0.7624462234005798
Griewank,2,PSO_RING,800,0.056827422233783086,0.896517030352117
Griewank,2,PSO_RING,1000,0.04527550026955323,0.9269119100121613
Griewank,2,PSO_RING,1500,0.023760835180025912,0.9835202959021654
Griewank,2,PSO_RING,2000,0.01819455774497245,0.9981660261379435
Griewank,2,PSO_RING,3500,0.013089285767141311,1.0
Griewank,2,PSO_RING,5000,0.01021289541599166,1.0
Griewank,2,PSO_RING,8000,0.007960009527868623,1.0
Griewank,2,PSO_RING,12000,0.010059768192325135,1.0
Griewank,2,PSO_RING,15000,0.009229757709621573,1.0
Griewank,2,PSO_RING,20000,0.008130708560545367,1.0
Griewank,2,WOA,200,0.18159506466955372,0.5682342139475913
Griewank,2,WOA,300,0.08911290428486884,0.8115689719469552
Griewank,2,WOA,500,0.0944456706056732,0.7975376452917122
Griewank,2,WOA,800,0.04388505800848801,0.9305703770040767
Griewank,2,WOA,1000,0.03541629019698559,0.9528530048902869
Griewank,2,WOA,1500,0.0403918725745053,0.9397614840098971
Griewank,2,WOA,2000,0.04240668118815539,0.9344602133174926
Griewank,2,WOA,3500,0.03894004049258007,0.9435814770425155
Griewank,2,WOA,5000,0.03583718218760888,0.9517455734650674
Griewank,2,WOA,8000,0.032004415961453696,0.9618301696534589
Griewank,2,WOA,12000,0.03274202758168535,0.9598894002730725
Griewank,2,WOA,15000,0.028987508461852718,0.9697681163154774
Griewank,2,WOA,20000,0.028266966119621092,0.9716639738056779
Griewank,3,ALO,200,0.5401805841635159,0.0
Griewank,3,ALO,300,0.49197349533057244,0.0
Griewank,3,ALO,500,0.4433706772373034,0.005103428814887567
Griewank,3,ALO,800,0.45803067677610765,0.0
Griewank,3,ALO,1000,0.4473141205260708,0.0
Griewank,3,ALO,1500,0.47995265038167895,0.0
Griewank,3,ALO,2000,0.40489075704544714,0.09564706571537096
Griewank,3,ALO,3500,0.40371986461206394,0.09840218731669415
Griewank,3,ALO,5000,0.3460622247551601,0.23407119031133128
Griewank,3,ALO,8000,0.22079890113263342,0.5288170430697822
Griewank,3,ALO,12000,0.16016700862767647,0.6714844922793004
Griewank,3,ALO,15000,0.09203800219011475,0.8317927255219151
Griewank,3,ALO,20000,0.08367071124353014,0.8514810447681851
Griewank,3,BA,200,0.4675133368873578,0.0
Griewank,3,BA,300,0.4756112101163075,0.0
Griewank,3,BA,500,0.3948726617775319,0.11921974403304958
Griewank,3,BA,800,0.4264073582927888,0.04501828787595896
Griewank,3,BA,1000,0.4142592606340511,0.07360288311316909
Griewank,3,BA,1500,0.3869924939741532,0.13776185765351912
Griewank,3,BA,2000,0.3244985800983884,0.2848106617634315
Griewank,3,BA,3500,0.20732699410325398,0.5605165749904164
Griewank,3,BA,5000,0.17841380585065922,0.6285495959978847
Griewank,3,BA,8000,0.1064337047457843,0.7979194934926095
Griewank,3,BA,12000,0.04088089017550688,0.9521659215169603
Griewank,3,BA,15000,0.04999858129439162,0.9307119031634146
Griewank,3,BA,20000,0.061192436744476726,0.9043726493828543
Griewank,3,ES_1P1,200,0.11074170297104752,0.7877827306009153
Griewank,3,ES_1P1,300,0.06907862468522039,0.8858163703189809
Griewank,3,ES_1P1,500,0.03855163391438567,0.9576466847852733
Griewank,3,ES_1P1,800,0.06516736260634927,0.8950196090919886
Griewank,3,ES_1P1,1000,0.04094545291815409,0.9520140047380689
Griewank,3,ES_1P1,1500,0.07368900963244539,0.8749680884475091
Griewank,3,ES_1P1,2000,0.035754926484036005,0.9642273653279542
Griewank,3,ES_1P1,3500,0.04939713432957688,0.9321271138843715
Griewank,3,ES_1P1,5000,0.07958916393821155,0.8610849663813885
Griewank,3,ES_1P1,8000,0.07072564370424066,0.8819409181017509
Griewank,3,ES_1P1,12000,0.05241804855948467,0.9250188725009041
Griewank,3,ES_1P1,15000,0.06446980151011747,0.8966609773250361
Griewank,3,ES_1P1,20000,0.05930517642285847,0.9088133917868226
Griewank,3,ES_MULAMBDA,200,0.3447600630579032,0.23713518980286608
Griewank,3,ES_MULAMBDA,300,0.30387976100340064,0.33332694922310335
Griewank,3,ES_MULAMBDA,500,0.24465476160109365,0.47268396489718256
Griewank,3,ES_MULAMBDA,800,0.2056509350214981,0.5644603587655808
Griewank,3,ES_MULAMBDA,1000,0.18672426655337634,0.6089949988835746
Griewank,3,ES_MULAMBDA,1500,0.1698081795353555,0.6487987207494222
Griewank,3,ES_MULAMBDA,2000,0.13320946195847624,0.734915869090224
Griewank,3,ES_MULAMBDA,3500,0.09870403376743443,0.8161074865792488
Griewank,3,ES_MULAMBDA,5000,0.07538276285064863,0.8709826701923934
Griewank,3,ES_MULAMBDA,8000,0.07525719935856193,0.8712781223445488
Griewank,3,ES_MULAMBDA,12000,0.07919836747768304,0.862004514359858
Griewank,3,ES_MULAMBDA,15000,0.08068318643558693,0.8585107205079712
Griewank,3,ES_MULAMBDA,20000,0.08068500891243215,0.8585064322017348
Griewank,3,FA,200,0.3726530581656285,0.17150269346428637
Griewank,3,FA,300,0.32253838748712155,0.28942301457405706
Griewank,3,FA,500,0.27390952117358564,0.4038472231592607
Griewank,3,FA,800,0.23209855472284252,0.5022288452078316
Griewank,3,FA,1000,0.21457559471464646,0.5434605452865542
Griewank,3,FA,1500,0.18211980433591135,0.6198293445127108
Griewank,3,FA,2000,0.158650594202327,0.6750526305819509
Griewank,3,FA,3500,0.13442514807321404,0.7320553475088649
Griewank,3,FA,5000,0.12000091678144414,0.7659957079394203
Griewank,3,FA,8000,0.11037168283252137,0.7886533916860096
Griewank,3,FA,12000,0.09827491850288855,0.8171171990866495
Griewank,3,FA,15000,0.09143930820882645,0.8332014584451123
Griewank,3,FA,20000,0.08258986653566036,0.8540242831711556
Griewank,3,GWO,200,0.39507558544762245,0.1187422626086706
Griewank,3,GWO,300,0.12609830229387237,0.7516484988722765
Griewank,3,GWO,500,0.04072310190276044,0.9525371989001638
Griewank,3,GWO,800,0.04057021062505784,0.9528969536050731
Griewank,3,GWO,1000,0.05104271035038442,0.9282550570563619
Griewank,3,GWO,1500,0.03958196528116198,0.9552223047788844
Griewank,3,GWO,2000,0.04831051382139013,0.9346839428032293
Griewank,3,GWO,3500,0.04165640257504462,0.9503411330879441
Griewank,3,GWO,5000,0.04316261920151936,0.9467969903079946
Griewank,3,GWO,8000,0.03948751846086291,0.9554445390912459
Griewank,3,GWO,12000,0.030503310286600676,0.9765844707416477
Griewank,3,GWO,15000,0.03732991565934401,0.9605214000530714
Griewank,3,GWO,20000,0.04598882862872108,0.9401468912717853
Griewank,3,MFO,200,0.3292901370555351,0.2735360803414125
Griewank,3,MFO,300,0.26019011247936363,0.4361291289715775
Griewank,3,MFO,500,0.1746536068024472,0.6373973819495538
Griewank,3,MFO,800,0.12866082477561022,0.7456188578548583
Griewank,3,MFO,1000,0.12714400494392042,0.7491879500826805
Griewank,3,MFO,1500,0.10350276763724761,0.804816017809977
Griewank,3,MFO,2000,0.07811925970106799,0.8645436657462218
Griewank,3,MFO,3500,0.08265441716294487,0.8538723948998337
Griewank,3,MFO,5000,0.08733668910195999,0.8428549622180156
Griewank,3,MFO,8000,0.05544545015195508,0.9178953662884718
Griewank,3,MFO,12000,0.06917388746758892,0.8855922160397126
Griewank,3,MFO,15000,0.0794376704987942,0.8614414319588383
Griewank,3,MFO,20000,0.047874479734187084,0.9357099353695107
Griewank,3,PSO_GBEST,200,0.1931992054799011,0.5937594028586084
Griewank,3,PSO_GBEST,300,0.11980566076718824,0.7664551472929656
Griewank,3,PSO_GBEST,500,0.06629665316771485,0.8923623771114226
Griewank,3,PSO_GBEST,800,0.03399809766080499,0.9683612011122757
Griewank,3,PSO_GBEST,1000,0.049318646363338145,0.9323117968535862
Griewank,3,PSO_GBEST,1500,0.044697029738797474,0.9431865069740664
Griewank,3,PSO_GBEST,2000,0.02949355085841021,0.9789604447708835
Griewank,3,PSO_GBEST,3500,0.0331495483726181,0.9703578460704432
Griewank,3,PSO_GBEST,5000,0.04027960545160649,0.953580750483424
Griewank,3,PSO_GBEST,8000,0.030634336912449725,0.9762761637811337
Griewank,3,PSO_GBEST,12000,0.04541046116859819,0.9415077956874733
Griewank,3,PSO_GBEST,15000,0.03376015628557362,0.9689210795469277
Griewank,3,PSO_GBEST,20000,0.02857264076804841,0.9811273554199694
Griewank,3,PSO_RING,200,0.2586900030832909,0.4396589013773363
Griewank,3,PSO_RING,300,0.16602400008548618,0.6577029328259263
Griewank,3,PSO_RING,500,0.107278003457958,0.7959328501822946
Griewank,3,PSO_RING,800,0.0531349558751394,0.9233319824201477
Griewank,3,PSO_RING,1000,0.03889405960509783,0.9568409537117508
Griewank,3,PSO_RING,1500,0.022542151457176376,0.995317157056081
Griewank,3,PSO_RING,2000,0.018923696835907007,1.0
Griewank,3,PSO_RING,3500,0.015088461382033541,1.0
Griewank,3,PSO_RING,5000,0.017328251262322302,1.0
Griewank,3,PSO_RING,8000,0.009678735578873613,1.0
Griewank,3,PSO_RING,12000,0.010923676934392411,1.0
Griewank,3,PSO_RING,15000,0.00994192785084441,1.0
Griewank,3,PSO_RING,20000,0.007638721849782286,1.0
Griewank,3,WOA,200,0.20438069373995013,0.5674492491998395
Griewank,3,WOA,300,0.11081306009772011,0.7876148265684877
Griewank,3,WOA,500,0.06090251790980037,0.9050548312992062
Griewank,3,WOA,800,0.05727716315749564,0.9135853272745484
Griewank,3,WOA,1000,0.04552734180834705,0.9412327743736725
Griewank,3,WOA,1500,0.05554721726911836,0.9176559072444068
Griewank,3,WOA,2000,0.050411782047907354,0.9297396376595674
Griewank,3,WOA,3500,0.03401952742481283,0.968310776663329
Griewank,3,WOA,5000,0.03738597007141723,0.9603895034610794
Griewank,3,WOA,8000,0.03800559702578655,0.9589315150429527
Griewank,3,WOA,12000,0.0352093008198139,0.9655112279705634
Griewank,3,WOA,15000,0.0343824948268669,0.9674567107376608
Griewank,3,WOA,20000,0.031252432604846295,0.9748217784377371
Griewank,6,ALO,200,0.4884275101678593,0.0
Griewank,6,ALO,300,0.5057789291182195,0.0
Griewank,6,ALO,500,0.45494071287554555,0.007168998846005303
Griewank,6,ALO,800,0.47527850422547196,0.0
Griewank,6,ALO,1000,0.46071291655462565,0.0
Griewank,6,ALO,1500,0.46757298497543964,0.0
Griewank,6,ALO,2000,0.42822178969130803,0.06750452788195427
Griewank,6,ALO,3500,0.3489148253358613,0.24659212125637164
Griewank,6,ALO,5000,0.29573903345619923,0.3666714190949043
Griewank,6,ALO,8000,0.21193065528521923,0.5559239125327402
Griewank,6,ALO,12000,0.1140527265071858,0.7769476631174743
Griewank,6,ALO,15000,0.10843905786815841,0.7896242094300909
Griewank,6,ALO,20000,0.09734441851828073,0.814677649272039
Griewank,6,BA,200,0.4716746350666425,0.0
Griewank,6,BA,300,0.47633788182433645,0.0
Griewank,6,BA,500,0.4377151108128229,0.04606711634312943
Griewank,6,BA,800,0.4432054209820938,0.03366913284842654
Griewank,6,BA,1000,0.37184936055758044,0.19480233518399126
Griewank,6,BA,1500,0.3259200063945693,0.29851803744476035
Griewank,6,BA,2000,0.319224240365681,0.31363812978037675
Griewank,6,BA,3500,0.26570760549585537,0.43448710467467644
Griewank,6,BA,5000,0.13048690461152399,0.7398367053382621
Griewank,6,BA,8000,0.08790171398379074,0.8360007605999205
Griewank,6,BA,12000,0.04485259072530961,0.9332124486767263
Griewank,6,BA,15000,0.07147706752080875,0.8730901944344795
Griewank,6,BA,20000,0.06552301513774904,0.8865353807529008
Griewank,6,ES_1P1,200,0.1292483489606762,0.7426335587113969
Griewank,6,ES_1P1,300,0.07538391135945002,0.8642679268513189
Griewank,6,ES_1P1,500,0.0453512096987205,0.9320864886468005
Griewank,6,ES_1P1,800,0.0456928767682772,0.93131495069021
Griewank,6,ES_1P1,1000,0.051362222376804274,0.9185126770274783
Griewank,6,ES_1P1,1500,0.033587098439724704,0.958651701307317
Griewank,6,ES_1P1,2000,0.04417935419734471,0.934732722596487
Griewank,6,ES_1P1,3500,0.04614704550107114,0.9302893662916263
Griewank,6,ES_1P1,5000,0.025495934056650387,0.9769228224974709
Griewank,6,ES_1P1,8000,0.04815628129566734,0.925752195995166
Griewank,6,ES_1P1,12000,0.04443158629978853,0.934163142855722
Griewank,6,ES_1P1,15000,0.05830340258811479,0.902838400886352
Griewank,6,ES_1P1,20000,0.06537933105383213,0.8868598420029817
Griewank,6,ES_MULAMBDA,200,0.33423297299343846,0.27974605198178204
Griewank,6,ES_MULAMBDA,300,0.3391741119666578,0.26858818338305
Griewank,6,ES_MULAMBDA,500,0.26919451238220427,0.4266131207481435
Griewank,6,ES_MULAMBDA,800,0.23306384261645055,0.5082018531872545
Griewank,6,ES_MULAMBDA,1000,0.2363126804012236,0.5008654667189593
Griewank,6,ES_MULAMBDA,1500,0.18072332182678952,0.6263949775914709
Griewank,6,ES_MULAMBDA,2000,0.14689781584637054,0.70277828780815
Griewank,6,ES_MULAMBDA,3500,0.11015435016506399,0.7857508097623176
Griewank,6,ES_MULAMBDA,5000,0.06272264065105944,0.8928590665911411
Griewank,6,ES_MULAMBDA,8000,0.047169971344695055,0.9279794389223974
Griewank,6,ES_MULAMBDA,12000,0.03510338305286484,0.9552276922755141
Griewank,6,ES_MULAMBDA,15000,0.03982136368434988,0.9445737502951747
Griewank,6,ES_MULAMBDA,20000,0.040405706928712586,0.9432542113847142
Griewank,6,FA,200,0.38987714935031514,0.1540927539386031
Griewank,6,FA,300,0.3173935374082271,0.31777214486339544
Griewank,6,FA,500,0.26738806277362015,0.43069236795654164
Griewank,6,FA,800,0.24338497868348463,0.48489510536053504
Griewank,6,FA,1000,0.23964983131435622,0.4933296553231078
Griewank,6,FA,1500,0.19489020089251824,0.5944039374838623
Griewank,6,FA,2000,0.16130495466670539,0.6702447034033687
Griewank,6,FA,3500,0.1572737133871181,0.6793478799647259
Griewank,6,FA,5000,0.13833605155001194,0.722112097585583
Griewank,6,FA,8000,0.12425059575883782,0.7539192711386821
Griewank,6,FA,12000,0.10090196410990966,0.8066441520438623
Griewank,6,FA,15000,0.0862253444864985,0.8397862664671076
Griewank,6,FA,20000,0.0871833194443285,0.83762300840894
Griewank,6,GWO,200,0.2587920890412101,0.45010342801864955
Griewank,6,GWO,300,0.14621813319078078,0.7043131180974844
Griewank,6,GWO,500,0.06594775070467425,0.8855762610700413
Griewank,6,GWO,800,0.05446662290451038,0.9115024525926431
Griewank,6,GWO,1000,0.033648659358900164,0.9585126870738174
Griewank,6,GWO,1500,0.03202171751410459,0.9621865775311385
Griewank,6,GWO,2000,0.05545718794681585,0.9092656010002378
Griewank,6,GWO,3500,0.03854320274581912,0.9474600386342509
Griewank,6,GWO,5000,0.034188241869435275,0.9572942249371814
Griewank,6,GWO,8000,0.025007348456865638,0.9780261255924007
Griewank,6,GWO,12000,0.03290242647028266,0.9601977982517007
Griewank,6,GWO,15000,0.029514091936496536,0.9678491903095725
Griewank,6,GWO,20000,0.058216696626532755,0.9030341965786616
Griewank,6,MFO,200,0.37447596244384285,0.1888710551963323
Griewank,6,MFO,300,0.22982941231898535,0.5155057052842056
Griewank,6,MFO,500,0.17572300970653992,0.6376864684588165
Griewank,6,MFO,800,0.11806596006136785,0.7678851508310793
Griewank,6,MFO,1000,0.08782102584588537,0.836182967100305
Griewank,6,MFO,1500,0.09530017077014051,0.8192938820638362
Griewank,6,MFO,2000,0.06837353952376511,0.8800984485579082
Griewank,6,MFO,3500,0.05473712882528282,0.9108916076972623
Griewank,6,MFO,5000,0.05676835691342084,0.9063047753445728
Griewank,6,MFO,8000,0.04273172793248966,0.938001690284073
Griewank,6,MFO,12000,0.044938953304621616,0.9330174283955657
Griewank,6,MFO,15000,0.04372862382582813,0.9357505426347611
Griewank,6,MFO,20000,0.04074240588109636,0.9424938922177386
Griewank,6,PSO_GBEST,200,0.25584126806136354,0.456766845690154
Griewank,6,PSO_GBEST,300,0.14081202121396919,0.7165209688368036
Griewank,6,PSO_GBEST,500,0.07303744427714554,0.8695666184116061
Griewank,6,PSO_GBEST,800,0.03800321810818965,0.9486794088370846
Griewank,6,PSO_GBEST,1000,0.02719481377462613,0.9730864850131452
Griewank,6,PSO_GBEST,1500,0.0209124097939844,0.9872731408591109
Griewank,6,PSO_GBEST,2000,0.03158901654367981,0.9631636843473425
Griewank,6,PSO_GBEST,3500,0.0320651596647669,0.9620884783253959
Griewank,6,PSO_GBEST,5000,0.024591045017880165,0.9789662042047562
Griewank,6,PSO_GBEST,8000,0.03398854321311116,0.957745175897817
Griewank,6,PSO_GBEST,12000,0.033504476739915766,0.9588382740944554
Griewank,6,PSO_GBEST,15000,0.015275392101914543,1.0
Griewank,6,PSO_GBEST,20000,0.020944019234135372,0.987201761773925
Griewank,6,PSO_RING,200,0.2519578625518556,0.46553618584138845
Griewank,6,PSO_RING,300,0.17821226336160131,0.6320653423697455
Griewank,6,PSO_RING,500,0.09870933904593773,0.8115954441412276
Griewank,6,PSO_RING,800,0.04838052011778599,0.9252458294822031
Griewank,6,PSO_RING,1000,0.03752364193663631,0.9497623672266942
Griewank,6,PSO_RING,1500,0.017902675770889668,0.9940695934439981
Griewank,6,PSO_RING,2000,0.015277766706987966,0.9999970507726377
Griewank,6,PSO_RING,3500,0.008230310938243352,1.0
Griewank,6,PSO_RING,5000,0.007663728432043544,1.0
Griewank,6,PSO_RING,8000,0.009567614505529225,1.0
Griewank,6,PSO_RING,12000,0.00727657259902308,1.0
Griewank,6,PSO_RING,15000,0.008218306374583874,1.0
Griewank,6,PSO_RING,20000,0.0064144764531358376,1.0
Griewank,6,WOA,200,0.20658270596906003,0.5680004228405457
Griewank,6,WOA,300,0.10878231373054599,0.7888490837295139
Griewank,6,WOA,500,0.06957230772493475,0.8773914415011377
Griewank,6,WOA,800,0.09345663571974108,0.8234568740300612
Griewank,6,WOA,1000,0.05259529795014416,0.91572819853088
Griewank,6,WOA,1500,0.034492062753033785,0.956608149618289
Griewank,6,WOA,2000,0.03472405193689957,0.9560842815700655
Griewank,6,WOA,3500,0.03763420948290846,0.949512688324871
Griewank,6,WOA,5000,0.025636539525969622,0.976605313243141
Griewank,6,WOA,8000,0.027020408758901902,0.9734803189568894
Griewank,6,WOA,12000,0.03321350911038799,0.9594953247449941
Griewank,6,WOA,15000,0.03469157533910556,0.9561576188335352
Griewank,6,WOA,20000,0.021062076412381173,0.9869351701056593
Griewank,8,ALO,200,0.5384344905545451,0.0
Griewank,8,ALO,300,0.4954667084824303,0.0
Griewank,8,ALO,500,0.4881967493875755,0.0
Griewank,8,ALO,800,0.44841787296336444,0.0
Griewank,8,ALO,1000,0.43530899899974945,0.0
Griewank,8,ALO,1500,0.3476224576154461,0.18959694476161548
Griewank,8,ALO,2000,0.39354108095446755,0.07717239328111791
Griewank,8,ALO,3500,0.32149752504425,0.2535597470671245
Griewank,8,ALO,5000,0.26429043188829365,0.3936223474216083
Griewank,8,ALO,8000,0.1644677106802642,0.6380226330425105
Griewank,8,ALO,12000,0.12857278690484322,0.7259057273609986
Griewank,8,ALO,15000,0.09702398839242017,0.8031480152301482
Griewank,8,ALO,20000,0.07011068077741466,0.8690410302522779
Griewank,8,BA,200,0.49146993997573013,0.0
Griewank,8,BA,300,0.4529421415319857,0.0
Griewank,8,BA,500,0.41253640513130146,0.03066531955984564
Griewank,8,BA,800,0.38494050481027814,0.09822955582594273
Griewank,8,BA,1000,0.3543527980022216,0.1731187613085129
Griewank,8,BA,1500,0.3838992850051225,0.10077881930718824
Griewank,8,BA,2000,0.34744626410948976,0.19002832694253735
Griewank,8,BA,3500,0.20214518281574487,0.5457752484796825
Griewank,8,BA,5000,0.1937100923531602,0.566427245273054
Griewank,8,BA,8000,0.08099371405194106,0.8423956292000163
Griewank,8,BA,12000,0.07069280665616198,0.8676157862866614
Griewank,8,BA,15000,0.06941455024015455,0.8707453967539809
Griewank,8,BA,20000,0.06061216407009864,0.8922966595133264
Griewank,8,ES_1P1,200,0.1193648167013408,0.7484499990507562
Griewank,8,ES_1P1,300,0.07709898203114764,0.851931270051913
Griewank,8,ES_1P1,500,0.05558192501824564,0.9046124113395289
Griewank,8,ES_1P1,800,0.057170757833438196,0.9007224032417964
Griewank,8,ES_1P1,1000,0.05053079649071437,0.9169793077724948
Griewank,8,ES_1P1,1500,0.06335115952358088,0.8855906584842584
Griewank,8,ES_1P1,2000,0.04954392201895228,0.9193955152235819
Griewank,8,ES_1P1,3500,0.05502292900965752,0.9059810254436783
Griewank,8,ES_1P1,5000,0.07460683348293211,0.8580329051268002
Griewank,8,ES_1P1,8000,0.06754745415325343,0.8753166888545972
Griewank,8,ES_1P1,12000,0.05570795429363197,0.9043038484138917
Griewank,8,ES_1P1,15000,0.06112702164154934,0.8910361114537879
Griewank,8,ES_1P1,20000,0.06768629620442268,0.8749767558558641
Griewank,8,ES_MULAMBDA,200,0.32475412526709896,0.24558647189504512
Griewank,8,ES_MULAMBDA,300,0.29630916920726147,0.3152294880477554
Griewank,8,ES_MULAMBDA,500,0.23518065001032334,0.46489308537826735
Griewank,8,ES_MULAMBDA,800,0.21468634439698936,0.515070180180788
Griewank,8,ES_MULAMBDA,1000,0.1943397185503589,0.5648857042234058
Griewank,8,ES_MULAMBDA,1500,0.15196485540038868,0.668633914367033
Griewank,8,ES_MULAMBDA,2000,0.1372410206063291,0.7046829158924861
Griewank,8,ES_MULAMBDA,3500,0.11508056865979688,0.758939308822647
Griewank,8,ES_MULAMBDA,5000,0.09098096532375971,0.8179434099671483
Griewank,8,ES_MULAMBDA,8000,0.08582690136075696,0.8305623276786899
Griewank,8,ES_MULAMBDA,12000,0.08408139824323597,0.8348359184535323
Griewank,8,ES_MULAMBDA,15000,0.07203185994020646,0.8643373242178898
Griewank,8,ES_MULAMBDA,20000,0.07023567968937007,0.8687349900099913
Griewank,8,FA,200,0.31561603547020217,0.26795965236301444
Griewank,8,FA,300,0.31069506780848155,0.2800078703188179
Griewank,8,FA,500,0.27384374175180143,0.37023256570647634
Griewank,8,FA,800,0.2298848660761137,0.47785898222463896
Griewank,8,FA,1000,0.18367924719760687,0.5909861972968851
Griewank,8,FA,1500,0.16018972949388594,0.6484965994018606
Griewank,8,FA,2000,0.16185845142642571,0.644410995322959
Griewank,8,FA,3500,0.15458842464120628,0.662210516326563
Griewank,8,FA,5000,0.1270067290862565,0.7297399744495326
Griewank,8,FA,8000,0.1146154639942599,0.7600780446908464
Griewank,8,FA,12000,0.09566599166395788,0.8064728573531832
Griewank,8,FA,15000,0.09439865144960223,0.8095757412118778
Griewank,8,FA,20000,0.08097036026690252,0.8424528072819668
Griewank,8,GWO,200,0.3220464379910057,0.25221581975934726
Griewank,8,GWO,300,0.1243392907214842,0.7362707791635006
Griewank,8,GWO,500,0.05432222963996832,0.9076965780154174
Griewank,8,GWO,800,0.04183654202319417,0.9382658270078753
Griewank,8,GWO,1000,0.03344474590099482,0.9588118243952208
Griewank,8,GWO,1500,0.03232032617770713,0.9615647898343876
Griewank,8,GWO,2000,0.03679832165769322,0.9506011198294702
Griewank,8,GWO,3500,0.0237232466394249,0.9826133914877433
Griewank,8,GWO,5000,0.029310957736214425,0.9689327567435104
Griewank,8,GWO,8000,0.043256471923220005,0.9347893512223198
Griewank,8,GWO,12000,0.0390571909798989,0.9450706323728434
Griewank,8,GWO,15000,0.02077690359109409,0.9898270506009682
Griewank,8,GWO,20000,0.02813274285603439,0.9718174311919128
Griewank,8,MFO,200,0.3273461901648494,0.23924020730025508
Griewank,8,MFO,300,0.21525861471858262,0.5136690660020002
Griewank,8,MFO,500,0.15989941445741257,0.6492073902616515
Griewank,8,MFO,800,0.12497072527658003,0.7347248106330022
Griewank,8,MFO,1000,0.12525750892175577,0.7340226658312562
Griewank,8,MFO,1500,0.09341504102771069,0.8119839571484982
Griewank,8,MFO,2000,0.09583602692059592,0.8060565526804088
Griewank,8,MFO,3500,0.07485944873280848,0.8574144162850332
Griewank,8,MFO,5000,0.06883440790913138,0.8721657843139168
Griewank,8,MFO,8000,0.06098638860717768,0.8913804293941548
Griewank,8,MFO,12000,0.06850015616585128,0.8729841473132253
Griewank,8,MFO,15000,0.06564784036115771,0.8799675954592177
Griewank,8,MFO,20000,0.04257439938581547,0.9364592989149743
Griewank,8,PSO_GBEST,200,0.21978949261618472,0.502575921686893
Griewank,8,PSO_GBEST,300,0.1378905638742943,0.7030926110170761
Griewank,8,PSO_GBEST,500,0.08542331958410507,0.8315504343971949
Griewank,8,PSO_GBEST,800,0.037868036943556074,0.9479820896303927
Griewank,8,PSO_GBEST,1000,0.034337930266950686,0.9566250024822336
Griewank,8,PSO_GBEST,1500,0.030191442702663766,0.9667770273195782
Griewank,8,PSO_GBEST,2000,0.0508698116431373,0.9161492823125666
Griewank,8,PSO_GBEST,3500,0.024073773801253442,0.9817551806772982
Griewank,8,PSO_GBEST,5000,0.026701780232197204,0.9753209188723359
Griewank,8,PSO_GBEST,8000,0.019569643043629032,0.9927828388127964
Griewank,8,PSO_GBEST,12000,0.033880220144362476,0.9577456339711209
Griewank,8,PSO_GBEST,15000,0.031963864178773435,0.9624375311631963
Griewank,8,PSO_GBEST,20000,0.03868063284199003,0.9459925759478538
Griewank,8,PSO_RING,200,0.27255691053027403,0.37338317024100687
Griewank,8,PSO_RING,300,0.16216229132255375,0.6436670909643314
