domain,budget,view,algo_variant,anchor_mode,value_col,rel_norm,value_transform,instance_weighting,metric,tau,n_boot,anchors_json,Evolution_mean,Evolution_p05,Evolution_p95,LocalSearch_mean,LocalSearch_p05,LocalSearch_p95,Random_mean,Random_p05,Random_p95
bin,500,ABS,"GA(pop=100,pc=0.9,pm=0.02)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36760569477522503,0.36691585058283477,0.36800841582298405,0.26478861044954916,0.26398316835403185,0.26616829883433035,0.36760569477522503,0.36691585058283477,0.36800841582298405
bin,500,ABS,"GA(pop=50,pc=0.9,pm=0.02)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36760569477522503,0.3669158505828348,0.36800841582298405,0.2647886104495492,0.2639831683540319,0.26616829883433035,0.36760569477522503,0.36691585058283477,0.3680084158229841
bin,500,ABS,"GA(pop=50,pc=0.9,pm=0.05)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36760569477522503,0.3669158505828348,0.36800841582298405,0.2647886104495491,0.26398316835403185,0.26616829883433035,0.36760569477522503,0.36691585058283477,0.36800841582298405
bin,500,ABS,HC(flips=1),rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.29494015104126836,0.29463106514960213,0.29539753351696696,0.4101196979174636,0.4092049329660661,0.4107378697007956,0.29494015104126836,0.29463106514960213,0.29539753351696696
bin,500,ABS,HC(flips=2),rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.366664688820603,0.36545730284858846,0.36747860298638013,0.2666706223587933,0.2650427940272397,0.26908539430282297,0.36666468882060294,0.3654573028485885,0.36747860298638013
bin,500,ABS,RS_BIN,rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36760569477522503,0.36691585058283477,0.3680084158229841,0.26478861044954916,0.2639831683540319,0.26616829883433035,0.36760569477522503,0.3669158505828348,0.36800841582298405
bin,500,ABS,"SA(T0=1.0,alpha=0.995,flips=1)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.29551818283939535,0.29488637600037626,0.2965575623027414,0.4089636343212089,0.40688487539451723,0.4102272479992475,0.29551818283939535,0.29488637600037626,0.2965575623027414
bin,500,ABS,"SA(T0=2.0,alpha=0.99,flips=1)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.29513283645999566,0.2946323739684519,0.2959884060702241,0.4097343270800085,0.4080231878595519,0.4107352520630962,0.29513283645999566,0.2946323739684519,0.2959884060702241
bin,500,ABS,"SA(T0=2.0,alpha=0.995,flips=2)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36760569477522503,0.36691585058283477,0.36800841582298405,0.26478861044954916,0.26398316835403185,0.26616829883433035,0.36760569477522503,0.36691585058283477,0.36800841582298405
bin,500,ABS,TABU(tenure=12),rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""GA(pop=50,pc=0.9,pm=0.02)"", ""LocalSearch"": ""SA(T0=2.0,alpha=0.99,flips=1)"", ""Random"": ""RS_BIN""}",0.36697911830435737,0.3658138320632147,0.36773827177038926,0.26604176339128516,0.26452345645922154,0.2683723358735706,0.36697911830435737,0.3658138320632147,0.36773827177038926
