,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)",TABU(tenure=12),TABU(tenure=7),"UMDA(pop=100,elite=0.2)","UMDA(pop=50,elite=0.2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,-8.881784197001252e-16,-8.881784197001252e-16,1.9307009978351082,0.008917888260276952,-8.881784197001252e-16,1.9307009978351082,1.9307009978351082,0.03667642767335921,-8.881784197001252e-16,-8.881784197001252e-16,1.6810094719118185,1.6542364515457715
"GA(pop=50,pc=0.9,pm=0.02)",-8.881784197001252e-16,0.0,-6.661338147750939e-16,1.9307009978351082,0.008917888260276952,-8.881784197001252e-16,1.9307009978351082,1.9307009978351082,0.03667642767335921,-8.881784197001252e-16,-8.881784197001252e-16,1.6810094719118185,1.6542364515457715
"GA(pop=50,pc=0.9,pm=0.05)",-8.881784197001252e-16,-6.661338147750939e-16,0.0,1.9307009978351082,0.008917888260276952,-8.881784197001252e-16,1.9307009978351082,1.9307009978351082,0.03667642767335921,-8.881784197001252e-16,-8.881784197001252e-16,1.6810094719118185,1.6542364515457715
HC(flips=1),1.9307009978351082,1.9307009978351082,1.9307009978351082,0.0,1.9546214716096597,1.9307009978351082,-6.661338147750939e-16,-6.661338147750939e-16,1.9557091279052599,1.9307009978351082,1.9307009978351082,0.3859393160362551,0.3510640860474836
HC(flips=2),0.008917888260276952,0.008917888260276952,0.008917888260276952,1.9546214716096597,0.0,0.00891788826027673,1.9546214716096597,1.9546214716096597,0.012312115106735688,0.008917888260276952,0.008917888260276952,1.6696128556241276,1.6667791446444595
RS_BIN,-8.881784197001252e-16,-8.881784197001252e-16,-8.881784197001252e-16,1.9307009978351082,0.00891788826027673,0.0,1.9307009978351082,1.9307009978351082,0.03667642767335921,-8.881784197001252e-16,-8.881784197001252e-16,1.6810094719118185,1.6542364515457715
"SA(T0=1.0,alpha=0.995,flips=1)",1.9307009978351082,1.9307009978351082,1.9307009978351082,-6.661338147750939e-16,1.9546214716096597,1.9307009978351082,0.0,-6.661338147750939e-16,1.9557091279052599,1.9307009978351082,1.9307009978351082,0.3859393160362551,0.3510640860474836
"SA(T0=2.0,alpha=0.99,flips=1)",1.9307009978351082,1.9307009978351082,1.9307009978351082,-6.661338147750939e-16,1.9546214716096597,1.9307009978351082,-6.661338147750939e-16,0.0,1.9557091279052599,1.9307009978351082,1.9307009978351082,0.3859393160362551,0.3510640860474836
"SA(T0=2.0,alpha=0.995,flips=2)",0.03667642767335921,0.03667642767335921,0.03667642767335921,1.9557091279052599,0.012312115106735688,0.03667642767335921,1.9557091279052599,1.9557091279052599,0.0,0.03667642767335888,0.03667642767335921,1.674384091003868,1.6926102222291477
TABU(tenure=12),-8.881784197001252e-16,-8.881784197001252e-16,-8.881784197001252e-16,1.9307009978351082,0.008917888260276952,-8.881784197001252e-16,1.9307009978351082,1.9307009978351082,0.03667642767335888,0.0,-8.881784197001252e-16,1.6810094719118185,1.6542364515457715
TABU(tenure=7),-8.881784197001252e-16,-8.881784197001252e-16,-8.881784197001252e-16,1.9307009978351082,0.008917888260276952,-8.881784197001252e-16,1.9307009978351082,1.9307009978351082,0.03667642767335921,-8.881784197001252e-16,0.0,1.6810094719118185,1.6542364515457715
"UMDA(pop=100,elite=0.2)",1.6810094719118185,1.6810094719118185,1.6810094719118185,0.3859393160362551,1.6696128556241276,1.6810094719118185,0.3859393160362551,0.3859393160362551,1.674384091003868,1.6810094719118185,1.6810094719118185,0.0,0.024777353865271023
"UMDA(pop=50,elite=0.2)",1.6542364515457715,1.6542364515457715,1.6542364515457715,0.3510640860474836,1.6667791446444595,1.6542364515457715,0.3510640860474836,0.3510640860474836,1.6926102222291477,1.6542364515457715,1.6542364515457715,0.024777353865271023,0.0
