,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)",TABU(tenure=12),TABU(tenure=7),"UMDA(pop=100,elite=0.2)","UMDA(pop=50,elite=0.2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,0.011027367111844155,0.2644543875091686,1.7271050524034743,0.22895682450004406,0.2644543875091686,1.7257371547025158,1.7265170174398343,0.2193501148210546,0.18367953932713543,0.09991311161338101,1.575951647201686,1.6792799721842133
"GA(pop=50,pc=0.9,pm=0.02)",0.011027367111844155,0.0,0.3613146423325071,1.630343160602026,0.2648943465614143,0.3613146423325073,1.6290436728028266,1.6297872476116597,0.2528039832993263,0.26914884766339764,0.16422797351787966,1.4793212781805192,1.5818864887481294
"GA(pop=50,pc=0.9,pm=0.05)",0.2644543875091686,0.3613146423325071,0.0,1.993662461190499,0.2766615957854702,1.1102230246251565e-16,1.9923693085387728,1.993092795980087,0.28413433999650006,0.015243670058859293,0.05123383882317423,1.888435630105581,1.963782490255268
HC(flips=1),1.7271050524034743,1.630343160602026,1.993662461190499,0.0,1.7055915325582354,1.993662461190499,0.00013950104738091884,4.848338933216567e-05,1.69915391952371,1.9775531720027102,1.9407109661177468,0.09414850952168063,0.01894937664633567
HC(flips=2),0.22895682450004406,0.2648943465614143,0.2766615957854702,1.7055915325582354,0.0,0.2766615957854699,1.7031371413349512,1.7046830760179197,0.05393070601855743,0.24274072164387583,0.18066532646928501,1.7910688497384983,1.7255979392329353
RS_BIN,0.2644543875091686,0.3613146423325073,1.1102230246251565e-16,1.993662461190499,0.2766615957854699,0.0,1.9923693085387733,1.993092795980087,0.28413433999650006,0.015243670058859293,0.05123383882317423,1.888435630105581,1.963782490255268
"SA(T0=1.0,alpha=0.995,flips=1)",1.7257371547025158,1.6290436728028266,1.9923693085387728,0.00013950104738091884,1.7031371413349512,1.9923693085387733,0.0,0.00018907309436988484,1.6968506373418886,1.9761652765050495,1.9392588491812026,0.09272366253189357,0.017617083868370353
"SA(T0=2.0,alpha=0.99,flips=1)",1.7265170174398343,1.6297872476116597,1.993092795980087,4.848338933216567e-05,1.7046830760179197,1.993092795980087,0.00018907309436988484,0.0,1.698187375037326,1.9769457650741171,1.9400791406890847,0.09361072349563715,0.018452546329778663
"SA(T0=2.0,alpha=0.995,flips=2)",0.2193501148210546,0.2528039832993263,0.28413433999650006,1.69915391952371,0.05393070601855743,0.28413433999650006,1.6968506373418886,1.698187375037326,0.0,0.24012212617186757,0.19152084291151472,1.753449875088992,1.7157759485902562
TABU(tenure=12),0.18367953932713543,0.26914884766339764,0.015243670058859293,1.9775531720027102,0.24274072164387583,0.015243670058859293,1.9761652765050495,1.9769457650741171,0.24012212617186757,0.0,0.02148129970799817,1.8614293841573064,1.9444380407266069
TABU(tenure=7),0.09991311161338101,0.16422797351787966,0.05123383882317423,1.9407109661177468,0.18066532646928501,0.05123383882317423,1.9392588491812026,1.9400791406890847,0.19152084291151472,0.02148129970799817,0.0,1.8263646282680757,1.904823330134937
"UMDA(pop=100,elite=0.2)",1.575951647201686,1.4793212781805192,1.888435630105581,0.09414850952168063,1.7910688497384983,1.888435630105581,0.09272366253189357,0.09361072349563715,1.753449875088992,1.8614293841573064,1.8263646282680757,0.0,0.04369598466004465
"UMDA(pop=50,elite=0.2)",1.6792799721842133,1.5818864887481294,1.963782490255268,0.01894937664633567,1.7255979392329353,1.963782490255268,0.017617083868370353,0.018452546329778663,1.7157759485902562,1.9444380407266069,1.904823330134937,0.04369598466004465,0.0
