algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.09158254686566913
"DE(pop=20,F=0.8,CR=0.9)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.18521328827292716
"DE(pop=40,F=0.8,CR=0.9)",1,"ES_ML(mu=20,lam=80,sigma=0.2)",1.1102230246251565e-16
"DE(pop=40,F=0.8,CR=0.9)",2,HC_CONT(sigma=0.2),1.1102230246251565e-16
"ES_ML(mu=10,lam=40,sigma=0.3)",1,"DE(pop=40,F=0.8,CR=0.9)",0.005211008578228871
"ES_ML(mu=10,lam=40,sigma=0.3)",2,"ES_ML(mu=20,lam=80,sigma=0.2)",0.005211008578228871
"ES_ML(mu=20,lam=80,sigma=0.2)",1,HC_CONT(sigma=0.2),0.0
"ES_ML(mu=20,lam=80,sigma=0.2)",2,"DE(pop=40,F=0.8,CR=0.9)",1.1102230246251565e-16
HC_CONT(sigma=0.2),1,"ES_ML(mu=20,lam=80,sigma=0.2)",0.0
HC_CONT(sigma=0.2),2,"DE(pop=40,F=0.8,CR=0.9)",1.1102230246251565e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.18521328827292716
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.27042295688373874
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"ES_ML(mu=10,lam=40,sigma=0.3)",0.11888317593108366
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=40,F=0.8,CR=0.9)",0.17168916008355217
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.27042295688373874
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=20,F=0.8,CR=0.9)",0.7283183349509453
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.09158254686566913
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.43091753827127866
RS_CONT,1,"DE(pop=40,F=0.8,CR=0.9)",1.1102230246251565e-16
RS_CONT,2,"ES_ML(mu=20,lam=80,sigma=0.2)",1.1102230246251565e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1,"DE(pop=40,F=0.8,CR=0.9)",1.1102230246251565e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",2,"ES_ML(mu=20,lam=80,sigma=0.2)",1.1102230246251565e-16
