algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.3342468712417571
"DE(pop=20,F=0.8,CR=0.9)",2,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.3532519336658856
"DE(pop=40,F=0.8,CR=0.9)",1,"ES_ML(mu=20,lam=80,sigma=0.2)",-1.3322676295501878e-15
"DE(pop=40,F=0.8,CR=0.9)",2,HC_CONT(sigma=0.2),-1.3322676295501878e-15
"ES_ML(mu=10,lam=40,sigma=0.3)",1,HC_CONT(sigma=0.2),-1.3322676295501878e-15
"ES_ML(mu=10,lam=40,sigma=0.3)",2,RS_CONT,-1.3322676295501878e-15
"ES_ML(mu=20,lam=80,sigma=0.2)",1,"DE(pop=40,F=0.8,CR=0.9)",-1.3322676295501878e-15
"ES_ML(mu=20,lam=80,sigma=0.2)",2,RS_CONT,-1.3322676295501878e-15
HC_CONT(sigma=0.2),1,"DE(pop=40,F=0.8,CR=0.9)",-1.3322676295501878e-15
HC_CONT(sigma=0.2),2,"ES_ML(mu=10,lam=40,sigma=0.3)",-1.3322676295501878e-15
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.3532519336658856
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.49844755981982247
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=40,F=0.8,CR=0.9)",0.0637615226959487
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"ES_ML(mu=10,lam=40,sigma=0.3)",0.0637615226959487
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.49844755981982247
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=20,F=0.8,CR=0.9)",0.9308460898702855
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.24011897132409088
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"DE(pop=20,F=0.8,CR=0.9)",0.3342468712417571
RS_CONT,1,"DE(pop=40,F=0.8,CR=0.9)",-1.3322676295501878e-15
RS_CONT,2,"ES_ML(mu=10,lam=40,sigma=0.3)",-1.3322676295501878e-15
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1,"DE(pop=40,F=0.8,CR=0.9)",-1.3322676295501878e-15
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",2,"ES_ML(mu=10,lam=40,sigma=0.3)",-1.3322676295501878e-15
