domain,budget,view,algo_variant,anchor_mode,value_col,rel_norm,value_transform,instance_weighting,metric,tau,n_boot,anchors_json,Evolution_mean,Evolution_p05,Evolution_p95,PSO_global_mean,PSO_global_p05,PSO_global_p95,PSO_local_mean,PSO_local_p05,PSO_local_p95,Random_mean,Random_p05,Random_p95
cont,500,ABS,"DE(pop=20,F=0.8,CR=0.9)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.27538477131813033,0.2623707181092301,0.2844033717943195,0.2208990457391587,0.2081852797539526,0.2313880074936347,0.23500068006321373,0.22226546261037436,0.24771564271254462,0.2687155028794972,0.2621051343617734,0.2753174973500841
cont,500,ABS,"DE(pop=40,F=0.8,CR=0.9)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2763581884867093,0.2623707181092302,0.28516986397614863,0.21683953153042912,0.20818527975395257,0.23138800749363472,0.23010733605042785,0.21453813524792226,0.24771564271254462,0.2766949439324341,0.2621051343617734,0.2879078525128761
cont,500,ABS,"ES_ML(mu=10,lam=40,sigma=0.3)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2429146186948187,0.22162764262578705,0.28427700602673184,0.25490607663417114,0.2153212524276522,0.29325362168472446,0.24582558665304327,0.21774420066383063,0.2655472337942678,0.25635371801796725,0.22274008071034093,0.28624154429732773
cont,500,ABS,"ES_ML(mu=20,lam=80,sigma=0.2)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2616823512250081,0.23781423264224708,0.2832253801931738,0.22832876322189702,0.21216123157669342,0.25821685424014784,0.235006979982171,0.21349228280885177,0.2673795070909757,0.2749819055709237,0.24118604201590282,0.2955003350002285
cont,500,ABS,HC_CONT(sigma=0.2),rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2497486034643939,0.2226181512411394,0.28069368020480867,0.2475125371815594,0.21232314661561494,0.29717757471201256,0.2362140386874298,0.2132753095738102,0.26237175468944807,0.26652482066661726,0.2233229311367202,0.2950365275617182
cont,500,ABS,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.23398442305365083,0.22286986241258594,0.2438025898185118,0.26861197687674865,0.2444266501513475,0.28463378393913397,0.274326667696757,0.2586505593348726,0.2849847200447589,0.22307693237284315,0.20712879142894983,0.2466127331012399
cont,500,ABS,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.2599056317691199,0.245941151224481,0.26880658770550003,0.2402013160567384,0.21135297630765393,0.26376961358192,0.25426333298601334,0.24833003543528867,0.26666964438573215,0.24562971918812845,0.22337757869514005,0.2686460784573045
cont,500,ABS,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.22587916093650226,0.22009917188747033,0.23416626385320316,0.2816699414745517,0.2655270846746465,0.2906796698108649,0.27559802466934147,0.26152104446311153,0.2860621340591302,0.21685287291960478,0.20673849873775949,0.23822389383340037
cont,500,ABS,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.24163262697427088,0.2221739251123913,0.2627659993186936,0.25959001149874905,0.217860838948369,0.2849315393931901,0.26975925697997494,0.25098492145034856,0.28501202049161106,0.2290181045470051,0.2075240206997496,0.263891080662947
cont,500,ABS,RS_CONT,rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.27427146530242447,0.2601330771359482,0.2832734467593462,0.21616933345160047,0.20880282004853293,0.23362326174404593,0.22837149955221003,0.21308083473046738,0.24930373602572992,0.28118770169376545,0.2603966626267494,0.29325513217054555
cont,500,ABS,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",rel_medoid,beta_mean,zscore,logit_clip,variance,cosine,6.0,400,"{""Evolution"": ""DE(pop=20,F=0.8,CR=0.9)"", ""PSO_global"": ""PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)"", ""PSO_local"": ""PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)"", ""Random"": ""RS_CONT""}",0.26987212210301,0.2503074856039608,0.2831040893459832,0.21919471021416428,0.21076834223576488,0.24548639298258315,0.23053215601812735,0.2132174730363457,0.25406247875872845,0.28040101166469844,0.25167511166912565,0.2951375986380672
