,"GA(pop=100,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.02)","GA(pop=50,pc=0.9,pm=0.05)",HC(flips=1),HC(flips=2),RS_BIN,"SA(T0=1.0,alpha=0.995,flips=1)","SA(T0=2.0,alpha=0.99,flips=1)","SA(T0=2.0,alpha=0.995,flips=2)",TABU(tenure=12),TABU(tenure=7),"UMDA(pop=100,elite=0.2)","UMDA(pop=50,elite=0.2)"
"GA(pop=100,pc=0.9,pm=0.02)",0.0,0.05665858249264333,-2.220446049250313e-16,1.998121288334425,0.11980512616412542,-2.220446049250313e-16,1.9974983111986564,1.9955852022437575,0.11276971506298772,0.008033469135525717,0.031867262558243126,1.6582477467066923,1.6922213628982978
"GA(pop=50,pc=0.9,pm=0.02)",0.05665858249264333,0.0,0.05665858249264344,1.9404273428775791,0.0464707435445435,0.05665858249264333,1.938694208930595,1.9342679841999955,0.03638665674530972,0.027572267728566913,0.0100041426194738,1.5491878528837484,1.5882676461319534
"GA(pop=50,pc=0.9,pm=0.05)",-2.220446049250313e-16,0.05665858249264344,0.0,1.998121288334425,0.11980512616412542,-2.220446049250313e-16,1.9974983111986564,1.9955852022437575,0.11276971506298772,0.008033469135525717,0.031867262558243126,1.6582477467066923,1.6922213628982978
HC(flips=1),1.998121288334425,1.9404273428775791,1.998121288334425,0.0,1.8799264404045901,1.998121288334425,0.0016634332018635734,0.002589888846348476,1.8852031928241963,1.9896624033608583,1.966493182716475,0.33263984184212625,0.2994803130836795
HC(flips=2),0.11980512616412542,0.0464707435445435,0.11980512616412542,1.8799264404045901,0.0,0.11980512616412553,1.8818524500773255,1.884927274303619,0.012499829156070064,0.0798519745060049,0.05614646609466101,1.665866746986758,1.6996439466867077
RS_BIN,-2.220446049250313e-16,0.05665858249264333,-2.220446049250313e-16,1.998121288334425,0.11980512616412553,0.0,1.997498311198656,1.9955852022437575,0.11276971506298772,0.008033469135525717,0.031867262558243126,1.6582477467066923,1.6922213628982978
"SA(T0=1.0,alpha=0.995,flips=1)",1.9974983111986564,1.938694208930595,1.9974983111986564,0.0016634332018635734,1.8818524500773255,1.997498311198656,0.0,0.003353905141916358,1.8874944794376995,1.9896864579025166,1.9637868900293165,0.3224828306045969,0.28916377037175955
"SA(T0=2.0,alpha=0.99,flips=1)",1.9955852022437575,1.9342679841999955,1.9955852022437575,0.002589888846348476,1.884927274303619,1.9955852022437575,0.003353905141916358,0.0,1.8919531840112196,1.9867905158061596,1.9608896710935297,0.29955798717797644,0.266967497278609
"SA(T0=2.0,alpha=0.995,flips=2)",0.11276971506298772,0.03638665674530972,0.11276971506298772,1.8852031928241963,0.012499829156070064,0.11276971506298772,1.8874944794376995,1.8919531840112196,0.0,0.07165912181605694,0.051072916399386825,1.6532930475438565,1.6869546592728526
TABU(tenure=12),0.008033469135525717,0.027572267728566913,0.008033469135525717,1.9896624033608583,0.0798519745060049,0.008033469135525717,1.9896864579025166,1.9867905158061596,0.07165912181605694,0.0,0.011200615633884192,1.6359011147783722,1.6711539953673262
TABU(tenure=7),0.031867262558243126,0.0100041426194738,0.031867262558243126,1.966493182716475,0.05614646609466101,0.031867262558243126,1.9637868900293165,1.9608896710935297,0.051072916399386825,0.011200615633884192,0.0,1.5907817681820817,1.6299394441692958
"UMDA(pop=100,elite=0.2)",1.6582477467066923,1.5491878528837484,1.6582477467066923,0.33263984184212625,1.665866746986758,1.6582477467066923,0.3224828306045969,0.29955798717797644,1.6532930475438565,1.6359011147783722,1.5907817681820817,0.0,0.008165141698767808
"UMDA(pop=50,elite=0.2)",1.6922213628982978,1.5882676461319534,1.6922213628982978,0.2994803130836795,1.6996439466867077,1.6922213628982978,0.28916377037175955,0.266967497278609,1.6869546592728526,1.6711539953673262,1.6299394441692958,0.008165141698767808,0.0
