algo_variant,rank,neighbor,distance
"GA(pop=100,pc=0.9,pm=0.02)",1,"GA(pop=50,pc=0.9,pm=0.02)",0.0010237116305841232
"GA(pop=100,pc=0.9,pm=0.02)",2,"GA(pop=50,pc=0.9,pm=0.05)",0.042767297417493966
"GA(pop=50,pc=0.9,pm=0.02)",1,"GA(pop=100,pc=0.9,pm=0.02)",0.0010237116305841232
"GA(pop=50,pc=0.9,pm=0.02)",2,RS_BIN,0.055224330721896364
"GA(pop=50,pc=0.9,pm=0.05)",1,RS_BIN,-4.440892098500626e-16
"GA(pop=50,pc=0.9,pm=0.05)",2,TABU(tenure=12),-4.440892098500626e-16
HC(flips=1),1,"SA(T0=1.0,alpha=0.995,flips=1)",-1.1102230246251565e-15
HC(flips=1),2,"SA(T0=2.0,alpha=0.99,flips=1)",-1.1102230246251565e-15
HC(flips=2),1,RS_BIN,0.08590341683804625
HC(flips=2),2,"GA(pop=50,pc=0.9,pm=0.05)",0.08590341683804648
RS_BIN,1,"GA(pop=50,pc=0.9,pm=0.05)",-4.440892098500626e-16
RS_BIN,2,TABU(tenure=12),-4.440892098500626e-16
"SA(T0=1.0,alpha=0.995,flips=1)",1,HC(flips=1),-1.1102230246251565e-15
"SA(T0=1.0,alpha=0.995,flips=1)",2,"SA(T0=2.0,alpha=0.99,flips=1)",-6.661338147750939e-16
"SA(T0=2.0,alpha=0.99,flips=1)",1,HC(flips=1),-1.1102230246251565e-15
"SA(T0=2.0,alpha=0.99,flips=1)",2,"SA(T0=1.0,alpha=0.995,flips=1)",-6.661338147750939e-16
"SA(T0=2.0,alpha=0.995,flips=2)",1,TABU(tenure=12),0.11604747402891391
"SA(T0=2.0,alpha=0.995,flips=2)",2,"GA(pop=50,pc=0.9,pm=0.05)",0.11604747402891413
TABU(tenure=12),1,"GA(pop=50,pc=0.9,pm=0.05)",-4.440892098500626e-16
TABU(tenure=12),2,RS_BIN,-4.440892098500626e-16
TABU(tenure=7),1,"GA(pop=50,pc=0.9,pm=0.05)",-4.440892098500626e-16
TABU(tenure=7),2,RS_BIN,-4.440892098500626e-16
"UMDA(pop=100,elite=0.2)",1,"UMDA(pop=50,elite=0.2)",0.20556091735821058
"UMDA(pop=100,elite=0.2)",2,HC(flips=1),0.6070980944862644
"UMDA(pop=50,elite=0.2)",1,"UMDA(pop=100,elite=0.2)",0.20556091735821058
"UMDA(pop=50,elite=0.2)",2,HC(flips=1),0.35415216258179194
