algo_variant,rank,neighbor,distance
"DE(pop=20,F=0.8,CR=0.9)",1,"DE(pop=40,F=0.8,CR=0.9)",0.05991454585045697
"DE(pop=20,F=0.8,CR=0.9)",2,"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.2256435244592756
"DE(pop=40,F=0.8,CR=0.9)",1,"DE(pop=20,F=0.8,CR=0.9)",0.05991454585045697
"DE(pop=40,F=0.8,CR=0.9)",2,RS_CONT,0.07059176621795449
"ES_ML(mu=10,lam=40,sigma=0.3)",1,HC_CONT(sigma=0.2),0.2015270377891346
"ES_ML(mu=10,lam=40,sigma=0.3)",2,"ES_ML(mu=20,lam=80,sigma=0.2)",0.3866476266671448
"ES_ML(mu=20,lam=80,sigma=0.2)",1,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",0.02377795827232354
"ES_ML(mu=20,lam=80,sigma=0.2)",2,HC_CONT(sigma=0.2),0.10360437317865656
HC_CONT(sigma=0.2),1,"ES_ML(mu=20,lam=80,sigma=0.2)",0.10360437317865656
HC_CONT(sigma=0.2),2,"ES_ML(mu=10,lam=40,sigma=0.3)",0.2015270377891346
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",1,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.02049251139231889
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.030052158849047994
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1,"DE(pop=20,F=0.8,CR=0.9)",0.2256435244592756
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.3879879341941471
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.030052158849047994
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.07778971037981797
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",1,"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.02049251139231889
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",2,"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.07778971037981797
RS_CONT,1,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",0.032852642881563865
RS_CONT,2,"DE(pop=40,F=0.8,CR=0.9)",0.07059176621795449
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1,"ES_ML(mu=20,lam=80,sigma=0.2)",0.02377795827232354
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",2,RS_CONT,0.032852642881563865
