,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","ES_ML(mu=10,lam=40,sigma=0.3)","ES_ML(mu=20,lam=80,sigma=0.2)",HC_CONT(sigma=0.2),"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)"
"DE(pop=20,F=0.8,CR=0.9)",0.0,1.666047962721992,1.7965755071008536,1.8003317139447503,1.8103967528160854,0.09796215543377551,1.0752319304448532,0.19619750969071337,0.0901119542518205,1.8103967528160854,1.8103967528160854
"DE(pop=40,F=0.8,CR=0.9)",1.666047962721992,0.0,0.08548319806614713,0.09098818200719505,0.138064170749854,1.7509522122130106,0.388546731370518,1.8113663637573576,1.725014304901702,0.138064170749854,0.138064170749854
"ES_ML(mu=10,lam=40,sigma=0.3)",1.7965755071008536,0.08548319806614713,0.0,0.0014159948264833577,0.006921272175933302,1.8857528347304693,0.5628137687616468,1.943919502926387,1.8588647252592154,0.006921272175933302,0.006921272175933302
"ES_ML(mu=20,lam=80,sigma=0.2)",1.8003317139447503,0.09098818200719505,0.0014159948264833577,0.0,0.005734285071457346,1.8887851262037074,0.5844641183378426,1.945922361778058,1.8621527182109037,0.005734285071457568,0.005734285071457568
HC_CONT(sigma=0.2),1.8103967528160854,0.138064170749854,0.006921272175933302,0.005734285071457346,0.0,1.8977463719750998,0.6336877532407432,1.9530775165679723,1.8715197293191008,-8.881784197001252e-16,-8.881784197001252e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.09796215543377551,1.7509522122130106,1.8857528347304693,1.8887851262037074,1.8977463719750998,0.0,1.1853913652854027,0.058906277635070836,0.0029340509403155135,1.8977463719750998,1.8977463719750998
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",1.0752319304448532,0.388546731370518,0.5628137687616468,0.5844641183378426,0.6336877532407432,1.1853913652854027,0.0,1.293428280340335,1.154900861436816,0.6336877532407432,0.6336877532407432
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.19619750969071337,1.8113663637573576,1.943919502926387,1.945922361778058,1.9530775165679723,0.058906277635070836,1.293428280340335,0.0,0.07829871110374431,1.9530775165679723,1.9530775165679723
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.0901119542518205,1.725014304901702,1.8588647252592154,1.8621527182109037,1.8715197293191008,0.0029340509403155135,1.154900861436816,0.07829871110374431,0.0,1.8715197293191008,1.8715197293191008
RS_CONT,1.8103967528160854,0.138064170749854,0.006921272175933302,0.005734285071457568,-8.881784197001252e-16,1.8977463719750998,0.6336877532407432,1.9530775165679723,1.8715197293191008,0.0,-8.881784197001252e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1.8103967528160854,0.138064170749854,0.006921272175933302,0.005734285071457568,-8.881784197001252e-16,1.8977463719750998,0.6336877532407432,1.9530775165679723,1.8715197293191008,-8.881784197001252e-16,0.0
