,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","ES_ML(mu=10,lam=40,sigma=0.3)","ES_ML(mu=20,lam=80,sigma=0.2)",HC_CONT(sigma=0.2),"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)"
"DE(pop=20,F=0.8,CR=0.9)",0.0,-2.220446049250313e-16,0.5739515582325907,0.09998532088315293,1.469233324858073,0.5813706349417145,0.11686282603091369,1.0531144064218496,0.39022496092584613,3.3306690738754696e-16,0.29619348854394734
"DE(pop=40,F=0.8,CR=0.9)",-2.220446049250313e-16,0.0,0.5739515582325907,0.09998532088315293,1.469233324858073,0.5813706349417145,0.11686282603091369,1.0531144064218496,0.39022496092584613,3.3306690738754696e-16,0.29619348854394734
"ES_ML(mu=10,lam=40,sigma=0.3)",0.5739515582325907,0.5739515582325907,0.0,0.22681406531309445,0.8952817666254809,0.6559509734702127,0.7563059242027877,0.6082230199282644,0.9641765191584366,0.5739515582325907,0.8701450467765375
"ES_ML(mu=20,lam=80,sigma=0.2)",0.09998532088315293,0.09998532088315293,0.22681406531309445,0.0,1.2772594482122177,0.5448641673359614,0.2682869875264722,0.8662832079640264,0.557841186798516,0.09998532088315293,0.4475128748715598
HC_CONT(sigma=0.2),1.469233324858073,1.469233324858073,0.8952817666254809,1.2772594482122177,0.0,1.7135928929052096,1.7537450606181846,1.3912883480689133,1.8594582857839201,1.469233324858073,1.312753746004667
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.5813706349417145,0.5813706349417145,0.6559509734702127,0.5448641673359614,1.7135928929052096,0.0,0.2607466595878912,0.3008308279019275,0.12037802672554698,0.5813706349417145,0.9312790787700078
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.11686282603091369,0.11686282603091369,0.7563059242027877,0.2682869875264722,1.7537450606181846,0.2607466595878912,0.0,0.7955795549948432,0.08967651761142192,0.11686282603091369,0.4468538840848476
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",1.0531144064218496,1.0531144064218496,0.6082230199282644,0.8662832079640264,1.3912883480689133,0.3008308279019275,0.7955795549948432,0.0,0.6077669131077974,1.0531144064218496,1.391147697131967
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.39022496092584613,0.39022496092584613,0.9641765191584366,0.557841186798516,1.8594582857839201,0.12037802672554698,0.08967651761142192,0.6077669131077974,0.0,0.39022496092584613,0.6864184494697929
RS_CONT,3.3306690738754696e-16,3.3306690738754696e-16,0.5739515582325907,0.09998532088315293,1.469233324858073,0.5813706349417145,0.11686282603091369,1.0531144064218496,0.39022496092584613,0.0,0.29619348854394734
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",0.29619348854394734,0.29619348854394734,0.8701450467765375,0.4475128748715598,1.312753746004667,0.9312790787700078,0.4468538840848476,1.391147697131967,0.6864184494697929,0.29619348854394734,0.0
