,"DE(pop=20,F=0.8,CR=0.9)","DE(pop=40,F=0.8,CR=0.9)","ES_ML(mu=10,lam=40,sigma=0.3)","ES_ML(mu=20,lam=80,sigma=0.2)",HC_CONT(sigma=0.2),"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)","PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)","PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",RS_CONT,"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)"
"DE(pop=20,F=0.8,CR=0.9)",0.0,1.2537576981933962,1.1737476693308202,1.2537576981933967,1.2537576981933967,0.18521328827292716,0.7777820680757119,0.7283183349509453,0.09158254686566913,1.2537576981933967,1.2537576981933967
"DE(pop=40,F=0.8,CR=0.9)",1.2537576981933962,0.0,0.005211008578228871,1.1102230246251565e-16,1.1102230246251565e-16,1.7104664802168075,0.17168916008355217,1.994006650065582,0.913284890483137,1.1102230246251565e-16,1.1102230246251565e-16
"ES_ML(mu=10,lam=40,sigma=0.3)",1.1737476693308202,0.005211008578228871,0.0,0.005211008578228871,0.005211008578228871,1.6653240949562773,0.11888317593108366,1.9880808742258098,0.823248464453724,0.005211008578228871,0.005211008578228871
"ES_ML(mu=20,lam=80,sigma=0.2)",1.2537576981933967,1.1102230246251565e-16,0.005211008578228871,0.0,0.0,1.7104664802168075,0.17168916008355217,1.994006650065582,0.913284890483137,1.1102230246251565e-16,1.1102230246251565e-16
HC_CONT(sigma=0.2),1.2537576981933967,1.1102230246251565e-16,0.005211008578228871,0.0,0.0,1.710466480216807,0.17168916008355217,1.994006650065582,0.913284890483137,1.1102230246251565e-16,1.1102230246251565e-16
"PSO_RING(p=20,ring,w=0.72,c1=1.49,c2=1.49)",0.18521328827292716,1.7104664802168075,1.6653240949562773,1.7104664802168075,1.710466480216807,0.0,1.3607633635457665,0.27042295688373874,0.4615254741747331,1.7104664802168075,1.7104664802168075
"PSO_RING(p=40,ring,w=0.72,c1=1.49,c2=1.49)",0.7777820680757119,0.17168916008355217,0.11888317593108366,0.17168916008355217,0.17168916008355217,1.3607633635457665,0.0,1.8192470376074203,0.43091753827127866,0.17168916008355217,0.17168916008355217
"PSO_STD(p=20,w=0.72,c1=1.49,c2=1.49)",0.7283183349509453,1.994006650065582,1.9880808742258098,1.994006650065582,1.994006650065582,0.27042295688373874,1.8192470376074203,0.0,1.0724521785066856,1.994006650065582,1.994006650065582
"PSO_STD(p=40,w=0.72,c1=1.49,c2=1.49)",0.09158254686566913,0.913284890483137,0.823248464453724,0.913284890483137,0.913284890483137,0.4615254741747331,0.43091753827127866,1.0724521785066856,0.0,0.913284890483137,0.913284890483137
RS_CONT,1.2537576981933967,1.1102230246251565e-16,0.005211008578228871,1.1102230246251565e-16,1.1102230246251565e-16,1.7104664802168075,0.17168916008355217,1.994006650065582,0.913284890483137,0.0,1.1102230246251565e-16
"SA_CONT(sigma=0.3,T0=1.0,alpha=0.995)",1.2537576981933967,1.1102230246251565e-16,0.005211008578228871,1.1102230246251565e-16,1.1102230246251565e-16,1.7104664802168075,0.17168916008355217,1.994006650065582,0.913284890483137,1.1102230246251565e-16,0.0
