instance_id,problem,domain,target,budget,algo,run_idx,best,success,evals
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,21,4.6651999462876645,1,1410
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,22,3.595197647735212,1,660
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,23,3.3364385094498274,1,1410
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,24,3.855196991943899,1,630
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,25,6.1553527285743,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,26,4.708312876679209,1,1290
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,27,5.244755862970166,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,28,5.042637538363039,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_STD,29,4.599132731608719,1,1530
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,0,8.386171567764961,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,1,7.15747001479739,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,2,4.7177955278127754,1,1320
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,3,4.941027616397406,1,1740
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,4,4.28676658351182,1,1860
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,5,7.545623773259145,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,6,6.3779292517168855,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,7,4.96750330081052,1,960
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,8,4.098246355575277,1,1860
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,9,10.17612488976846,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,10,5.561325348234774,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,11,5.268631563416278,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,12,7.048848910675346,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,13,5.663727261158797,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,14,5.232013770290322,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,15,9.013687768287738,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,16,4.9301763043154665,1,750
