algo,p_win_PSO,p_win_PSO_lo,p_win_PSO_hi,p_win_ES,p_win_ES_lo,p_win_ES_hi,p_win_FLAT,p_win_FLAT_lo,p_win_FLAT_hi,w_PSO,w_PSO_lo,w_PSO_hi,w_ES,w_ES_lo,w_ES_hi,w_FLAT,w_FLAT_lo,w_FLAT_hi,dist_margin_ES_minus_PSO,dist_margin_lo,dist_margin_hi,headroom,headroom_lo,headroom_hi,label
ES_1P1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00018604365011073005,0.00016509082268317043,0.00020929450246368565,0.9996939473965569,0.9996653146243492,0.9997192160972875,0.00012000895333078298,0.00011395729595407145,0.0001267430442468459,-8.591017556675576,-8.708732322006629,-8.471435063122412,0.23036274689993258,0.1907894736842105,0.26905219780219775,ES
ALO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25826982840796076,0.21118391393022157,0.3087693589435262,8.90605498219383e-05,8.061340192174932e-05,9.807670730764712e-05,0.741641111042216,0.6911442846522271,0.7887201378018761,7.968860184166736,7.680283838934741,8.235690272292334,0.0,0.0,0.0,FLAT
BA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25826982840796076,0.21118391393022157,0.3087693589435262,8.90605498219383e-05,8.061340192174932e-05,9.807670730764712e-05,0.741641111042216,0.6911442846522271,0.7887201378018761,7.968860184166736,7.680283838934741,8.235690272292334,0.0,0.0,0.0,FLAT
FA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25826982840796076,0.21118391393022157,0.3087693589435262,8.90605498219383e-05,8.061340192174932e-05,9.807670730764712e-05,0.741641111042216,0.6911442846522271,0.7887201378018761,7.968860184166736,7.680283838934741,8.235690272292334,0.0,0.0,0.0,FLAT
MFO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.26211049639614326,0.2159327920935191,0.3113878235818448,9.027961936548088e-05,8.129278663175467e-05,9.996292249837687e-05,0.7377992239844906,0.6885314978859207,0.7839685356769747,7.970483706128304,7.684073418706635,8.236686404105392,0.0,0.0,0.0,FLAT
WOA,0.1075,0.0,1.0,0.0,0.0,0.0,0.8925,0.0,1.0,0.4598157406348411,0.4004995502458384,0.5202642735679238,0.0001246750999105232,0.00010409626487603792,0.00014970700082337103,0.5400595842652485,0.47962700662743923,0.599369736411039,8.215036771454608,7.965462941487598,8.462817589251188,0.036376506091380933,0.023809523809523808,0.048453649870801,PSO
GWO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696499683990731,0.6587321650942402,0.733042611303348,0.0020291342111215713,0.001266765279054013,0.002925915399439807,0.301471181798148,0.264569227210923,0.3395296317419003,5.861126695239451,5.477266439031186,6.286586683282093,0.15946182891053795,0.12708333333333335,0.19079914860681113,PSO
PSO_GBEST,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7416094967488533,0.6911272531568446,0.7886729529759464,0.00013826755066152131,0.00011522361510456256,0.00016497276315646583,0.25825223570048356,0.21116578570679242,0.3087522650264857,8.591017556675576,8.471435063122412,8.708732322006629,0.09211106455811859,0.06666666666666667,0.11553556397306394,PSO
