algo_variant,label,anchor_PSO,anchor_ES,w_PSO,w_PSO_lo,w_PSO_hi,w_ES,w_ES_lo,w_ES_hi,p_PSO,p_ES,p_FLAT,Delta_ES_minus_PSO,Delta_lo,Delta_hi,headroom,headroom_lo,headroom_hi
GWO,ES,PSO_GBEST,ES_1P1,0.2500028891152737,0.22117748406627713,0.28171291802178267,0.7499971108847266,0.7182870819782172,0.7788225159337229,0.0,1.0,0.0,-1.1002822345048726,-1.2588177155467888,-0.9359808844342764,0.17883600877369663,0.16699617307416595,0.1904621196332268
ES_1P1,ES,PSO_GBEST,ES_1P1,0.11260148965480662,0.1027752752027883,0.12325921559547844,0.8873985103451939,0.8767407844045215,0.8972247247972117,0.0,1.0,0.0,-2.065460677118846,-2.1667615504090816,-1.9619217966092268,0.12450179963320601,0.10431636596565419,0.1447504056894882
PSO_GBEST,PSO,PSO_GBEST,ES_1P1,0.8873985103451939,0.8767407844045215,0.8972247247972117,0.11260148965480662,0.1027752752027883,0.12325921559547844,1.0,0.0,0.0,2.065460677118846,1.9619217966092268,2.1667615504090816,0.4351735544783951,0.4225962192158272,0.4477422798237169
WOA,PSO,PSO_GBEST,ES_1P1,0.7276119149876933,0.7063994344723378,0.7473235160786559,0.2723880850123063,0.252676483921344,0.2936005655276622,1.0,0.0,0.0,0.9831673014226925,0.8779606295320499,1.084388227712344,0.3967204515227715,0.3795889168015257,0.41602207558234966
MFO,PSO,PSO_GBEST,ES_1P1,0.692656977812103,0.669359376004664,0.7144108715931039,0.30734302218789694,0.2855891284068961,0.330640623995336,1.0,0.0,0.0,0.8131229447464644,0.7052890423606892,0.9169040833283036,0.4278176648475766,0.40714948106020327,0.4479670373099412
BA,PSO,PSO_GBEST,ES_1P1,0.6707084571149529,0.6499761603421504,0.6908161606427324,0.32929154288504814,0.3091838393572676,0.3500238396578495,1.0,0.0,0.0,0.7117483069799838,0.618934420532536,0.8039376910796063,0.4872233304881202,0.45614693199751966,0.5193842837019961
FA,PSO,PSO_GBEST,ES_1P1,0.6424423853217375,0.6174122271868222,0.6660909960459533,0.35755761467826186,0.3339090039540467,0.38258777281317785,1.0,0.0,0.0,0.5863780576295631,0.4785788184075461,0.6905577813034462,0.3846802821839932,0.36011603532923975,0.40908035124203795
ALO,PSO,PSO_GBEST,ES_1P1,0.6144812938395742,0.5896970710758247,0.6381896407644946,0.3855187061604262,0.36181035923550536,0.4103029289241752,1.0,0.0,0.0,0.4664971409525428,0.36271324448605363,0.5675152767252771,0.3407306912587398,0.3181471790932751,0.36545931253444747
