domain,problem,instance_id,n,budget,algo,seed,final_best,auc_best,early_gain,stagnation_frac,div_mean,div_decay,step_mean,step_decay
cont,sphere,sphere_d10_i000,10,5000,PSO,0,2.1305399288013938,0.2098531616424041,0.0,0.0,0.1499354439132304,0.056960558667484396,0.7163958177935196,0.03615421800563489
cont,sphere,sphere_d10_i000,10,5000,PSO,1,1.008935182336827,0.22199873604400686,0.0,0.0,0.23124453382344334,0.09686493308944198,0.9391298033910358,0.06749240197410132
cont,sphere,sphere_d10_i000,10,5000,PSO,2,1.8977213188059103,0.17496597364098251,0.0,0.0,0.16329445520496877,0.09285155390612165,0.8817737832573175,0.029919217115469934
cont,sphere,sphere_d10_i000,10,5000,DE,0,0.791977995831266,0.24242516961908017,0.0,0.0,0.9668055436352188,0.2471025939060306,4.852228334860133,0.2788191122217389
cont,sphere,sphere_d10_i000,10,5000,DE,1,0.6752887566736885,0.23671952254931816,0.0,0.0,0.6761076042256778,0.24095455261157486,3.733079808183862,0.2602457434189799
cont,sphere,sphere_d10_i000,10,5000,DE,2,1.0374957264350426,0.47422059524755905,0.0,0.0,0.793628336027277,0.27870131059024167,4.109975590917966,0.2699080938320445
cont,sphere,sphere_d10_i000,10,5000,ES,0,21.655420868775984,0.0,0.0,1.0,1.627660313141924,0.9999999999993856,8.033401321356372,0.9999999999998755
cont,sphere,sphere_d10_i000,10,5000,ES,1,23.925462426993757,0.0,0.0,1.0,1.6963586902775696,0.9999999999994105,7.949369164757852,0.9999999999998742
cont,sphere,sphere_d10_i000,10,5000,ES,2,25.731490690900348,0.0,0.0,1.0,1.6457344704874088,0.9999999999993923,7.464307930378135,0.999999999999866
cont,sphere,sphere_d10_i000,10,5000,GWO,0,0.9893438018232894,0.4649515432609113,0.0,0.0,0.8439785855502867,0.5903198871983113,3.9847872852086756,0.6054125996844989
cont,sphere,sphere_d10_i000,10,5000,GWO,1,2.0331038082061847,-0.008610595105397693,0.0,0.6666666666666667,0.7930762379834484,0.7682300548854128,3.745288549831411,0.7395323985374419
cont,sphere,sphere_d10_i000,10,5000,GWO,2,1.3641045979659019,0.4192875123141831,0.0,0.0,0.790220783247722,0.5410056978270902,3.7829613411763687,0.6149331754258394
cont,sphere,sphere_d10_i000,10,5000,WOA,0,0.5670996570801647,0.20709468518467442,0.0,0.0,2.157778094581949,0.5849208481744695,7.670211563693553,0.5339192985558855
cont,sphere,sphere_d10_i000,10,5000,WOA,1,0.20570793586007488,0.381782409539665,0.0,0.0,2.1475500509442838,0.6114234748155863,7.778963856219747,0.578669401099145
cont,sphere,sphere_d10_i000,10,5000,WOA,2,0.2914136867587558,0.23141790074099533,0.0,0.0,2.0492359889726215,0.9936247982173609,8.206565757768386,0.912872224214577
cont,sphere,sphere_d10_i001,10,5000,PSO,0,1.0959599816853365,0.18679940982963766,0.0,0.0,0.20066296655668456,0.04175985266402354,0.9107625411789675,0.03345155681532034
cont,sphere,sphere_d10_i001,10,5000,PSO,1,2.4080096535245104,0.5536040962987072,0.0,0.0,0.2060485902074701,0.12106843544349674,0.8381961237309726,0.20363848526418532
cont,sphere,sphere_d10_i001,10,5000,PSO,2,0.46809214732666066,0.19195804206814182,0.0,0.0,0.19459463736332377,0.08373287049540706,0.6453359347839545,0.060727356604724614
cont,sphere,sphere_d10_i001,10,5000,DE,0,0.5415779976747671,0.24378419544147298,0.0,0.0,0.9315042372793085,0.17364516005666658,4.828534204050625,0.2007917417349437
cont,sphere,sphere_d10_i001,10,5000,DE,1,0.9175065701740263,0.22452121907874795,0.0,0.0,0.9697957296619812,0.2184201782759764,5.0813961343279255,0.2166161799833351
cont,sphere,sphere_d10_i001,10,5000,DE,2,0.5886956537356771,0.25543835513511215,0.0,0.0,0.7605384415845292,0.24178073030137687,3.889414929849125,0.2685037962335333
cont,sphere,sphere_d10_i001,10,5000,ES,0,22.776823615097342,0.0,0.0,1.0,1.6228877936840913,0.9999999999993837,7.907867124851608,0.9999999999998735
cont,sphere,sphere_d10_i001,10,5000,ES,1,18.203290646379667,0.0,0.0,1.0,1.5181234317414847,0.9999999999993412,7.8712055904075084,0.999999999999873
cont,sphere,sphere_d10_i001,10,5000,ES,2,16.318762492784955,0.0,0.0,1.0,1.18233236684749,0.9999999999991541,6.810151145994254,0.9999999999998531
cont,sphere,sphere_d10_i001,10,5000,GWO,0,1.7224360594338344,0.2973959792316457,0.0,0.33333333333333337,0.8568574908990431,0.5978961002431534,3.9481048165526085,0.5215474396197021
cont,sphere,sphere_d10_i001,10,5000,GWO,1,1.7694354064755786,0.1670861791774746,0.0,0.33333333333333337,0.8067759103624415,0.6862178015054603,3.7257931428656224,0.8296227307293069
cont,sphere,sphere_d10_i001,10,5000,GWO,2,1.867720698925485,0.3232752621423233,0.0,0.0,0.8128602334496224,0.7743937866297417,3.7839839193269476,0.8034470505140031
cont,sphere,sphere_d10_i001,10,5000,WOA,0,0.5293450755701122,0.21976456258746727,0.0,0.0,2.0073247308197724,0.7920737150581925,7.146329292762994,0.8192448904165279
cont,sphere,sphere_d10_i001,10,5000,WOA,1,0.2955141968665017,0.4149354732172513,0.0,0.0,2.065675810129285,0.7830182266136291,7.621342888358784,0.8383941765397511
cont,sphere,sphere_d10_i001,10,5000,WOA,2,0.3015247119782428,0.2560169246529335,0.0,0.0,1.8538629002643003,0.6188272330545059,7.201347867825891,0.6210850940306033
cont,sphere,sphere_d10_i002,10,5000,PSO,0,9.105627237553767,0.4464281231414297,0.0,0.0,0.17885667058975108,0.03275825965626309,0.8438931802618131,0.027349131187551303
cont,sphere,sphere_d10_i002,10,5000,PSO,1,2.0539622389475283,0.18228453949613901,0.0,0.0,0.21790511476544172,0.053044165435261144,0.9871680252648624,0.03147978208274684
cont,sphere,sphere_d10_i002,10,5000,PSO,2,0.004630522005153912,0.1759783902905143,0.0,0.0,0.27466536507582584,0.04696905420884611,1.0109840953103488,0.04398634690787206
cont,sphere,sphere_d10_i002,10,5000,DE,0,1.3739811419779242,0.285356846911224,0.0,0.0,1.069209518958716,0.30269982565617815,5.600796058080411,0.31117888301661045
cont,sphere,sphere_d10_i002,10,5000,DE,1,0.5565643172806386,0.42371192968727367,0.0,0.0,0.8269526092646411,0.2907523540329108,4.58718536671445,0.28049050329418906
cont,sphere,sphere_d10_i002,10,5000,DE,2,0.5664461398719928,0.3637617900642607,0.0,0.0,0.8952288421772715,0.23569402068806714,4.7444175079654505,0.26513100097051906
cont,sphere,sphere_d10_i002,10,5000,ES,0,18.798230444018532,0.0,0.0,1.0,1.685758968312858,0.9999999999994067,7.57449284141278,0.999999999999868
cont,sphere,sphere_d10_i002,10,5000,ES,1,20.923054520303463,0.0,0.0,1.0,2.0165690937803,0.9999999999995041,8.55967093936538,0.9999999999998832
cont,sphere,sphere_d10_i002,10,5000,ES,2,33.46120309660153,0.0,0.0,1.0,2.0050675113184253,0.9999999999995012,8.563042568524404,0.9999999999998832
cont,sphere,sphere_d10_i002,10,5000,GWO,0,1.8294200656400197,0.1859989205933608,0.0,0.33333333333333337,0.6944020909928702,0.5560763955045956,3.4411719044234186,0.5996845195366867
cont,sphere,sphere_d10_i002,10,5000,GWO,1,0.49832869122918655,0.47917846846759077,0.0,0.0,0.6635083740627462,0.6246451997264619,3.269617021931917,0.6212953650146146
cont,sphere,sphere_d10_i002,10,5000,GWO,2,1.4256346836679392,1.0431810657831446,0.0,0.33333333333333337,0.731509355920377,0.5821387078656861,3.4818587661182905,0.5544487907576044
cont,sphere,sphere_d10_i002,10,5000,WOA,0,0.9849119235358093,0.2539206075793961,0.0,0.0,2.1409008653599075,0.7592049367819013,8.253993641097267,0.7274229907982942
cont,sphere,sphere_d10_i002,10,5000,WOA,1,0.09623684049023265,0.29462824122458814,0.0,0.0,2.0367264316778457,0.7695251027978779,8.131860818797898,0.624620287992226
cont,sphere,sphere_d10_i002,10,5000,WOA,2,0.4139144234000969,0.2969482513486151,0.0,0.0,2.1660111205195927,0.6891369078528734,8.247790276483098,0.7244512675876263
cont,sphere,sphere_d10_i003,10,5000,PSO,0,9.479877368197386,0.7744926392564955,0.0,0.0,0.1302511291319308,0.07853695733369576,0.6130841679115664,0.11850932416267637
cont,sphere,sphere_d10_i003,10,5000,PSO,1,1.3034478946868486,0.17373728804974342,0.0,0.0,0.11833482928721632,0.01879807755196711,0.5013243556649915,0.013938275106813657
cont,sphere,sphere_d10_i003,10,5000,PSO,2,0.4932278322359517,0.19750046586639464,0.0,0.0,0.19382115308972464,0.05308302316556903,0.9390664349712047,0.03965654151708758
cont,sphere,sphere_d10_i003,10,5000,DE,0,0.8820027460344986,0.2613769580712059,0.0,0.0,0.829092101505327,0.20944472653325194,4.423995550185521,0.21893938470113683
cont,sphere,sphere_d10_i003,10,5000,DE,1,0.39699719468124617,0.2863467073623028,0.0,0.0,0.6869211113931087,0.2300135522050032,3.5441825422691107,0.26541240054426174
cont,sphere,sphere_d10_i003,10,5000,DE,2,0.28259072286228193,0.32711482268080083,0.0,0.0,0.755570611589963,0.1527998841835866,4.116710813285512,0.18249788838986933
cont,sphere,sphere_d10_i003,10,5000,ES,0,18.828227455990643,0.0,0.0,1.0,1.4434160364049045,0.9999999999993071,6.524331545376084,0.9999999999998467
cont,sphere,sphere_d10_i003,10,5000,ES,1,13.43912764930217,0.0,0.0,1.0,1.5350023831644362,0.9999999999993485,7.120437719222698,0.9999999999998596
cont,sphere,sphere_d10_i003,10,5000,ES,2,29.933050091070687,0.0,0.0,1.0,1.6949464240192889,0.9999999999994099,7.07730976527709,0.9999999999998587
cont,sphere,sphere_d10_i003,10,5000,GWO,0,1.1747065032859998,0.7878584791589371,0.0,0.6666666666666667,0.6711070470908888,0.6186827259805245,3.2984525914639624,0.6086209787888542
cont,sphere,sphere_d10_i003,10,5000,GWO,1,1.3300101007273557,1.872774054922682,0.0,0.6666666666666667,0.7460634465262811,0.6218233691746283,3.7302362409239684,0.5978393401871858
cont,sphere,sphere_d10_i003,10,5000,GWO,2,1.685650727294984,185.13883284072656,0.0,0.6666666666666667,0.725801173793032,0.62279403817181,3.359609410518734,0.6935568782058523
cont,sphere,sphere_d10_i003,10,5000,WOA,0,0.5934650800141483,0.25456309677483846,0.0,0.0,1.9506838443599435,0.7189977700487499,7.264464160835413,0.633986428776708
cont,sphere,sphere_d10_i003,10,5000,WOA,1,0.15433115855892846,0.2677579569770758,0.0,0.0,1.8366730879579611,0.716084157373814,7.384444799260548,0.6516535433774185
cont,sphere,sphere_d10_i003,10,5000,WOA,2,0.27061133566455187,0.25040875359215004,0.0,0.0,2.0984552437837642,0.7550095582162977,7.956183996168445,0.6418606295405843
cont,sphere,sphere_d10_i004,10,5000,PSO,0,0.39426594304204104,0.2066403488284728,0.0,0.0,0.17376142268444844,0.10361810894740599,0.676567473561315,0.08046466433520594
cont,sphere,sphere_d10_i004,10,5000,PSO,1,8.461950769196257,0.17670809946392718,0.0,0.0,0.14647504613518492,0.05054074287726344,0.6157165911268638,0.038456949232575525
cont,sphere,sphere_d10_i004,10,5000,PSO,2,0.21745940602455263,0.18179159579226858,0.0,0.0,0.16201679642049824,0.06905417984571073,0.659432149780685,0.07236332481316304
cont,sphere,sphere_d10_i004,10,5000,DE,0,0.7098562235074817,0.2512468881980764,0.0,0.0,0.7819227549990703,0.2227414742735005,4.18500966884721,0.24408314856068472
cont,sphere,sphere_d10_i004,10,5000,DE,1,0.28311034537053115,0.2583220648314646,0.0,0.0,0.7963242670674101,0.20016980203421156,4.172405427688377,0.20675261691571822
cont,sphere,sphere_d10_i004,10,5000,DE,2,0.21934110198836002,0.3037443483141623,0.0,0.0,0.7475418343330872,0.16330061617473718,4.014886370283441,0.16515183576624434
cont,sphere,sphere_d10_i004,10,5000,ES,0,9.435176503609405,0.0,0.0,1.0,1.4103873157974813,0.9999999999992909,6.937785745562809,0.9999999999998559
cont,sphere,sphere_d10_i004,10,5000,ES,1,5.938217806985348,0.0,0.0,1.0,1.5664826239710128,0.9999999999993616,7.696945247458848,0.9999999999998701
cont,sphere,sphere_d10_i004,10,5000,ES,2,21.646468175965175,0.0,0.0,1.0,1.7635656854532615,0.9999999999994329,7.337354827227299,0.9999999999998637
cont,sphere,sphere_d10_i004,10,5000,GWO,0,2.77583671158852,-0.07826291571709632,0.0,0.6666666666666667,0.9097428972028268,0.617970983028507,4.059264346367023,0.6894810374381664
cont,sphere,sphere_d10_i004,10,5000,GWO,1,1.2346361941439319,0.6064993896145423,0.0,0.33333333333333337,0.8534055578841119,0.5842916447000106,3.7557375249333185,0.6471345350663378
cont,sphere,sphere_d10_i004,10,5000,GWO,2,1.8533615872821814,-1.9851252092100158,0.0,0.6666666666666667,0.8564859034082382,0.6221053676494248,4.006703340512223,0.5944459130488826
cont,sphere,sphere_d10_i004,10,5000,WOA,0,0.2781127903714808,0.23879203428971965,0.0,0.0,2.101160932221279,0.43360744881784885,7.55875988903072,0.6338327782916436
cont,sphere,sphere_d10_i004,10,5000,WOA,1,0.2382463346087708,0.22347982166744673,0.0,0.0,2.2064015853328005,0.6600726040824901,8.060002805166551,0.6795059489639456
cont,sphere,sphere_d10_i004,10,5000,WOA,2,0.5645442366566545,0.2510229333531283,0.0,0.0,1.9893898093790865,0.7592300198364776,7.736250140977058,0.6957854071536385
cont,rastrigin,rastrigin_d5_i000,5,2500,PSO,0,3.0818567857177968,0.17530649899476294,0.0,0.0,0.4219811106956851,0.29685167977344346,0.5872167852190273,0.24593631787656134
cont,rastrigin,rastrigin_d5_i000,5,2500,PSO,1,4.37857224554547,0.2919650757369549,0.0,0.0,0.688815571798087,0.3629250782611698,1.331030318257893,0.2005092225016604
cont,rastrigin,rastrigin_d5_i000,5,2500,PSO,2,7.108066373638906,0.1702490760246707,0.0,0.0,0.47540381526945147,0.5224767860810747,0.760652474305088,0.2438017883277463
cont,rastrigin,rastrigin_d5_i000,5,2500,DE,0,10.605960799175904,0.16666666666664637,0.0,0.6666666666666667,1.1492634639322477,0.8873563729495072,4.157045926418419,0.7739810417764297
cont,rastrigin,rastrigin_d5_i000,5,2500,DE,1,16.96850307125517,0.1666666666666332,0.0,0.6666666666666667,1.3794202387924586,0.7906770698039822,4.7273246500711155,0.8333811979292415
